C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\zeitpflapflapfla\input.txt
43230740|Animals|C0003062|13594|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)|TI|MM
43232928|*Soil|C0037592|19585|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|2145^4^0;1561^4^0;1426^4^0
43232928|*Seasons|C0036497|17713|MH|RtM via: Seasons;RtM via: Autumn;Forced Leaf Node Lookup:seasons|TI|MM|2310^7^0;2303^6^0
43232928|*Plant Dormancy|C3658311|63894|MH|RtM via: Seed Dormancy|TI|MM|2086^13^0;2028^13^0
43232928|*Seeds|C0036563|21144|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|2340^5^0;1576^5^0;1354^5^0;1520^5^0;2036^5^0;2094^5^0
43232928|*Plant Leaves|C0242724|7896|MH|RtM via: Plant Leaves|TI|MM|1807^4^0
43232928|*Biological Phenomena|C0005520|5259|MH|RtM via: Tissue Growth;RtM via: seed germination|TI|MM|1739^6^0;1493^11^1;1520^5^1;1342^17^0
43232929|Male|C0086582|136045|CT|CT Text Lookup: man|TI|MM;RC|763^3^0
43232929|Humans|C0086418|136045|CT|CT Text Lookup: man|TI|MM;RC|763^3^0
43232929|*Daucus carota|C0242773|135045|MH|RtM via: Daucus carota;RtM via: Carrots - dietary;Forced Leaf Node Lookup:carrots;checkForceMH Boosted|TI|MM|4264^7^0;4058^7^0;3776^7^0;2955^7^0;2707^7^0;3926^6^0
43232929|*Lettuce|C0242765|130915|MH|RtM via: Lactuca sativa;RtM via: Lettuce - dietary;Forced Leaf Node Lookup:lettuce;checkForceMH Boosted|TI|MM|4238^7^0;4067^7^0;3937^7^0;3764^7^0;3596^7^0;2977^7^0;2903^7^0;2695^7^0
43232929|methyl isothiocyanate|C0066392|129849|NM|RtM via: methyl isothiocyanate;Forced SCR Leaf Node Lookup:methylisothiocyanate|TI|MM|2199^20^0
43232929|*Lycopersicon esculentum|C1140676|95667|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomatoes;checkForceMH Boosted|TI|MM|4421^8^0;4079^8^0;4034^6^0;3350^8^0;2964^8^0;2892^6^0
43232929|Di-trapex|C0208599|82013|NM|RtM via: Di-trapex;Forced SCR Leaf Node Lookup:di-trapex|TI|MM|4311^9^0;3824^9^0;3012^9^0;2277^9^0;2081^9^0;1616^9^0;809^9^0;89^6^1;101^2^1
43232929|*Steam|C0038225|67240|MH|RtM via: Steam;Forced Leaf Node Lookup:steams;checkForceMH Boosted|TI|MM|3027^5^0;2672^5^0
43232929|*Water|C0043047|43889|MH|RtM via: Water;checkForceMH Boosted|TI|MM|2441^5^0
43232929|*Soil|C0037592|36701|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|3286^4^0;2994^4^0;2596^4^0;2378^4^0;2248^4^0;2422^4^0
43232929|*Protein S|C0072393|27944|MH|RtM via: Protein S;checkForceMH Boosted|TI|MM|3734^9^0;1512^9^0
43232929|*Limit of Detection|C2718050|18464|MH|Forced Leaf Node Lookup:limit of detection|TI|MM|2832^18^0
43232929|*Isothiocyanates|C0206359|129848|HM|RtM via: methyl isothiocyanate;RtM via: Di-trapex|TI|MM|2199^20^0;4311^9^0;3824^9^0;3012^9^0;2277^9^0;2081^9^0;1616^9^0;809^9^0;89^6^1;101^2^1
43232929|*Allyl Compounds|C0002156|64225|HM|RtM via: Di-trapex|TI|MM|4311^9^0;3824^9^0;3012^9^0;2277^9^0;2081^9^0;1616^9^0;809^9^0;89^6^1;101^2^1
43232929|*Propane|C0033434|35579|HM|RtM via: Di-trapex|TI|MM|4311^9^0;3824^9^0;3012^9^0;2277^9^0;2081^9^0;1616^9^0;809^9^0;89^6^1;101^2^1
43232929|PROS1 protein, human|C2002622|21541|NM|RtM via: protein S, human|TI|MM|3734^9^0;1512^9^0
43232929|*Blood Proteins|C0005832|21540|HM|RtM via: protein S, human|TI|MM|3734^9^0;1512^9^0
43232929|*Plant Leaves|C0242724|16116|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|3901^6^0
43232929|*Sulfur|C0038774|14715|MH|RtM via: Sulfur;Forced Non-Leaf Node Lookup:sulphur|TI|MM|3866^7^0;3654^7^0;3437^7^0;3152^7^0;2856^7^0
43232929|*Sulfates|C0038720|10497|MH|RtM via: Sulfates, Inorganic;Forced Non-Leaf Node Lookup:sulphates|TI|MM|4147^8^0;3809^8^0
43232940|*Rhamnus|C0016679|7226|MH|RtM via: Rhamnus cathartica;Forced Leaf Node Lookup:rhamnus;checkForceMH Boosted|TI|MM|404^18^0;111^18^0
43232940|*Anthraquinones|C0003174|1759|MH|RtM via: Anthraquinones;checkForceMH Boosted;Forced Non-Leaf Node Lookup:anthraquinones|TI|MM|453^14^0
43232940|*Pigmentation|C0031911|2622|MH|RtM via: Pigmentation|TI|MM|574^7^0;353^7^0
43232940|*Plant Leaves|C0242724|837|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|617^6^0
43232940|*Biological Transport|C0005528|258|MH|RtM via: Biological Transport|TI|MM|585^11^0
43232940|*Veins|C0042449|108|MH|RtM via: Veins|TI|MM|604^5^0
43232941|Animals|C0003062|2832|CT|Mites;CT Treecode Lookup: B01.050.500.131 (Mites)||MM;RC
43232941|*Mites|C0026231|1832|MH|RtM via: Mites;RtM via: Phytoseiulus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mites|TI|MM|725^5^0;600^12^0
43232941|Evidence-Based Medicine|C0376537|303|MH|||RC
43232941|*Biological Phenomena|C0005520|243|MH|RtM via: biological control|TI|MM|703^18^0
43232942|Female|C0086287|152332|CT|CT Text Lookup: her|TI|MM;RC|2220^4^0
43232942|*Avena|C0331496|151332|MH|RtM via: Avena sativa;RtM via: Avena (plant);Forced Leaf Node Lookup:avena sativa;Forced Leaf Node Lookup:avenas;checkForceMH Boosted|TI|MM|2594^12^0;1377^12^0;105^12^0;2791^5^0;1551^5^0;270^5^0
43232942|*Zea mays|C0010028|119190|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM|772^5^0
43232942|*Sinapis|C1135813|85785|MH|RtM via: Sinapis alba;Forced Leaf Node Lookup:sinapis alba;checkForceMH Boosted|TI|MM|2676^12^0;1443^12^0;188^12^0;2812^7^0;1594^7^0;309^7^0
43232942|*Clay|C0055863|48165|MH|RtM via: clay;Forced Leaf Node Lookup:clay;checkForceMH Boosted|TI|MM|518^4^0;345^4^0
43232942|*Soil|C0037592|41346|MH|RtM via: Humus;RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:humus|TI|MM|2856^5^0;1683^5^0;508^5^0;335^5^0;1084^4^0;880^4^0;538^4^0;365^4^0;233^4^0;71^5^0;561^4^0;963^4^0
43232942|*Germination|C0242735|32742|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|917^11^0
43232942|metobromuron|C0066463|29161|NM|RtM via: Patoran;Forced SCR Leaf Node Lookup:patoran|TI|MM|3480^7^0;3005^7^0;2490^7^0;2313^7^0;1796^7^0;1300^7^0;1277^7^0;623^7^0;21^7^0
43232942|*Crops, Agricultural|C0242775|30078|MH|RtM via: Agricultural Crops|TI|MM|1229^5^0;1072^5^0;947^5^0
43232942|*Phenylurea Compounds|C0031506|29160|HM|RtM via: Patoran|TI|MM|3480^7^0;3005^7^0;2490^7^0;2313^7^0;1796^7^0;1300^7^0;1277^7^0;623^7^0;21^7^0
43232942|*Fabaceae|C0023263|2673|MH|RtM via: Beans (food)|TI|MM|749^4^0
43232942|*Food Hypersensitivity|C0016470|1665|MH|RtM via: Oats preparation|TI|MM|2594^12^0;1377^12^0;105^12^0
43232942|Biological Assay|C0005507|1000|MH|Forced Non-Leaf Node Lookup:bioassays||MM|85^8^0
43232943|*Hordeum|C0004755|293079|MH|RtM via: Hordeum;RtM via: Hordeum vulgare;RtM via: Barley (Dietary);Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM;RC|169^6^0;197^6^0;238^6^0
43232943|*Avena|C0331496|283545|MH|RtM via: Avena (plant);Forced Leaf Node Lookup:oats;checkForceMH Boosted|TI|MM;RC|280^4^0
43232943|Barley stripe mosaic virus|C1000350|137224|NM|RtM via: Barley stripe mosaic virus;Forced SCR Leaf Node Lookup:barley stripe mosaic virus|TI|MM|92^26^0
43232943|*Edible Grain|C4042883|118857|MH|RtM via: Cereals;RtM via: Oats (Dietary);Forced Leaf Node Lookup:cereals;checkForceMH Boosted|TI|MM;RC|25^6^0;280^4^0
43232943|*Plant Viruses|C0032092|137223|HM|RtM via: Barley stripe mosaic virus|TI|MM;RC|92^26^0
43232943|*Luteovirus|C0206264|105849|MH|RtM via: Barley yellow dwarf virus|TI|MM;RC|238^25^0
43232943|Germany|C0017480|6|MH|RtM via: Germany|TI|MM|62^7^0
43232944|*Buddleja|C1001363|13292|MH|RtM via: Buddleja;RtM via: Buddleja davidii;checkForceMH Boosted|TI|MM|875^8^0;238^8^0;649^16^0;24^16^0
43232944|*Cucumovirus|C0206272|2578|MH|RtM via: Cucumber mosaic virus;Forced Leaf Node Lookup:cucumber mosaic virus;checkForceMH Boosted|TI|MM|975^21^0
43232944|*Host Specificity|C2936412|1946|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|898^10^0
43232944|*Inflorescence|C2697680|1826|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|766^14^0
43232944|*Virus Disease|C0042769|4776|ET|Entry Term Replacement for "Virus Diseases";RtM via: Virus Diseases|TI|MM|1025^13^0;609^5^1;620^7^1
43232944|*DNA Viruses|C0012923|1965|MH|RtM via: AS virus|TI|MM|941^5^0
43232944|*Livedo Reticularis|C0085642|630|MH|RtM via: Mottling|TI|MM|705^8^0
43232944|*Stunted Growth|C0018273|429|ET|Entry Term Replacement for "Growth Disorders";RtM via: Growth Disorders;Forced Non-Leaf Node Lookup:stunted growth|TI|MM|785^14^0
43232955|*Seedlings|C0242437|35156|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|2449^8^0;2091^8^0
43232955|*Triticum|C0087114|31430|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|1862^5^0;1962^5^0
43232955|*Respect|C0679133|6961|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|2695^7^0
43232955|*Ascomycota|C0003965|13374|MH|RtM via: Gaeumannomyces graminis;RtM via: Cercosporella|TI|MM|2168^19^0;457^19^0;2207^13^0;497^13^0
43232955|*Plant Roots|C0242726|8427|MH|RtM via: Plant Roots|TI|MM|2948^5^0;2833^5^0
43232955|*Mitosporic Fungi|C0011746|4167|MH|RtM via: Cercosporella|TI|MM|2207^13^0;497^13^0
43232955|*Drug Tolerance|C0013220|3261|MH|RtM via: Drug Tolerance|TI|MM|2644^9^0;2501^9^0;1984^9^0
43232956|Humans|C0086418|86117|CT|CT Text Lookup: man|TI|MM;RC|2153^3^0
43232956|Male|C0086582|86117|CT|CT Text Lookup: man|TI|MM;RC|2153^3^0
43232956|*Hexachlorocyclohexane|C0005038|85117|MH|RtM via: Lindane;Forced Leaf Node Lookup:lindane;checkForceMH Boosted|TI|MM|4725^7^0;1411^6^0
43232956|*Fungicides, Industrial|C0392419|63643|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|5881^10^0;5641^10^0;5305^10^0;5027^10^0;4437^10^0;4043^10^0
43232956|*Insecticides|C0021576|62380|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|5851^12^0;5671^12^0;5288^12^0;4593^12^0;4092^12^0
43232956|*Pesticides|C0031253|58547|MH|RtM via: Pesticides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pesticides|TI|MM|6340^10^0;5111^9^0;5068^10^0;3868^10^0;3208^10^0
43232956|*Vitis|C0949819|51441|MH|RtM via: Grapes (Dietary);Forced Leaf Node Lookup:grapes;checkForceMH Boosted|TI|MM|5696^5^0;5346^6^0
43232956|*Edible Grain|C4042883|45403|MH|RtM via: Cereals;Forced Leaf Node Lookup:cereals;checkForceMH Boosted|TI|MM|5405^7^0
43232956|*Beta vulgaris|C0330391|41362|MH|RtM via: Beta vulgaris;Forced Leaf Node Lookup:beet;checkForceMH Boosted|TI|MM|5417^10^0;5423^4^0
43232956|*Herbicides|C0019236|40772|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|5822^10^0;5382^9^0;4966^10^0
43232956|*Trees|C0040811|37177|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|4947^5^0
43232956|*Copper|C0009968|35935|MH|RtM via: Copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|4476^6^0;1122^6^0
43232956|*Ficus|C0969754|34519|MH|RtM via: Figs - dietary;Forced Leaf Node Lookup:figs;checkForceMH Boosted|TI|MM|4408^4^0
43232956|*Fruit|C0016767|31571|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|5706^5^0;5357^5^0;4941^5^0
43232956|*DDT|C0011041|30712|MH|Forced Leaf Node Lookup:ddt;checkForceMH Boosted|TI|MM|1422^3^0;4737^3^0
43232956|*Mercury|C0025424|23741|MH|RtM via: Mercury;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mercury|TI|MM|4029^7^0
43232956|*Hydrocarbons, Chlorinated|C0020247|35733|MH|RtM via: Hydrocarbons, Chlorinated;Forced Non-Leaf Node Lookup:chlorinated hydrocarbons|TI|MM|4692^24^0
43232956|*Crops, Agricultural|C0242775|23856|MH|RtM via: Agricultural Crops|TI|MM|5531^5^0;5363^5^0;5254^5^0
43232956|*Vegetables|C0042440|18603|MH|RtM via: Sugar beet (substance)|TI|MM|5417^10^0
43232956|*Sulfur|C0038774|6570|MH|RtM via: Sulfur;Forced Non-Leaf Node Lookup:sulphur|TI|MM|4487^7^0
43232957|*Weed Control|C2936495|76802|MH|RtM via: Weed Control;Forced Leaf Node Lookup:weed control|TI|MM|1697^12^0
43232957|*Hordeum|C0004755|26815|MH|RtM via: Hordeum;RtM via: Hordeum vulgare;RtM via: Barley (Dietary);Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|2892^6^0;1622^6^0
43232957|*Germination|C0242735|17360|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|2666^11^0
43232957|*Herbicides|C0019236|16445|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|2812^10^0;2267^10^0;2048^9^0;1752^9^0;1530^10^0
43232957|*Auxin|C0004409|10121|ET|Entry Term Replacement for "Indoleacetic Acids";RtM via: Auxins;checkForceMH Boosted|TI|MM|2806^5^0;1524^5^0
43232957|CCL13 protein, human|C0390071|9175|NM|RtM via: Monocyte Chemoattractant Protein 4|TI|MM|1412^1^1;1420^3^1;71^1^1;79^3^1
43232957|*Monocyte Chemoattractant Proteins|C0282566|9174|HM|RtM via: Monocyte Chemoattractant Protein 4|TI|MM|1412^1^1;1420^3^1;71^1^1;79^3^1
43232957|*Food Hypersensitivity|C0016470|6111|MH|RtM via: Barley Malt Syrup;RtM via: barley extract|TI|MM|2711^12^0;2892^6^0;1622^6^0
43232957|*Biological Phenomena|C0005520|2610|MH|RtM via: Tissue Growth|TI|MM|2951^6^0
43232957|*Genotype|C0017431|693|MH|RtM via: Genotype;Forced Non-Leaf Node Lookup:genotypes|TI|MM|2511^8^0
43232957|Plant Extracts|C0032081|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM;RC|2716^7^0
43232957|2,4-Dichlorophenoxyacetic Acid|C0000220|1000|MH|Forced Non-Leaf Node Lookup:2,4-d||MM|69^5^0;1410^5^0;1542^5^0;2824^5^0
43233227|Female|C0086287|115924|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|2991^7^0
43233227|Animals|C0003062|115924|CT|Pupa;CT Treecode Lookup: B05.500 (Pupa);Pupa;CT Treecode Lookup: G07.345.500.550.500 (Pupa);Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle);Larva;CT Treecode Lookup: B05.500 (Larva);Larva;CT Treecode Lookup: G07.345.500.550.500 (Larva)||MM;RC
43233227|*Pupa|C0034120|114924|MH|RtM via: Pupa;Forced Leaf Node Lookup:pupae;checkForceMH Boosted|TI|MM|3012^5^0
43233227|*Beetle|C0009276|48240|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;RtM via: Leptinotarsa decemlineata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|2637^6^0;1988^6^0;1996^25^0;146^25^0
43233227|*Larva|C0023047|46833|MH|RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larva|TI|MM|2116^6^0;2047^5^0
43233227|*Potato|C0032846|34338|ET|Entry Term Replacement for "Solanum tuberosum";RtM via: Potato;RtM via: Solanum tuberosum;checkForceMH Boosted|TI|MM|2630^6^0;1981^6^0
43233227|*Hunger|C0020175|18489|MH|RtM via: Hunger;Forced Leaf Node Lookup:hunger|TI|MM|2402^6^0;702^6^0
43233227|*Temperature|C0039476|13281|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2479^11^0
43233227|*Oviposition|C0029957|16356|MH|RtM via: Oviposition|TI|MM|2980^10^0
43233227|*Meal|C1998602|8292|ET|Entry Term Replacement for "Meals";RtM via: Meal (occasion for eating)|TI|MM|2864^4^0
43233227|*Eating|C0013470|3846|MH|RtM via: Sucking|TI|MM|2697^7^0;2543^6^0
43233227|Europe|C0015176|1122|MH|RtM via: Europe|TI|MM|1914^6^0
43233227|Colorado|C0009399|12|MH|RtM via: Colorado|TI|MM|1972^8^0
43233228|Animals|C0003062|60495|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae)||MM;RC
43233228|lime|C0064990|59495|NM|RtM via: Calcium oxide;Forced SCR Leaf Node Lookup:lime|TI|MM|328^4^0
43233228|*Salix|C0995181|55963|MH|RtM via: Willow;Forced Leaf Node Lookup:willows;checkForceMH Boosted|TI|MM;RC|291^6^0
43233228|*Trees|C0040811|38037|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|333^4^0;220^4^0;90^5^0
43233228|*Malus|C0003625|34591|MH|RtM via: Malus domestica;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM;RC|84^11^0
43233228|*Larvae|C0023047|17453|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|339^6^0;153^6^0
43233228|*Quercus|C0330302|13702|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|286^3^0
43233228|*Calcium Compounds|C0206106|59494|HM|RtM via: Calcium oxide|TI|MM|328^4^0
43233228|*Oxides|C0030015|37819|HM|RtM via: Calcium oxide|TI|MM|328^4^0
43233228|*Plant Leaves|C0242724|11259|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|63^6^0
43233228|*Phoeniceae|C1095761|8406|MH|RtM via: Date Fruit|TI|MM|440^5^0
43233229|*Phlorhizin|C0031562|44087|MH|RtM via: Phlorhizin;Forced Leaf Node Lookup:phlorizin;checkForceMH Boosted|TI|MM|4139^9^0;3866^9^0;3656^9^0;3452^9^0;3295^9^0;3135^9^0;3064^9^0;2867^9^0;2684^9^0;2553^9^0;2270^9^0;1371^10^0;387^10^0;2760^9^0;4273^9^0
43233229|*Malus|C0003625|42680|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|4182^5^0;4087^5^0;3918^5^0;3572^5^0;3416^5^0;2892^5^0;2795^5^0;2291^5^0;2382^5^0;3705^5^0;4359^5^0
43233229|*Seedlings|C0242437|24758|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|4188^9^0;3924^9^0;3578^9^0;3422^9^0;2898^9^0;2801^9^0;2297^9^0;3711^9^0;4365^9^0
43233229|*Soil|C0037592|21559|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|4296^4^0
43233229|*Sand|C4759711|15836|MH|RtM via: Sand;Forced New Lookup:sand;checkForceMH Boosted|TI|MM|3377^4^0;2445^4^0
43233229|*Water|C0043047|14185|MH|RtM via: Water;checkForceMH Boosted|TI|MM|3533^5^0;2814^5^0;2435^5^0
43233229|*Plant Roots|C0242726|10416|MH|RtM via: Plant Roots|TI|MM|3891^5^0;3469^5^0;2709^5^0
43233229|*Plant Leaves|C0242724|9765|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|3908^6^0;3562^6^0;2785^6^0;3695^6^0
43233229|*Nutrients|C0678695|8406|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|4227^9^0;3822^8^0;3600^8^0;3000^9^0;2475^8^0;2252^9^0;3738^8^0
43233229|*Publications|C0034036|2076|MH|RtM via: Publications|TI|MM|4066^10^0
43233229|Minerals|C0026162|1000|MH|Forced Non-Leaf Node Lookup:minerals||MM|2244^7^0
43233229|Zinc|C0043481|1000|MH|Forced Non-Leaf Node Lookup:zn||MM|733^2^0;2934^2^0
43233341|Humans|C0086418|71423|CT|Nurseries, Infant;CT Treecode Lookup: N02.421.143 (Nurseries, Infant)||MM;RC
43233341|Animals|C0003062|71423|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
43233341|Infant|C0021270|71423|CT|Nurseries, Infant;CT Treecode Lookup: J03.160.500 (Nurseries, Infant);Nurseries, Infant;CT Treecode CT Treecode Lookup: B01.050.500.714 (Parasites); Forced Age Group: bark of the one-year-old||MM|2054^24^0
43233341|*Juniperus|C0330152|70423|MH|RtM via: Juniperus;RtM via: Juniperus communis;Forced Leaf Node Lookup:juniperus;checkForceMH Boosted|TI|MM|1790^9^0;1179^9^0;735^9^0;70^9^0
43233341|*Trees|C0040811|24484|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1227^4^0
43233341|*Spores, Fungal|C0038029|19204|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|1628^7^0
43233341|*Parasites|C0030498|13441|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1765^8^0
43233341|*Temperature|C0039476|10040|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1564^12^0
43233341|*Germination|C0242735|9101|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1686^11^0;1636^9^0
43233341|*Sugar|C0242209|8249|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: RAW SUGAR;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|1728^5^0;1493^5^0
43233341|*Nurseries, Infant|C5197923|5336|MH|Forced Leaf Node Lookup:nurseries|TI|MM|1232^9^0
43233341|*Plant Bark|C0949119|5336|MH|Forced Leaf Node Lookup:bark|TI|MM|2054^4^0
43233341|*Seasons|C0036497|5841|MH|RtM via: spring (season);RtM via: Autumn;RtM via: Summer|TI|MM|2182^6^0;1297^6^0;2013^6^0;2006^6^0
43233341|*Mycelium|C0949695|5808|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM|1651^8^0
43233341|*Fungus|C0016832|4305|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|1512^6^0
43233341|*Nutrient|C0678695|3540|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1455^8^0
43233341|*Molar|C0026367|1266|MH|RtM via: Molar tooth;Forced Non-Leaf Node Lookup:molars|TI|MM;RC|1722^5^0
43233341|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|1976^9^0
43233341|Hydrogen-Ion Concentration|C0020283|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|501^2^0;1604^2^0
43233342|*Tobacco Mosaic Virus|C0040333|211379|MH|RtM via: Tobacco Mosaic Virus;Forced Leaf Node Lookup:tobacco mosaic virus;checkForceMH Boosted|TI|MM|1936^20^0;1773^20^0;1986^20^0
43233342|*Lycopersicon esculentum|C1140676|205314|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomatoes;checkForceMH Boosted|TI|MM|1720^6^0;1270^8^0
43233342|*Tobacco|C0086707|202589|MH|RtM via: Nicotiana;RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|1842^7^0
43233342|*Cucumovirus|C0206272|181556|MH|RtM via: Cucumber mosaic virus;Forced Leaf Node Lookup:cucumber mosaic virus;checkForceMH Boosted|TI|MM|1799^21^0
43233342|*Potato virus X|C0520502|174685|ET|Entry Term Replacement for "Potexvirus";RtM via: Potato virus X;checkForceMH Boosted|TI|MM|2015^14^0
43233342|*Solanum tuberosum|C1145678|116927|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM|1865^6^0;2015^6^0
43233342|*Motivation|C0026605|31438|MH|Forced Leaf Node Lookup:expectations|TI|MM|2079^11^0
43233342|*Virus Diseases|C0042769|4170|MH|RtM via: Virus Diseases|TI|MM|1520^14^0
43233342|*DNA Viruses|C0012923|1602|MH|RtM via: AS virus|TI|MM|1627^5^0;741^5^0;582^5^0
43233342|*Weather|C0043085|1350|MH|RtM via: Weather;Forced Non-Leaf Node Lookup:weather|TI|MM|2349^7^0
43233342|Germany, West|C0017482|918|MH|RtM via: Germany, West|TI|MM|1282^12^0
43233342|Germany|C0017480|1000|MH|Forced Non-Leaf Node Lookup:germany||MM;RC|1287^7^0
43233343|*Malus|C0003625|18335|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|1936^5^0
43233343|*Fungicides, Industrial|C0392419|11699|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|2495^10^0
43233343|Belgium|C0004950|9598|MH|RtM via: Belgium;Forced Leaf Node Lookup:belgium|TI|MM|2033^7^0
43233343|Netherlands|C0027778|9598|MH|RtM via: Netherlands;Forced Leaf Node Lookup:holland|TI|MM|2015^7^0;242^7^0
43233343|Switzerland|C0039021|9598|MH|RtM via: Switzerland;Forced Leaf Node Lookup:switzerland|TI|MM|1979^11^0
43233343|Germany|C0017480|16824|MH|RtM via: Germany;Forced Non-Leaf Node Lookup:germany|TI|MM;RC|2024^7^0
43233343|*Food Hypersensitivity|C0016470|1959|MH|RtM via: Apple extract|TI|MM|1936^5^0
43233343|*Color|C0009393|276|MH|RtM via: Yellow color|TI|MM|1929^6^0
43233343|*Laboratory|C0022877|237|ET|Entry Term Replacement for "Laboratories";RtM via: Laboratory|TI|MM|2377^10^0
