41971826|Animals|D000818|2410|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41972391|*Berberis|D028142|3355365|MH|RtM via: Berberis trifoliolata;RtM via: Berberis (plant);Forced Leaf Node Lookup:berberis;checkForceMH Boosted|TI|MM|1394^21^0;3246^8^0
41972391|*Mimosa|D031298|3354717|MH|RtM via: Mimosa;Forced Leaf Node Lookup:mimosas;checkForceMH Boosted|TI|MM|3131^6^0;1282^6^0
41972391|*Quercus|D029963|3353844|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|2309^3^0
41972391|*Asteraceae|D019659|1688856|MH|RtM via: Asteraceae;RtM via: Chrysactinia mexicana;RtM via: Dyssodia papposa;RtM via: Gymnosperma glutinosum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|2846^10^0;969^10^0;3165^21^0;1316^21^0;3322^16^0;1471^16^0;3203^22^0;1354^22^0
41972391|*Poaceae|D006109|1686540|MH|RtM via: Bouteloua curtipendula;RtM via: Muhlenbergia setifolia;RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|3364^22^0;1513^22^0;3340^22^0;1489^22^0;2871^7^0;995^7^0
41972391|*Fabaceae|D007887|1681665|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|2885^8^0;1009^8^0
41972391|*Altitude|D000531|1679340|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|3514^8^0
41972391|*Urbanization|D014507|1678287|MH|RtM via: Urbanization;Forced Leaf Node Lookup:urbanizations|TI|MM|3689^12^0
41972391|*Lamiaceae|D019686|1678254|MH|RtM via: Lamiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lamiaceae|TI|MM|2900^9^0;1024^9^0
41972391|*Cactaceae|D029421|1677729|MH|RtM via: Cactaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cactaceae|TI|MM|2918^9^0;1040^9^0
41972391|*Temperature|D013696|1677345|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|3650^11^0
41972391|*Rosaceae|D027824|3345|MH|RtM via: Malacomeles denticulata;RtM via: Lindleya mespiloides;RtM via: Purshia|TI|MM|3018^23^0;1156^23^0;3061^20^0;1197^20^0;2986^7^0;1124^7^0
41972391|*Ericales|D020448|3240|MH|RtM via: Loeselia coerulea|TI|MM|3403^17^0;1550^17^0
41972391|*Fires|D005390|2676|MH|RtM via: Fire - disasters|TI|MM|3706^5^0
41972391|*Liver|D008099|2478|MH|RtM via: Liver Acinus Zone 2|TI|MM;RC|2260^15^0;2086^15^0
41972391|*Forest|D065928|1500|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|2313^6^0
41972391|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|964^3^0;1119^3^0;1466^3^0;1930^3^0
41971981|Animals|D000818|3189|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
41971981|Malaysia|D008296|2189|MH|RtM via: Sarawak;RtM via: Sabah;Forced Leaf Node Lookup:sarawak;Forced Leaf Node Lookup:sabah|TI|MM|975^7^0;360^7^0;1171^5^0;1069^5^0;561^5^0;454^5^0
41971981|Indonesia|D007214|1831|MH|RtM via: Flores;RtM via: Sulawesi;Forced Leaf Node Lookup:sulawesi|TI|MM|1115^6^0;502^6^0;1017^8^0;402^8^0
41971981|*Lobelia|D029746|1469|MH|RtM via: Lobelia;Forced Leaf Node Lookup:lobelia;checkForceMH Boosted|TI|MM|634^7^0;21^7^0
41971981|*Fruit|D005638|1294|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|230^5^0
41971981|*Trichomes|D064201|637|MH|RtM via: Trichomes;Forced Leaf Node Lookup:trichomes|TI|MM|184^9^0
41971981|RNA, Ribosomal, 16S|D012336|957|MH|||RC
41971981|*Seeds|D012639|681|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|252^5^0
41971981|*Gastropoda|D049851|549|MH|RtM via: Corolla (genus)|TI|MM|156^7^0
41972146|Animals|D000818|1123|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
41972146|*Zigadenus|D031449|101|MH|RtM via: Zigadenus elegans;Forced Leaf Node Lookup:zigadenus;checkForceMH Boosted|TI|MM|209^16^0;288^9^1;313^7^1;58^16^0;143^17^0;122^9^0;303^9^0
41972146|*Environment|D004777|123|MH|RtM via: Para (geographic area)|TI|MM|204^4^0
41972146|*Gastropoda|D049851|96|MH|RtM via: Glaucus|TI|MM|231^7^0;80^7^0
41971430|Humans|D006801|1501|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
41971430|Male|D008297|1501|CT|CT Text Lookup: he|TI|MM;RC|159^2^0
41971430|*Names|D009275|501|MH|RtM via: Name;RtM via: Person Name|TI|MM|308^5^0;114^5^0
41971430|*Ethnic Groups|D005006|225|MH|RtM via: Chosen Chinese|TI|MM|407^6^0
41971430|*Publications|D011642|114|MH|RtM via: Scientific Publication|TI|MM|453^9^0
41971430|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|553^3^0
41971430|England|D004739|3|MH|RtM via: England|TI|MM|275^7^0
41971637|*Baccharis|D031175|109|MH|RtM via: Baccharis riograndensis;Forced Leaf Node Lookup:baccharis;checkForceMH Boosted|TI|MM|881^23^0;318^23^0;526^9^0;21^9^0
41971637|Brazil|D001938|59|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|599^6^0;98^6^0
41971637|*Spectrum Analysis|D013057|18|MH|RtM via: Diffuse Optical Imaging|TI|MM|632^4^0
41971553|*Vicia|D031306|372|MH|RtM via: Vicia lathyroides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:vicias|TI|MM|223^17^0;21^17^0
41971553|Texas|D013781|114|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|217^5^0;86^5^0
41971553|*Environment|D004777|186|MH|RtM via: Para (geographic area)|TI|MM|212^4^0
41971553|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|320^3^0
41972145|*Tephrosia|D031304|1048|MH|RtM via: Tephrosia chrysophylla;Forced Leaf Node Lookup:tephrosias;checkForceMH Boosted|TI|MM|447^22^0;145^22^0;311^9^0;21^9^0
41972145|Florida|D005431|164|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|475^7^0;175^7^0
41972145|*Fabaceae|D007887|480|MH|RtM via: Cracca|TI|MM|569^6^0;260^6^0
41972145|*Environment|D004777|333|MH|RtM via: Para (geographic area)|TI|MM|398^4^0
41972145|*Name|D009275|285|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|101^4^0
41972104|Animals|D000818|1863|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild)||MM;RC
41972104|*Animals, Wild|D000835|863|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|79^8^0
41972104|*Indican|D007200|677|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|913^7^0
41972104|Mexico|D008800|608|MH|RtM via: Baja California;Forced Lookup:baja california;Forced Leaf Node Lookup:baja california|TI|MM;RC|864^10^1;877^4^1;264^15^0
41972104|Arizona|D001130|601|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM|1098^7^0;1006^7^0;994^7^0;697^7^0;473^7^0;391^7^0;355^7^0;109^7^0
41972104|*Salvia|D027544|472|MH|RtM via: Salvia vaseyi;checkForceMH Boosted;Forced Non-Leaf Node Lookup:salvias|TI|MM|753^13^0;374^13^0;165^13^0;1076^7^0;463^6^0
41972104|*Geography|D005843|681|MH|RtM via: Geography|TI|MM|570^12^0
41972104|*Environment|D004777|561|MH|RtM via: Sonora (geographic area)|TI|MM|833^6^0
41972104|*Geraniaceae|D031314|486|MH|RtM via: California (plant)|TI|MM|249^10^0
41972104|California|D002140|300|MH|RtM via: California|TI|MM|249^10^0
41972007|*Veratrum|D014703|8269|MH|RtM via: Veratrum latifolium;Forced Leaf Node Lookup:veratrum;checkForceMH Boosted|TI|MM|694^19^0;293^19^0;817^8^0;658^10^0;503^10^0;375^10^0;400^8^0;255^10^0;107^10^0
41972007|*Liliaceae|D019668|4871|MH|RtM via: Liliaceae;RtM via: Amianthium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liliaceae|TI|MM|515^9^0;119^9^0;622^10^0;219^10^0
41972007|*Zigadenus|D031449|3670|MH|RtM via: Zigadenus;Forced Leaf Node Lookup:zigadenus;checkForceMH Boosted|TI|MM|683^9^0;282^9^0
41972007|*Melanthiaceae|D000070556|9699|MH|RtM via: Chamaelirium;RtM via: Helonias;RtM via: Amianthium|TI|MM|634^12^0;231^12^0;648^8^0;245^8^0;622^10^0;219^10^0
41972007|*Veratrum Alkaloids|D014704|1392|MH|RtM via: Veratrum Alkaloids|TI|MM|817^8^0;400^8^0
41972007|*Names|D009275|141|MH|RtM via: Name;RtM via: Person Name|TI|MM|338^4^0;135^5^0;84^5^0
24621058|*Poaceae|D006109|30098|MH|RtM via: Arthrostylidiinae;RtM via: Bambuseae;RtM via: Bambusoideae;RtM via: Poaceae;RtM via: Aulonemia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:poaceae|TI|MM|946^17^0;82^17^0;935^9^0;71^9^0;921^12^0;57^12^0;912^7^0;48^7^0;1741^9^0;1529^9^0;973^9^0;859^9^0;649^9^0;126^9^0
24621058|*Electrons|D004583|24944|MH|RtM via: Electrons;Forced Leaf Node Lookup:electrons|TI|MM|697^8^0
24621058|Peru|D010568|24707|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM|120^4^0
24621058|Brain-Derived Neurotrophic Factor|D019208|64314|MH|||RC
24621058|Hippocampus|D006624|58173|MH|||RC
24621058|*Epidermis|D004817|1371|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|1636^9^0;767^9^0
24621058|*Plant Leaves|D018515|1251|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|756^4^0;240^4^0;397^4^0
41972356|*Artemisia|D019306|1201|MH|RtM via: Artemisia lindleyana;checkForceMH Boosted;Forced Non-Leaf Node Lookup:artemisias|TI|MM|1013^20^0;253^20^0
41972356|*Aster Plant|D031173|765|MH|RtM via: Aster Plant|TI|MM|1369^5^0;658^5^0;600^6^0
41972356|*Environment|D004777|174|MH|RtM via: Para (geographic area)|TI|MM|1439^4^0
41972356|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1187^3^0
41972437|Humans|D006801|3585|CT|Continental Population Groups;CT Treecode Lookup: M01.686 (Continental Population Groups)||MM;RC
41972437|United States|D014481|3585|CT|Forced Leaf Node Lookup:american|TI|MM|742^8^0
41972437|*Cuscuta|D034182|2585|MH|RtM via: Cuscuta;RtM via: Cuscuta subgen. Grammica;Forced Leaf Node Lookup:cuscutas;Forced Leaf Node Lookup:dodders;checkForceMH Boosted|TI|MM|1443^7^0;1323^7^0;383^7^0;366^7^0;205^7^0;214^6^0;1408^8^0;287^8^0
41972437|*Convolvulaceae|D027722|1088|MH|RtM via: Convolvulaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:convolvulaceae|TI|MM|1239^14^0;109^14^0
41972437|Mexico|D008800|939|MH|RtM via: Mexico;RtM via: Baja California;Forced Lookup:baja california;Forced Leaf Node Lookup:baja california;Forced Leaf Node Lookup:mexico|TI|MM;RC|455^6^0;158^6^0;1657^15^0;523^15^0
41972437|*Medicago sativa|D000455|730|MH|RtM via: Alfalfa;Forced Leaf Node Lookup:alfalfa;checkForceMH Boosted|TI|MM|2048^7^0;931^7^0
41972437|*Host Specificity|D058507|701|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|1074^10^0
41972437|Arizona|D001130|614|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM|1675^7^0;553^7^0
41972437|New Mexico|D009516|614|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|618^10^0
41972437|*Biological Phenomena|D001686|528|MH|RtM via: Tissue Growth|TI|MM|759^7^0
41972437|*Environment|D004777|459|MH|RtM via: geographical area;RtM via: Sonora (geographic area)|TI|MM|775^17^0;2018^6^0;1803^6^0;1268^6^0;906^6^0;679^6^0;150^6^0
41972437|*Agriculture|D000383|267|MH|RtM via: Agriculture|TI|MM|851^12^0
41972437|*Continental Population Groups|D044469|147|MH|RtM via: North American (race)|TI|MM|736^14^0
41972437|Seeds|D012639|1000|MH|Forced Non-Leaf Node Lookup:seeds||MM|939^5^0
41972437|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1960^3^0
41972291|Animals|D000818|9661|CT|Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae);Insect;CT Treecode Lookup: B01.050.500.131 (Insect);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41972291|*Amber|D018647|8661|MH|RtM via: amber;Forced Leaf Node Lookup:amber;checkForceMH Boosted|TI|MM|264^5^0;34^5^0
41972291|*Herbivory|D060434|2715|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM|963^9^0
41972291|*Ursidae|D001503|2172|MH|RtM via: Ursidae Family;Forced Leaf Node Lookup:bears;checkForceMH Boosted|TI|MM|593^5^0
41972291|*Fossils|D005580|1464|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM|982^7^0
41972291|*Meliaceae|D029582|1032|MH|RtM via: Meliaceae;RtM via: Trichilia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:trichilias|TI|MM|1504^9^0;330^9^0;2357^9^0;1475^9^0;1116^9^0;298^9^0;1140^9^0;2379^9^0
41972291|*Insect|D007313|1878|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|956^6^0;809^6^0
41972291|*Nyctaginaceae|D039281|1119|MH|RtM via: Caribea|TI|MM|1198^7^0
41972291|*Coleoptera|D001517|996|MH|RtM via: Queda|TI|MM|2054^5^0
41972291|*Flowers|D035264|756|MH|RtM via: Pistil;RtM via: Flowers;RtM via: Plant Calyx;Forced Non-Leaf Node Lookup:flowers|TI|MM|694^6^0;669^6^0;389^7^0;270^7^0;92^7^0;1006^5^0;479^5^0;747^6^0
41972291|*Forests|D065928|399|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|170^7^0
24621109|Humans|D006801|112093300|CT|Forced Humans: families|TI|MM;RC
24621109|origen|C009784|9273411|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|1128^6^0
24621109|*Seasons|D012621|4638040|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|550^6^0
24621109|*Checklist|D057189|4637734|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|500^9^0;49^9^0
24621109|*Longevity|D008136|4636990|MH|RtM via: Longevity;Forced Leaf Node Lookup:longevity|TI|MM|536^9^0
24621109|Texas|D013781|4636708|MH|RtM via: Tyler County, TX;RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|201^12^0;838^5^0;751^5^0;164^5^0
24621109|*Azocines|D001392|9273410|HM|RtM via: origen|TI|MM|1128^6^0
24621109|Formoterol Fumarate|D000068759|651121|MH|||RC
24621109|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|992^3^0;1059^3^0
41971737|Brazil|D001938|2486|MH|RtM via: Minas Gerais;RtM via: Brazil;RtM via: Bahia (organism);Forced Leaf Node Lookup:brazil;Forced Leaf Node Lookup:bahia|TI|MM;RC|994^12^0;75^12^0;1238^6^0;1008^6^0;340^6^0;89^6^0;1230^5^0;333^5^0
41971737|*Trichomes|D064201|1867|MH|RtM via: Trichomes;Forced Leaf Node Lookup:trichomes|TI|MM|692^9^0
41971737|*Hyalin|D006818|640|MH|RtM via: Hyalin;Forced Leaf Node Lookup:hyaline|TI|MM|621^7^0
41971737|*Rhizome|D027343|475|MH|RtM via: Rhizome;Forced Leaf Node Lookup:rhizomes|TI|MM|877^7^0
41971737|Madagascar|D008270|319|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|1277^10^0;381^10^0
41971737|Plant Vascular Bundle|D058526|0|MH|Plants Found: vascular bundle||MM
41971737|*Infertility|D007246|939|MH|RtM via: Infertility|TI|MM|594^7^0
41971737|*Fertility|D005298|696|MH|RtM via: Fertility|TI|MM|433^7^0
41971737|*Pteridaceae|D029625|435|MH|RtM via: Doryopteris|TI|MM|1391^11^0;1147^11^0;1066^11^0;935^11^0;535^11^0;252^11^0;162^11^0;21^11^0
41971737|pelo protein, human|C550527|355|NM|RtM via: pelota protein, human|TI|MM|1678^4^0
41971737|*Endonucleases|D004720|354|HM|RtM via: pelota protein, human|TI|MM|1678^4^0
41971737|*Nuclear Proteins|D009687|84|HM|RtM via: pelota protein, human|TI|MM|1678^4^0
41971737|*Plant Leaves|D018515|87|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|602^6^0
41971970|*Annonaceae|D029061|493|MH|RtM via: Annonaceae;RtM via: Miliusa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:annonaceae|TI|MM|246^10^0;64^10^0;292^7^0;220^7^0;103^7^0;38^7^0
41971970|*Diagnostic Tests, Routine|D003955|375|MH|RtM via: Granzyme B Measurement|TI|MM|286^4^0;97^4^0
41971970|India|D007194|222|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM|324^5^0;167^5^0
41971970|GZMB protein, human|C509213|130|NM|RtM via: GZMB protein, human|TI|MM|286^4^0;97^4^0
41971970|*Granzymes|D053804|129|HM|RtM via: GZMB protein, human|TI|MM|286^4^0;97^4^0
41972295|Humans|D006801|6265|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
41972295|Trinidad and Tobago|D014300|4621|MH|RtM via: Tobago;RtM via: Trinidad;Forced Leaf Node Lookup:trinidad;Forced Leaf Node Lookup:tobago|TI|MM|752^6^0;150^6^0;957^8^0;742^8^0;385^8^0;140^8^0
41972295|Aruba|D000073076|3719|MH|RtM via: Aruba;Forced Leaf Node Lookup:aruba|TI|MM|777^5^0;179^5^0
41972295|*Islands|D062312|1985|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|406^7^0;170^7^0
41972295|*Apocynaceae|D029062|1661|MH|RtM via: Apocynaceae;RtM via: Asclepiadoideae;RtM via: Matelea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apocynaceae|TI|MM|709^11^0;105^11^0;722^15^0;118^15^0;695^7^0;91^7^0
41972295|Caribbean|D017691|5265|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region;RtM via: Greater Antilles;RtM via: Lesser Antilles;Forced Non-Leaf Node Lookup:caribbean|TI|MM|372^9^0;554^16^0;474^15^0
41972295|*Ethnic Groups|D005006|954|MH|RtM via: Caribbean natives|TI|MM|372^9^0
41972295|*Goals|D006040|519|MH|RtM via: Clinical Trial Objective|TI|MM|25^9^0
41972295|Panama|D010176|3|MH|RtM via: Panama|TI|MM|590^6^0
41971969|Brazil|D001938|2705|MH|RtM via: Amazonas;RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|310^8^0;329^6^0
41971969|French Guiana|D005616|1343|MH|RtM via: French Guiana;Forced Leaf Node Lookup:french guiana|TI|MM|247^13^0;341^13^0
41971969|Guyana|D006172|1082|MH|RtM via: Guyana;Forced Leaf Node Lookup:guyana|TI|MM|584^6^0;369^7^0;217^6^0
41971969|Exilis|C545010|542|NM|RtM via: Exilis;Forced SCR Leaf Node Lookup:exilis|TI|MM|655^6^0;292^6^0
41971969|*Passifloraceae|D031683|242|MH|RtM via: Passifloraceae;RtM via: Dilkea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:passifloraceae|TI|MM|450^14^0;65^14^0;752^6^0;537^6^0;442^6^0;388^6^0;146^6^0;57^6^0
41971969|*Plant Preparations|D028321|541|HM|RtM via: Exilis|TI|MM|655^6^0;292^6^0
41971969|*Environment|D004777|291|MH|RtM via: Para (geographic area)|TI|MM;RC|693^4^0;323^4^0
41972201|*Trees|D014197|214|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|213^5^0
41972201|Texas|D013781|59|MH|RtM via: Starr County, TX;RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|64^12^0;286^5^0;78^5^0
41972201|*Apocynaceae|D029062|36|MH|RtM via: Cryptostegia grandiflora;Forced Non-Leaf Node Lookup:cryptostegia|TI|MM|220^24^0;21^24^0
41972528|Humans|D006801|2357|CT|Asian;CT Treecode Lookup: M01.686 (Asian)||MM;RC
41972528|Antigua and Barbuda|D000958|419|MH|RtM via: Antigua;Forced Leaf Node Lookup:antigua|TI|MM|479^7^0
41972528|Florida|D005431|419|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|915^7^0;719^7^0;616^7^0;452^7^0;257^7^0;161^7^0
41972528|*Nuns|D065831|419|MH|Forced Leaf Node Lookup:nun|TI|MM|75^3^0
41972528|Body Mass Index|D015992|1357|MH|||RC
41972528|*Asian|D044466|501|ET|Entry Term Replacement for "Asian Continental Ancestry Group";RtM via: Asians|TI|MM|221^5^0
41972528|*Forest|D065928|234|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|143^6^0
41972528|*Leukocyte Count|D007958|213|MH|RtM via: Granulocyte count|TI|MM|856^4^0;465^4^0
41972528|Asia|D001208|0|MH|RtM via: Asia|TI|MM|698^4^0
41972091|*Orobanchaceae|D031670|732|MH|RtM via: Agalinis|TI|MM;RC|204^8^0;87^8^0
41972091|*Environment|D004777|147|MH|RtM via: Para (geographic area)|TI|MM|188^4^0
41972091|*Names|D009275|141|MH|RtM via: Name;RtM via: Person Name|TI|MM|78^5^0
41972091|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|173^3^0
41972434|*Combretum|D029765|404|MH|RtM via: Combretum;Forced Leaf Node Lookup:combretums;checkForceMH Boosted|TI|MM|530^9^0;429^9^0;175^9^0;67^9^0;106^9^0;246^9^0;474^9^0;623^9^0
41972434|*Combretaceae|D029764|171|MH|RtM via: Quisqualis|TI|MM|385^10^0;21^10^0
41972382|Animals|D000818|2556|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)||MM;RC
41972382|*Commelina|D034822|1556|MH|RtM via: Commelina;Forced Leaf Node Lookup:commelinas;checkForceMH Boosted|TI|MM|392^9^0;53^9^0
41972382|*Commelinaceae|D034821|1051|MH|RtM via: Commelinaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:commelinaceae|TI|MM|377^13^0;38^13^0
41972382|*Capsules|D002214|880|MH|RtM via: capsule (pharmacologic);Forced Leaf Node Lookup:capsules|TI|MM|281^8^0
41972382|*Lepidoptera|D007915|1209|MH|RtM via: Kerala (insect)|TI|MM|418^6^0;94^6^0
41972382|*Ointments|D009824|1068|MH|RtM via: Cream|TI|MM;RC|229^5^0
41972382|*Seeds|D012639|900|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|337^5^0
41972382|*Plant Leaves|D018515|627|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|193^4^0
41972382|*Purpura|D011693|177|MH|RtM via: Purpura;Forced Non-Leaf Node Lookup:purpuras|TI|MM|584^7^0
41972382|India|D007194|495|MH|RtM via: India|TI|MM|426^5^0;102^5^0
41971689|*Fagus|D029964|313|MH|RtM via: Beech;Forced Leaf Node Lookup:beechs;checkForceMH Boosted|TI|MM|388^5^0;116^5^0
41971689|*Checklist|D057189|284|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|45^9^0
41971689|Texas|D013781|143|MH|RtM via: Tyler County, TX;RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|432^12^0;165^12^0;457^5^0;192^5^0
41971689|*Preservation, Biological|D011309|144|MH|RtM via: Biologic Preservation|TI|MM|422^8^0;155^8^0
41971689|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|499^3^0;527^3^0
41972317|*Pyrularia|D032122|3506|MH|RtM via: Pyrularia;Forced Leaf Node Lookup:pyrularias;checkForceMH Boosted|TI|MM|1842^9^0;473^9^0;658^9^0;713^9^0;2097^9^0;2152^9^0
41972317|*Proto-Oncogene Proteins c-fos|D016760|3203|MH|RtM via: Antigens, Fos-Related;Forced Leaf Node Lookup:fras;checkForceMH Boosted|TI|MM|2822^4^0
41972317|*Seasons|D012621|3064|MH|RtM via: Seasons;RtM via: Winter;Forced Leaf Node Lookup:seasons|TI|MM|1344^6^0;1337^6^0
41972317|*Wood|D014934|2368|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1161^4^0;321^4^0
41972317|*Water|D014867|2263|MH|RtM via: water;checkForceMH Boosted|TI|MM|2840^4^0;1324^5^0
41972317|*Santalaceae|D029630|2224|MH|RtM via: Santalaceae;RtM via: Myoschilos oblongum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:santalaceae|TI|MM|2573^11^0;1505^11^0;1080^11^0;162^11^0;2778^19^0;2541^19^0;1853^19^0;1259^19^0;1049^19^0;484^19^0
41972317|*Seeds|D012639|10680|MH|RtM via: Amphorogynaceae;RtM via: Mida salicifolia;RtM via: Nanodeaceae;RtM via: Okoubaka aubrevillei;RtM via: Pilgerina madagascariensis;RtM via: Jodina rhombifolia;RtM via: Cervantesiaceae;RtM via: Acanthosyris;RtM via: Cervantesia tomentosa;RtM via: Scleropyrum;RtM via: Thesiaceae|TI|MM|1458^15^0;115^15^0;1877^16^0;508^16^0;1492^11^0;149^11^0;2163^20^0;724^20^0;2199^26^0;762^26^0;2077^18^0;453^18^0;2386^15^0;1475^15^0;893^15^0;132^15^0;2040^12^0;602^12^0;2054^21^0;616^21^0;2462^11^0;2109^11^0;972^11^0;672^11^0;1520^10^0;179^10^0;1822^6^0
41972317|*Dietary Fiber|D004043|6234|MH|RtM via: Dietary Fiber|TI|MM|686^5^0
41972317|*Xylem|D052584|2490|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM|69^5^0
41972317|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2626^3^0
41972461|Humans|D006801|16080697|CT|Forced Humans: families|TI|MM;RC
41972461|*Carex Plant|D031255|1288940|MH|RtM via: Carex crawei;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|2071^12^0;774^12^0
41972461|*Eleocharis|D031256|1288421|MH|RtM via: Eleocharis bifida;Forced Leaf Node Lookup:eleocharis;checkForceMH Boosted|TI|MM|515^17^0
41972461|*Hypericum|D020902|1287326|MH|RtM via: Hypericum sphaerocarpum;Forced Leaf Node Lookup:hypericums;checkForceMH Boosted|TI|MM|1883^23^0;584^23^0
41972461|Kentucky|D007629|644122|MH|RtM via: Kentucky (geographic area);Forced Leaf Node Lookup:kentucky|TI|MM|1671^8^0;362^8^0
41972461|Tennessee|D013714|644119|MH|RtM via: Tennessee;Forced Leaf Node Lookup:tennessee|TI|MM|1645^9^0;334^9^0
