43519415|Humans|D006801|10474417|CT|Forced Humans: man|TI|MM;RC
43519249|*Electron Transport|D004579|21681|MH|RtM via: Electron Transport;Forced Leaf Node Lookup:electron transport|TI|MM;RC|484^18^0
43519249|*Carbon Dioxide|D002245|14956|MH|Forced Leaf Node Lookup:co2;checkForceMH Boosted|TI|MM;RC|458^3^0;563^3^0;724^3^0;798^3^0
43519249|*Lolium|D008129|14430|MH|RtM via: Lolium perenne;Forced Leaf Node Lookup:ryegrass;checkForceMH Boosted|TI|MM|121^18^0;131^8^0
43519249|*Temperature|D013696|13161|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|192^11^0;263^11^0;306^11^0;378^11^0
43519249|*Fluorescence|D005453|6437|MH|Forced Leaf Node Lookup:fluorescence|TI|MM;RC|79^12^0
43519249|*Photosynthesis|D010788|52710|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM;RC|1439^14^0;1140^14^0;957^14^0;1267^14^0
43519249|*Acclimation|D000064|18798|ET|Entry Term Replacement for "Acclimatization";RtM via: Acclimatization;RtM via: Acclimated;Forced Non-Leaf Node Lookup:acclimation|TI|MM;RC|1125^11^0;1403^10^0;1231^10^0
43519249|*Fixation, Carbon|D057486|10455|ET|Entry Term Replacement for "Carbon Cycle";RtM via: carbon fixation;Forced Non-Leaf Node Lookup:carbon fixations|TI|MM|441^15^0
43519249|*Air|D000388|3603|MH|RtM via: Air (substance)|TI|MM;RC|1742^5^0;1458^5^0;1359^5^0;1165^5^0;999^5^0;701^5^0;188^3^0
43519249|Chlorophyll|D002734|2710|MH|Forced Non-Leaf Node Lookup:chlorophyll||MM;RC|67^11^0
43519352|*Soil|D012987|15579|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|810^4^0;445^5^0;117^5^0
43519352|*Trees|D014197|15057|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|306^4^0
43519352|*Sand|D000080463|6378|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|439^5^0;111^5^0
43519352|Hungary|D006814|2718|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|82^7^0
43519352|*Groundwater|D060587|21357|MH|RtM via: Groundwater;Forced Non-Leaf Node Lookup:groundwaters|TI|MM;RC|1074^11^0;746^11^0;607^11^0;494^11^0;363^11^0;21^11^0
43519352|*Plant|D010944|6627|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|390^5^0
43519352|*Knowledge|D019359|555|MH|RtM via: Knowledge|TI|MM|350^9^0
43519231|Hungary|D006814|26|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|76^7^0
43519231|*Research|D012106|39|MH|RtM via: Study|TI|MM|90^7^0
43519231|Seasons|D012621|28|MH|||RC
43519154|*Water|D014867|2100|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|254^5^0;41^5^0;296^5^0;410^5^0
43519154|calcium magnesium carbonate|C028042|1348|NM|RtM via: dolomite;Forced SCR Leaf Node Lookup:dolomite|TI|MM|132^8^0
43519154|*Seasons|D012621|552|MH|Forced Leaf Node Lookup:seasonal|TI|MM;RC|485^8^0
43519154|*Grassland|D065948|510|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|141^9^0
43519154|*Calcium Carbonate|D002119|1347|HM|RtM via: dolomite|TI|MM|132^8^0
43519154|Plant Transpiration|D018526|1307|MH|||RC
43519154|*Water-Electrolyte Balance|D014882|1215|MH|RtM via: Fluid Balance|TI|MM;RC|296^13^0
43519154|*Magnesium|D008274|993|HM|RtM via: dolomite|TI|MM|132^8^0
43519451|*Lakes|D060106|12145|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM;RC|752^4^0;151^4^0
43519451|*Chrysophyta|D044523|8449|MH|RtM via: Chrysophyta;RtM via: Dinobryon sociale;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chrysophyta|TI|MM|102^11^0;75^17^0
43519451|*Plankton|D010933|4759|MH|RtM via: Plankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plankton|TI|MM|139^8^0
43519451|Hungary|D006814|1459|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|165^7^0
43519451|*Natural Springs|D060985|2298|MH|RtM via: Natural Springs|TI|MM|59^6^0
43519451|*Seasons|D012621|2145|MH|RtM via: spring (season)|TI|MM;RC|59^6^0
43519451|*Ecology|D004463|2130|MH|RtM via: Ecology|TI|MM|350^12^0
43519451|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|800^10^0
43519353|*Soil|D012987|26063|MH|RtM via: Soil;RtM via: Humus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:humus|TI|MM;RC|817^4^0;755^5^0;570^4^0;523^5^0;779^5^0;852^5^0
43519353|*Water Movements|D014872|16352|MH|RtM via: Water Movements;Forced Leaf Node Lookup:water movements|TI|MM;RC|547^15^0
43519353|*Sand|D000080463|7811|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|749^5^0;517^5^0;220^5^0
43519353|*Water|D014867|7469|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|836^5^0;598^5^0;204^5^0;141^5^0
43519353|*Forests|D065928|11559|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|369^6^0;319^8^0
43519353|*Physical Phenomena|D055585|2178|MH|RtM via: Physical Phenomenon or Property|TI|MM|494^19^0
43519353|*Biological Phenomena|D001686|1827|MH|RtM via: Tissue Growth|TI|MM|21^6^0
43519353|*Biophysical Phenomena|D055592|561|MH|RtM via: Infiltration|TI|MM|604^12^0
43519311|*Grassland|D065948|401|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|162^9^0
43519311|*Plant Weeds|D057685|1023|MH|RtM via: Plant Weeds|TI|MM|575^5^0
43519311|*Rotation|D012399|27|MH|RtM via: Replacement|TI|MM|535^11^0
43519501|Humans|D006801|4210|CT|Asian Continental Ancestry Group;CT Treecode Lookup: M01.686 (Asian Continental Ancestry Group)||MM;RC
43519501|Siberia|D012800|274|MH|RtM via: Siberia;Forced Leaf Node Lookup:siberia|TI|MM|124^7^0
43519501|North America|D009656|3210|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM;RC|155^13^0
43519501|Northern Europe|D005060|2643|ET|Entry Term Replacement for "Europe";RtM via: Northern Europe;Forced Non-Leaf Node Lookup:europe|TI|MM;RC|110^12^0;116^6^0
43519501|*Bryopsida|D019068|93|MH|RtM via: Rhytidiadelphus subpinnatus|TI|MM|41^27^0
43519501|*Asian Continental Ancestry Group|D044466|33|MH|RtM via: Northeastern Asian|TI|MM|133^17^0
43519466|*Data Analysis|D000078332|1152|MH|RtM via: Data Analysis;Forced Leaf Node Lookup:data analysis|TI|MM|234^13^0
43519466|Software|D012984|134|MH|||RC
43519466|*Specimen Handling|D013048|81|MH|RtM via: Sampling|TI|MM|400^8^0
43519466|*Drug Packaging|D004349|48|MH|RtM via: Drug Packaging|TI|MM|154^7^0
43519365|Animals|D000818|1069|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
43519365|*Bryopsida|D019068|69|MH|RtM via: Orthotrichum|TI|MM|484^12^0;253^12^0
43519365|*Coleoptera|D001517|48|MH|RtM via: Boros <invertebrate>|TI|MM|315^5^0
43518933|*Ecosystem|D017753|33063|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM;RC|1691^9^0
43518933|*Taiga|D066188|27585|MH|RtM via: Taiga;Forced Leaf Node Lookup:boreal forests|TI|MM;RC|1739^14^0;130^14^0
43518933|*Parks, Recreational|D000068316|14820|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM;RC|164^13^0
43518933|*Fractals|D017709|5151|MH|RtM via: Fractals;Forced Leaf Node Lookup:fractals|TI|MM|595^7^0
43518933|*Entropy|D019277|4989|MH|Forced Leaf Node Lookup:entropies|TI|MM|963^8^0;1077^8^0
43518933|*Random Allocation|D011897|4989|MH|Forced Leaf Node Lookup:randomization|TI|MM|735^13^0
43518933|*Forest|D065928|34212|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|244^6^0
43518933|*Fire|D005390|5928|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|282^4^0
43518933|*Spatial Analysis|D062206|4107|MH|RtM via: Spatial Analysis;Forced Non-Leaf Node Lookup:spatial analysis|TI|MM|1283^16^0;369^16^0
43518933|*Clustering|D016000|882|ET|Entry Term Replacement for "Cluster Analysis";RtM via: statistical cluster;Forced Non-Leaf Node Lookup:clusterings|TI|MM|583^10^0
43518933|*Drainage|D004322|15|MH|RtM via: Drainage procedure;RtM via: Drain device;Forced Non-Leaf Node Lookup:drainage|TI|MM|1531^8^0;1347^7^0;475^8^0;455^7^0
43518933|Probability|D011336|1000|MH|Forced Non-Leaf Node Lookup:probability||MM|634^11^0
43518933|Canada|D002170|321|MH|RtM via: Canada|TI|MM|179^6^0
43519089|*Soil|D012987|9233|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|535^4^0
43519089|*Water|D014867|2846|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|540^5^0
43519089|*Grassland|D065948|1671|MH|Forced Leaf Node Lookup:meadows|TI|MM;RC|190^6^0
43519089|*Plants|D010944|6336|MH|RtM via: Plants|TI|MM;RC|562^6^0
43519089|Ecosystem|D017753|1092|MH|||RC
43519224|*Seedlings|D036226|8435|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|417^9^0;321^9^0;87^9^0
43519224|*Soil|D012987|7345|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|121^4^0
43519224|*Portulaca|D031822|3461|MH|RtM via: Portulaca oleracea;Forced Leaf Node Lookup:portulaca oleraceas;checkForceMH Boosted|TI|MM|375^18^0
43519224|*Temperature|D013696|3238|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|288^11^0
43519224|Egypt|D004534|1540|MH|RtM via: Egypt;Forced Leaf Node Lookup:egypt|TI|MM;RC|200^5^0
43519224|*Plant Weeds|D057685|9975|MH|RtM via: Plant Weeds|TI|MM;RC|356^5^0
43519224|*Agriculture|D000383|7137|MH|RtM via: Agriculture|TI|MM;RC|135^12^0
43519224|*Seasons|D012621|2391|MH|RtM via: Summer|TI|MM;RC|349^6^0
43519455|*Computer Simulation|D003198|2373|MH|RtM via: Computer simulation|TI|MM;RC|59^10^0
43519455|*Health Services|D006296|525|MH|RtM via: Test Method|TI|MM|715^15^0
43519455|*Behavior Therapy|D001521|348|MH|RtM via: System Support Mapping|TI|MM|694^4^0;551^4^0;314^4^0
43519455|*Research Design|D012107|294|MH|RtM via: Test Method|TI|MM|715^15^0
43519309|*Grassland|D065948|535|MH|Forced Leaf Node Lookup:grasslands|TI|MM|112^10^0
43519309|Wales|D014852|535|MH|RtM via: Country of Wales;Forced Leaf Node Lookup:wales|TI|MM|132^5^0
43519309|*Plant|D010944|6195|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|324^5^0
43519309|Ecosystem|D017753|1308|MH|||RC
43519309|*Research Design|D012107|255|MH|RtM via: Test Method|TI|MM|185^6^0
43519548|*Soil|D012987|7845|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|430^4^0
43519548|*Temperature|D013696|3066|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|399^11^0
43519548|*Quercus|D029963|2471|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|114^3^0;1408^3^0
43519548|*Water|D014867|1860|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|728^5^0;416^5^0
43519548|*Discriminant Analysis|D016002|1545|MH|RtM via: Discriminant Analysis;Forced Leaf Node Lookup:discriminant analysis|TI|MM|892^21^0
43519548|*Tracheophyta|D064028|2496|MH|RtM via: Tracheophyta|TI|MM|247^12^0
43519548|Biodiversity|D044822|1688|MH|||RC
43519548|*Data Management|D000079803|1641|MH|RtM via: Databases|TI|MM|304^9^0
43519083|*Interior Design and Furnishings|D007374|30|MH|RtM via: Table - furniture|TI|MM|246^6^0
43519191|*Altitude|D000531|4339|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM;RC|420^8^0
43519191|*Quercus|D029963|2219|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|645^3^0
43519191|Japan|D007564|1069|MH|Forced Leaf Node Lookup:japanese|TI|MM;RC|636^8^0
43519191|*Forests|D065928|14529|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM;RC|649^7^0;340^8^0;50^7^0
43519191|Republic of Korea|D056910|303|MH|RtM via: South Korea|TI|MM|61^11^0
43519210|*Lichens|D008011|14344|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|76^7^0
43519210|New Zealand|D009520|896|MH|RtM via: New Zealand;Forced Leaf Node Lookup:new zealand|TI|MM;RC|109^11^0
43519210|*Ascomycota|D001203|4623|MH|RtM via: Ectolechiaceae;RtM via: Porinaceae|TI|MM;RC|274^14^0;297^16^0
43519210|*Pruritus|D011537|783|MH|RtM via: Lichen disease|TI|MM|76^7^0
43519210|*Eczema|D004485|642|MH|RtM via: Lichen disease|TI|MM|76^7^0
43519210|*Keratosis|D007642|462|MH|RtM via: Lichen disease|TI|MM|76^7^0
43519464|*Knowledge|D019359|180|MH|RtM via: Knowledge|TI|MM|144^9^0
43519464|*Future|D005544|129|ET|Entry Term Replacement for "Forecasting";RtM via: Future|TI|MM;RC|191^6^0
43518946|*Fractals|D017709|4897|MH|RtM via: Fractals;Forced Leaf Node Lookup:fractals|TI|MM;RC|423^7^0;170^8^0
43518946|*Geographic Information Systems|D040362|1164|MH|Forced Leaf Node Lookup:gis|TI|MM;RC|405^3^0;892^3^0
43518946|*Ecology|D004463|10446|MH|RtM via: Ecology|TI|MM;RC|220^7^0
43518946|*Neighborhood|D012111|1140|ET|Entry Term Replacement for "Residence Characteristics";RtM via: Neighborhood|TI|MM;RC|579^12^0
43518946|*Mathematics|D008433|954|MH|RtM via: Geometry|TI|MM;RC|936^9^0;148^8^0
43519279|*Ecology|D004463|4317|MH|RtM via: Ecology;Forced Non-Leaf Node Lookup:ecologists|TI|MM;RC|120^7^0;157^10^0
43519279|*Future|D005544|639|ET|Entry Term Replacement for "Forecasting";RtM via: Future|TI|MM;RC|282^6^0
43519279|*Health Services|D006296|279|MH|RtM via: Test scaling|TI|MM|92^7^0
43519279|*Research Design|D012107|69|MH|RtM via: Test scaling|TI|MM|92^7^0
43519238|*Grasses|D006109|23533|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|2454^7^0
43519238|*Fertilizers|D005308|23204|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilisers;checkForceMH Boosted|TI|MM;RC|858^11^0;969^10^0
43519238|*Soils|D012987|21655|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|2548^5^0;1766^5^0;1607^5^0;614^5^0;1645^5^0;1703^5^0
43519238|*Seasons|D012621|21401|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|1183^6^0;1244^7^0;796^7^0
43519238|*Droughts|D055864|20947|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|2523^7^0;589^7^0
43519238|*Biomass|D018533|16234|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|2372^7^0
43519238|*Grassland|D065948|15522|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:meadows|TI|MM;RC|140^10^0;527^10^0;846^10^0;994^10^0;1500^10^0;1919^10^0;269^6^0;949^6^0;2667^6^0
43519238|*Carbon|D002244|13078|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|2329^6^0;1295^6^0;72^6^0;1947^6^0
43519238|*Water|D014867|10201|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|2535^5^0;1753^5^0;1690^5^0;601^5^0;681^5^0
43519238|Thailand|D013785|6289|MH|RtM via: Thailand;Forced Leaf Node Lookup:thailand|TI|MM|49^8^0
43519238|*Sequestrations, Carbon|D057965|19917|ET|Entry Term Replacement for "Carbon Sequestration";RtM via: Carbon Sequestration|TI|MM;RC|1935^18^0
43519238|*Rains|D011891|16023|ET|Entry Term Replacement for "Rain";RtM via: Rain|TI|MM;RC|1177^5^0;790^5^0
43519238|*Photosynthesis|D010788|4800|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM|2163^14^0
43519238|*Acclimatization|D000064|3807|MH|RtM via: Acclimatization|TI|MM|2066^10^0
43519238|*Plant Leaves|D018515|2013|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|426^4^0
43519238|*Mineral|D008903|1341|ET|Entry Term Replacement for "Minerals";RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|961^7^0
43519238|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilisations||MM|1453^13^0
43505078|*Lysergic Acid Diethylamide|D008238|790|MH|Forced Leaf Node Lookup:lsd;checkForceMH Boosted|TI|MM|1355^3^0
43505078|*Spatial Analysis|D062206|1431|MH|RtM via: Spatial Analysis|TI|MM|628^5^1;642^8^1
43505078|Ecosystem|D017753|1197|MH|||RC
43505078|*Disease Vectors|D004199|495|MH|RtM via: Disease Vectors|TI|MM|1486^6^0
43519138|*Impatiens|D029069|4109|MH|RtM via: Impatiens parviflora;Forced Leaf Node Lookup:impatiens;checkForceMH Boosted|TI|MM|60^20^0
43519138|*Population Density|D011156|2749|MH|RtM via: Human Overpopulation;Forced Leaf Node Lookup:overpopulation|TI|MM|457^14^0
43519138|Hungary|D006814|1597|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|101^7^0
43519138|*Seed Bank|D000068098|27951|MH|RtM via: Seed Bank|TI|MM;RC|625^9^0
43519138|*Seed|D012639|1878|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|701^4^0;625^4^0
43519138|*Seasons|D012621|984|MH|RtM via: spring (season)|TI|MM|279^6^0
43519138|*Analysis, Factor|D005163|141|ET|Entry Term Replacement for "Factor Analysis, Statistical";RtM via: Analysis, Factor;Forced Non-Leaf Node Lookup:factor analysis|TI|MM|125^15^0
43519549|Hungary|D006814|8|MH|RtM via: Hungarian (ethnic group);Forced Leaf Node Lookup:hungarians|TI|MM|83^9^0
43519549|Natural History|D019021|93|MH|||RC
43519373|Hungary|D006814|88|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|88^7^0
43519373|*Publications|D011642|258|MH|RtM via: Scientific Publication|TI|MM|265^9^0
43519373|*Academies and Institutes|D000047|198|MH|RtM via: Institutes|TI|MM|309^9^0
43519373|*Survey|D011795|87|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM;RC|63^6^0
43519205|*Rainforest|D065947|13757|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM;RC|179^11^0
43519205|Latin America|D007843|1799|MH|RtM via: Latin America;Forced Leaf Node Lookup:latin america|TI|MM|234^13^0
43519205|*Forest|D065928|13746|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|224^6^0
43519205|*Habitat|D017753|9588|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|25^7^0
43519205|Africa|D000349|183|MH|RtM via: Africa|TI|MM|252^6^0
43504894|*Inflorescence|D056626|5563|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM;RC|364^13^0
43504894|Hungary|D006814|1060|MH|RtM via: Hungarian (ethnic group);Forced Leaf Node Lookup:hungarians|TI|MM|152^9^0
43504894|*Plant Development|D063245|11211|MH|RtM via: Plant Development|TI|MM;RC|144^7^1;162^6^1
43504894|*Plant|D010944|5367|ET|Entry Term Replacement for "Plants";RtM via: Wild plant;RtM via: Plants|TI|MM;RC|139^4^1;162^6^1;204^5^0
43519479|*Anemone|D031883|4777|MH|RtM via: Anemone nemorosa;Forced Leaf Node Lookup:anemones;checkForceMH Boosted|TI|MM;RC|91^16^0
43519479|*Rhizome|D027343|1664|MH|RtM via: Rhizome;Forced Leaf Node Lookup:rhizomes|TI|MM;RC|1195^7^0;876^7^0;620^7^0;1258^7^0
43519479|*Computer Simulation|D003198|1100|MH|RtM via: Computer simulation;Forced Lookup:computer simulation|TI|MM;RC|451^19^0
43519479|*Woodland|D065928|1266|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM|77^8^0;137^8^0
43519479|*Reproduction|D012098|1029|MH|RtM via: flowering|TI|MM;RC|1231^9^0
43519479|*Likelihood Functions|D016013|924|MH|RtM via: Likelihood Functions|TI|MM|360^21^0
43519479|*Computer|D003201|384|ET|Entry Term Replacement for "Computers";RtM via: Computers;Forced Non-Leaf Node Lookup:computers|TI|MM|1072^8^0
43519479|*Clones|D002999|261|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM|1137^6^0
43519509|*Water|D014867|2836|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|274^5^0;288^5^0
43519509|*Niche, Ecological|D017753|8841|ET|Entry Term Replacement for "Ecosystem";RtM via: Niche, Ecological;RtM via: Habitat;Forced Non-Leaf Node Lookup:ecological niche|TI|MM;RC|384^17^0;785^8^0
43519509|*Photosynthesis|D010788|6891|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM;RC|258^14^0
43519509|*Adaptation, Physiological|D000222|3324|MH|RtM via: Adaptation|TI|MM;RC|823^11^0;355^5^0
43519509|*Acclimatization|D000064|2820|MH|RtM via: Acclimatization|TI|MM|823^11^0
43519209|*Rainforest|D065947|10592|MH|RtM via: Tropical Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM;RC|678^8^1;695^11^1
43519209|*Lichens|D008011|7570|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|486^7^0;272^7^0;85^7^0
43519209|*Environmental Biomarkers|D000074062|5266|MH|RtM via: Environmental Biomarkers;Forced Leaf Node Lookup:bioindicators;checkForceMH Boosted|TI|MM|497^13^0;96^13^0
43519209|*Microclimate|D008834|3920|MH|RtM via: Microclimate;Forced Leaf Node Lookup:microclimates|TI|MM|822^12^0;553^13^0;446^12^0;230^12^0
43519209|*Aptitude|D001076|1430|MH|RtM via: Aptitude;Forced Leaf Node Lookup:aptitudes|TI|MM|248^8^0
43519209|*Ecology|D004463|4911|MH|RtM via: Ecology|TI|MM|36^7^0
43519209|*City Planning|D002958|1251|MH|RtM via: zoning|TI|MM|768^8^0;316^8^0;176^8^0
43519209|*Biological Phenomena|D001686|837|MH|RtM via: Tissue Growth|TI|MM|592^6^0
43519209|*Documentation|D004282|402|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|641^13^0
43519484|*Trifolium|D029921|3809|MH|RtM via: Trifolium repens;Forced Leaf Node Lookup:trifolium repens;checkForceMH Boosted|TI|MM;RC|1000^12^0;127^16^0;145^12^0
43519484|Plant Shoots|D018520|1074|MH|||RC
43519484|*Biological Phenomena|D001686|909|MH|RtM via: Tissue Growth|TI|MM|446^6^0;396^6^0
43519484|*Research|D012106|612|MH|RtM via: Study Branch|TI|MM|439^6^0;389^6^0
43519484|Medicago|D029902|1000|MH|Forced Non-Leaf Node Lookup:clovers||MM|151^6^0;1006^6^0
43519505|Humans|D006801|17361|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human|TI|MM|794^5^0
43519505|*Wetlands|D053833|16361|MH|RtM via: Bog;RtM via: Marshes;Forced Leaf Node Lookup:marshes;Forced Leaf Node Lookup:bogs|TI|MM;RC|883^4^0;871^7^0
43519505|*Soil|D012987|7186|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|554^4^0;351^4^0
43519505|*Bryophyta|D044002|12234|MH|RtM via: Mosses|TI|MM;RC|1226^10^0;959^10^0;849^10^0;746^10^0;452^9^0;78^10^0
43519505|*Geography|D005843|4035|MH|RtM via: Geography|TI|MM;RC|281^12^0
43519505|*Industry|D007221|402|MH|RtM via: Industry|TI|MM|1052^10^0
43519505|Computers|D003201|1000|MH|Forced Non-Leaf Node Lookup:computers||MM|376^8^0
43518948|*Confidence Intervals|D016001|2264|MH|RtM via: Confidence Intervals;Forced Leaf Node Lookup:confidence intervals|TI|MM|104^20^0
43518948|*Entropy|D019277|1277|MH|RtM via: Entropy;Forced Leaf Node Lookup:entropy|TI|MM;RC|363^7^0
43518948|*Program Development|D016730|257|MH|Forced Leaf Node Lookup:program descriptions|TI|MM|449^20^0
43518948|*Abstracting and Indexing|D000043|1092|MH|RtM via: Index|TI|MM|277^5^0;169^5^0
43518948|*Records|D011996|393|MH|RtM via: Program Short Description|TI|MM|443^26^0
43518948|*Writing|D014956|171|MH|RtM via: Writing (occupation or discipline)|TI|MM|38^7^0
43518948|*Data File|D016247|429|ET|Entry Term Replacement for "Information Storage and Retrieval";RtM via: Data Files;Forced Non-Leaf Node Lookup:data files|TI|MM|421^9^0
43519444|*Salix|D032108|5382|MH|RtM via: Willow;Forced Leaf Node Lookup:willows;checkForceMH Boosted|TI|MM;RC|681^6^0;524^6^0;121^6^0;171^6^0;798^6^0
43519444|*Indicators, Biological|D000074062|2283|ET|Entry Term Replacement for "Environmental Biomarkers";RtM via: Biological Indicator;checkForceMH Boosted|TI|MM|397^21^0
43519444|*Habitat|D017753|11400|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|577^7^0
43519444|*Plant Weeds|D057685|1215|MH|RtM via: Plant Weeds|TI|MM|1133^5^0
43519444|*Woods|D014934|1140|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM|688^5^0;178^5^0
43519444|Conservation of Natural Resources|D003247|889|MH|Forced Non-Leaf Node Lookup:nature conservation||MM;RC|455^19^0;603^19^0;1192^19^0
43519148|*Soil|D012987|5779|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|302^4^0
43519148|Belgium|D001530|448|MH|RtM via: Belgians;Forced Leaf Node Lookup:belgians|TI|MM|154^7^0
43519148|*Cyperaceae|D029785|1494|MH|RtM via: Rhynchospora fusca|TI|MM|116^18^0
43519148|*Nutrient|D000078622|693|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|320^8^0
