biolenviprocria.117b.2.91|Total soil respiration (R
biolenviprocria.114B.1.35|Widespread hybridisation between roach (
20500108|Remarkable palaeosols of Neogene (probably Pliocene) and Pleistocene age have been identified in exposures at two sites on the northern flank of Cnoc Mordin near the head of Kilkieran Bay in County Galway. Both deposits contain pollen that has provided evidence of their age. The Pliocene soil overlies an irregular palaeosurface and probably drapes deeply weathered bedrock that was exhumed during the Neogene or earlier and subsequently modified by Pleistocene glaciations. Above the Pliocene soil lies a second palaeosol sandwiched between two diamictons, the upper of which is certainly glacigenic. If both diamictons are glacigenic, then the upper palaeosol, which is probably Early or Middle Pleistocene in age, marks an important horizon between two glaciations. This is the first identification of a Neogene surface on a rock type other than limestone in Ireland; its discovery is important because it allows part of Ireland's Tertiary surface to be elucidated, allowing a greater understanding of landscape evolution.
20500196|A year-long survey of Lough Bunny, a karst lake in County Clare, Ireland, was undertaken in 1992-3. Water transparency (as determined by Secchi disc depth), plant nutrients, chlorophyll a concentrations and phytoplankton were examined. High water transparency indicated that the euphotic zone extended over the majority of the lake and may, at times, have reached the deepest parts of the lake. Silicate-silicon and nitrate + nitrite-nitrogen showed marked seasonal changes with lowest values recorded in May 1992 and August 1992 respectively. Molybdate reactive phosphate-phosphorus showed no seasonality in concentration and was often below the limit of detection of the technique used. The maximum value obtained was 3.9g PO-P dm. Chlorophyll a concentrations were also low throughout the year, ranging from 0.5g dm to 2.6g dm, and these also showed no seasonal pattern of change. Cryptophyta were present in all samples and were often the most numerous group in the phytoplankton. Small dinoflagellates occurred throughout the year, with Ceratium species appearing in the summer months. Cyanobacteria were common and most abundant in late autumn. Dinobryon species were found throughout the year but mostly as single thecate cells and only occasionally as large arbuscular colonies. Diatoms were not well represented in the plankton. The Chlorophyta showed greatest diversity of species but were never abundant. Quantitative counts showed cell numbers in all groups to be low, which is reflected in the low chlorophyll a concentrations. On this evidence it is suggested that the lake is oligotrophic. A comparison with two published lists of the lake's plankton was made. There are extensive beds of Charophyta in the lake. A list of species is given. We suggest that utilisation of plant nutrients by the charophytes and benthic diatoms may be responsible for the water clarity and small phytoplankton populations.
20499962|Nutrient availability in two Irish fens and two blanket bogs was assessed by analysing soil samples for total and extractable N and P and mineralisation. A two-year (1989 and 1990) fertiliser application experiment with N, P or N + P was carried out to determine the growth-limiting nutrient(s). (i) The total N content of the soil ranged between 12.2g and 28.8g kg dry weight. The total P ranged from 0.14g to 0.75g kg. Both showed significant differences between all sites. Soil N/P ratios ranged from 16 in a fen up to 125 at a bog site, indicating a shortage of P. (ii) Extractable N-HO was significantly higher in the fens than in the bogs; however, N-KCl showed no differences. Extractable P appeared to be higher in bogs than in fens. (iii) The mineralised N (HO and KCl) was lower in the Kylemore fen than in the Kylemore bog, but the opposite was found for the Crossmolina fen, where released amounts were higher than in the Crossmolina bog. Released P (HO) was significantly higher in the fens than in the bogs; no differences were found for bioavailable P (P-lact). (iv) The response of biomass to fertilisation was greater in 1990 than in 1989. Combined N + P and P applications resulted in a significantly greater harvest in 1990 than the control. The amounts of nutrients per m increased significantly after P and N + P application but not after N application. The species composition remained the same. (v) The high N/P, C/N (17-32) and C/P (424-3946) ratios of the soil and N/P (13-28) ratios of plant material, combined with the increase in biomass and nutrients in plant material after fertiliser application, suggest P and/or N + P limitation of Irish mires.
20728607|Determination of the age structure of the present population of trees within a forest provides the means to infer the past population dynamics of the forest, which can in turn provide insight into how the forest can best be managed towards its conservation. This paper presents oak tree age-structure data from selected oak-dominated woodlands within Killarney National Park in south-western Irelandthe first study of its kind in Ireland. Tree-ring counts were obtained from 147 oak trees located in three oakwoods. Most sampling was concentrated in the remote western portion of the National Park. The modern oak population was revealed to have established during the 1790s (AD). Oak establishment proceeded through all succeeding decades until it ceased after the 1950s. The most frequent tree age class dated from the 1830s. Oak regeneration from the first half of the nineteenth century gave rise to the main body of the oakwoods present today. A second peak in oak establishment dated from the 1880s; this was confined to small clearings and woodland margins. A third, minor regeneration phase dated from the 1910s. The two later phases of regeneration appeared to be correlated with human disturbance, i.e. removal of oak timber and in some cases coppicing. The origin and development of these woods are discussed in the light of historical documentation and of palynological evidence.
20500237|Trichomanes speciosum, which was collected extensively during the Victorian fern craze, is one of the rarest pteridophyte species in Ireland and is protected by both the Wildlife Act, 1976, and the European Union Habitats Directive, 1992 [92/43/EEC]. Since the discovery in the wild of the independently living gametophyte generation of this species in 1989, the number of known sites for the species has increased, and this may have implications for its conservation status. Sexual reproduction of Trichomanes speciosum is a rare occurrence, but both the sporophyte and gametophyte generations reproduce vegetatively, thereby allowing the generations to persist independently. In the current study, CCA (canonical correspondence analysis) and TWINSPAN (two-way indicator species analysis) were used to determine whether the two generations had different ecological requirements in Ireland that could, in part, explain their differing distributions. The two generations were found to have different species associations; but for both generations, humidity, shade and elevation were found to be the most important factors in determining colony survival.
20500241|Temporal variability in neuston diversity and community structure in Lough Hyne Marine Nature Reserve, Co. Cork, was studied over a two-year period. Neuston sampling was carried out at different time scales in order to make between-year, seasonal and monthly comparisons and, in May 2003, at midday and midnight for six consecutive days to make daily and twelve-hourly (diel) comparisons. Three sampling tracks were established in Lough Hyne, each corresponding to a basin subject to different hydrographical environments. Neuston abundance and diversity (Shannon-Wiener index, H) were estimated for each timescale, and univariate analyses (ANOVA) revealed significant scales of temporal variation. There was significant monthly variation of neuston abundance within seasons, and this was dependent on site and year: summer months showed highest abundances, whereas lows were recorded in January of both years. Generally, higher concentrations of neuston were found at the two sites with reduced water circulation. Diversity maxima occurred during October and September of the consecutive years. The second sampling year showed greater diversity. At smaller temporal scales there was significant variation in neuston numbers and diversity, which was dependent on site, diel period and day. Higher abundances were generally found at night, whereas nocturnal neuston diversity was not always greater than that at midday. Multivariate analysis identified distinct nocturnal and diurnal assemblages, providing indirect evidence for vertical migration of certain taxa. Seasonal succession was evident, as was interannual variation. The community was dominated by 'temporary neuston' typical of neritic, boreal areas and was in a state of flux.
42912481|Global climate is rapidly changing and, while many studies have investigated the potential impacts of climate change on the distribution of woodland species in the wider European context, few have focused on the impacts of climate change on the distribution of woodland species in Ireland. This study evaluates the potential impact of climate change on the distribution of species characteristic of woodlands and assesses the implications for the conservation of woodlands in Ireland. Only some 2% of the land area of Ireland is covered in semi-natural woodlands, including communities which are conservation priorities such as bog woodland, alluvial forests and Taxus baccata (Yew) woods. We applied an ensemble of species distribution modelling techniques, using atlas data for 104 vascular plant, bryophyte, bird and butterfly species from Ireland, baseline climate data (1961-1990) and projected future climate data (HadCM3 GCM; 2031-2060), at a 10km resolution. Of the 104 species, 44 modelled well in at least 6 of the 8 models. Under a scenario of unlimited dispersal, almost 50% of species which modelled well were projected to lose climate space, with the largest range contraction projected for the butterfly Aphantopus hyperantus (Ringlet;  47.7%). The remainder were projected to have increased climate space, with Thecla betulae (Brown hairstreak) and Frngula alnus (Alder buckthorn) having the largest projected increases of 886% and 532% of their current ranges. When a scenario of limited long-range dispersal was considered, all species were projected to lose some of their current range, from a decrease of 52.4% for Carex strigosa (thin-spiked woodsedge) to a decrease of 10.9% for Saxfraga spathularis (St Patrick's cabbage). These results have significant implications for the future of woodlands in Ireland. Conservation management plans for these habitats need greater focus on potential climate change impacts in order to ensure these communities' long-term survival.
20728583|The main environmental impact of Irish agriculture on surface and ground water quality is the potential transfer of nutrients to water. Soil water dynamics mediate the transport of nutrients to water, and these dynamics in turn depend on agro-meteorological conditions, which show large variations between regions, seasons and years. In this paper we quantify and map the spatio-temporal variability of agro-meteorological factors that control nutrient pressures and pathways of nutrient loss. Subsequently, we evaluate their impact on the water quality of Irish rivers. For nitrogen, pressure and pathways factors coincide in eastern and southern areas, which is reflected in higher nitrate levels of the rivers in these regions. For phosphorus, pathway factors are most pronounced in north-western parts of the country. In south-eastern parts, high pressure factors result in reduced biological water quality. These regional differences require that farm practices be customised to reflect the local risk of nutrient loss to water. Where pathways for phosphorus loss are present almost year-roundas is the case in most of the north-western part of the countrybuild-up of pressures should be prevented, or ameliorated where already high. In south-eastern areas, spatio-temporal coincidence of nutrient pressures and pathways should be prevented, which poses challenges to grassland management.
20694843|An understanding of the chemical nature of P in soil is essential to the sustainability of agriculture in Ireland. This study used P nuclear magnetic resonance (NMR) spectroscopy and wet-chemical analysis to characterise NaOHEDTA-extractable P in a grassland soil in south-east Ireland. Soil samples of 10cm depth were collected over five sampling days between September and December 2003. Total soil P (Pt) ranged between 723 and 819mg P kg soil, while Morgan's P (Pm) ranged between 3.4 and 12.5mg P l soil. Recovery rates of P extracted in the NaOHEDTA solution were high, ranging from 75 to 88% of soil Pt. Four distinct classes of P compound were detected in the P NMR spectra: inorganic orthophosphate ( = 6.72 to 6.85ppm, with a mean of 6.79ppm), orthophosphate monoesters ( = 3.83 to 6.11ppm), orthophosphate diesters ( = 0.32 to 0.54ppm) and pyrophosphates ( = 3.44 to 3.13ppm, with a mean of 3.26ppm). Distinct signals at 5.64, 5.39, 5.02 and 4.55ppm in the spectra showed the dominance of myo-inositol hexakisphosphate in the orthophosphate monoester region. Orthophosphate diesters were subclassified as phospholipids ( = 0 and 1.88ppm) and DNA ( = 0.09 to 0.10ppm). Over the three-month sampling period the mean percentages of the four main P functional classesinorganic orthophosphate, orthophosphate monoesters, orthophosphate diesters and pyrophosphatesin the soil samples were approximately 52, 42, 3 and 3%, respectively. The ratio of orthophosphate monoesters to orthophosphate diesters ranged from 10 to 19. Further research is required to assess the potential bioavailability of organic P (Po) in Irish grassland soils in order to understand its role in the transfer of P from agricultural soil to our water bodies.
20728626|Lake creation represents a major post-harvesting land-use option for industrial cutaway peatlands in Ireland, yet little is currently understood about the ecology of cutaway water-bodies, particularly at the microbiota level. The current paper describes for the first time the littoral zooplankton community in three contrasting artificial cutaway lakes and one natural bog lake. The study lakes, which were sampled on five occasions in 2003, contrasted strongly in their physico-chemical characteristics, nutrient states and trophic classifications. These trends reflected variations between sites in sediment types, water supply sources and catchment land uses. In the absence of fish, invertebrate predation by cyclopoid copepods (Tropocyclops prasinus) and cladocerans (Polyphemus pediculus) appeared to play an elevated role in structuring the zooplankton communities in the study lakes, in terms of abundance, species composition and size structure.
20694852|In Ireland agricultural activities have been identified as major sources of nutrient input to receiving waters, and it has been estimated that these activities contribute 75.3% of the N and 33.4% of the P found in these waters. The strategy at European level focuses on the prevention of nutrient loss by improved farm management. However, it does not focus on nutrient remediation or incidental nutrient loss from farmyard manures to surface water and groundwater. This review describes the impact of agriculture on the environment in Ireland and examines emerging technologies for agricultural waste-water treatment. An integrated approach at pretreatment and field stages for nitrate (NO) remediation and P control is recommended.
20694894|The Water Framework Directive (WFD) has been the catalyst for a considerable amount of data collection, analysis and research, covering a wide range of physical and biological characteristics and involving a wide range of scientific, social and management-related disciplines. This paper starts with a short description of the discipline of hydrology and then identifies the main hydrological aspects of work for the WFD, noting their ecological significance. It also provides some idea of the range of organisations and disciplines involved in the work and of the links between them. Of particular significance is the degree of cooperation between river basin districts in setting up working groups for special studies, helping to avoid overlaps in research.
20728577|Recent climate warming has been observed at the global scale, but by examining developmental stages of plant species (phenology) that are dependent on local climatic conditions, climate change at the local scale can be detected. There are four gardens in Ireland belonging to the International Phenological Gardens (IPG) network, which has recorded tree phenology for more than 30 years using a common collection of clonal tree species and cultivars. In this analysis two phenological stages were investigatedthe beginning of the growing season (BGS) and the end of the growing season (EGS) in nine tree cultivars in relation to ambient air temperature. The length of the growing season (LGS) was determined from the number of days between BGS and EGS. Structural time series analysis was used to describe trends in the data. Overall BGS was the most responsive phenophase and was shown to start earlier in more recent years for some species at all sites. It is shown that these observations are due to recent climate change in the form of spring warming, particularly in the south-west of the country. Due to the limited number of observation sites and differences between species responses, we suggest that extrapolation of the results to larger geographical areas should be performed with caution.
20499868|Maps at 1:20,000 scale, showing peatland types in Northern Ireland, which were derived by aerial photograph interpretation, have been converted into a database of areas of peatland types per 1km square, using the Ordnance Survey grid. The proprietary Scientific Information and Retrieval database management system was used for primary data storage, PC ARC/INFO to store other data files and UNIRAS for mapping out. These choices were based on data and computing resources available at the time and anticipated needs in making the database a resource for ongoing environmental research. The paper demonstrates that, using the database, a variety of peatland types (variables), individually or in combination, can be analysed statistically and in maps; rare types can be located quickly and spatial patterns of common types described. Explanations of such patterns start to emerge by analysis of the database and can be pursued by Geographical Information Systems. The database can provide a context for changes to the peatland; an example is the progress of machine extraction. Use of a 1km square database is well suited to regional scale analysis, and to complement the local detail of the original peatland survey maps.
20728617|Grey squirrel, Sciurus carolinensis, populations have been subjected to various degrees of control in the woodlands of Ireland and Britain since their introduction. The populations readily recover, but the recolonisation rates and other ecological effects of the culls have not been fully examined. Monthly live trapping programmes were used to monitor the grey squirrel populations in two woodlands. Culls, where as many grey squirrels as possible were removed by trapping, were conducted on five occasions; three in one woodland and two in the other. The squirrel populations recovered within ten weeks in four of the five culls. Post-cull populations tended to consist of unmarked adult squirrels that had entered from outside the woodland. One cull attempted in the autumn was not a success, as capture rates were low and the population had returned to its pre-cull levels within three weeks. Many young squirrels entered the population following this cull. Some long-term repercussions of the culls were evident, even after the population density had recovered. The age profile changed, with the removal of breeding females reducing the numbers of young squirrels for the following year. Breeding levels were also reduced as the recolonising populations were slow to start breeding. Home ranges of surviving squirrels expanded if the population density remained at a reduced level, and core areas often shifted following a cull.
20504491|Dunkellin estuary, Galway Bay, is a shallow embayment, where the dominant process is tidal mixing. The abundance and distribution of the meroplankton were studied monthly between December 1984 and June 1986 using Clarke--Bumpus plankton samplers fitted with 0.16mm aperture nylon-mesh nets. During the sampling period, salinity ranged between S4.5 and S34.5, water temperature between 4C and 18C, and chlorophyll a between less than 1mg m and 29mg m. Meroplankton, all of coastal/marine origin, accounted for 58% of zooplankton numbers recorded during the sampling period. Meroplankton abundance showed a marked seasonality, with a pronounced early spring peak from February to April. Early spawners included larvae of barnacles, polychaetes, gastropods, eggs and larvae of fish and ephyrae of Aurelia aurita. Cyphonautes larvae and the hydromedusae Rathkea octopuncata and Phialella quadrata appeared later in April. Summer spawners included larvae of gastropods, echinoderms, ascidians, decapods and other species of hydromedusae. Abundance and diversity of meroplankton was lowest during the winter months. Barnacle nauplii were the most abundant group, accounting for 70% of meroplankton numbers. Polychaete larvae were next in importance in the inner estuary, while gastropods were more abundant at the seaward end. The relationship between meroplankton abundance and environmental variables is discussed.
23033877|The acidbase relations of plant (including algal) environments are complex, comprising geological processes as modified by biology including, especially over the last 200 years, man. Some habitats (e.g. high intertidal rockpools and some freshwater bodies) have pH variations of up to three units over a diel cycle as a result of photosynthesis and respiration. Other habitats, e.g. nutrient-poor open ocean habitats, have diel variations that are more than an order of magnitude smaller. Anthropogenic influences on acidbase relations of different habitats include the input to the atmosphere of gases that dissolve to produce acidic solutions. The quantitatively predominant gas is CO 2 , but SO 2 , NO x and NH y (via nitrification) can also be significant. The influence of the acidic gases in aquatic habitats (including the upper layers of peat bogs) and on terrestrial photosynthetic organisms alters the inorganic carbon speciation and pH around the photosynthetic cells. The calcified coralline marine red macroalgae, with benthic and unattached (maerl) life forms, have extracellular calcification; their calcification rate will decline in the future, with a more CO 2 -rich ocean and decreasing CO 3 2- concentrations. The marine planktonic coccolithophores have intracellular calcification, though the coccoliths themselves occur externally. While many coccolithophores show decreased calcification with increasing external CO 2 and the attendant decrease in external CO 3 2- , this is not universal. For both coralline red algae and coccolithophores the external CaCO 3 will dissolve when seawater becomes undersaturated with respect to the relevant crystal form of CaCO 3 . Overall, the effects of increased CO 2 alone are negligible or result in increased growth of non-calcified algae, while there is most generally a decreased growth of calcified algae.
20694872|Lampreys are endangered in Europe, and European states are legally required to take measures to ensure their protection. However, there is currently little information on the distribution of the three species present in Northern Ireland. Anecdotal records of adult lampreys were collated from anglers and other sources, and a systematic electrofishing survey was undertaken to establish the distribution of lamprey ammocoetes. Lampreys were found in seven of the nine Northern Irish river catchments. Brook lampreys (Lampetra planeri (Bloch)) were widely distributed, but the two anadromous species, sea lamprey (Petromyzon marinus L.) and river lamprey (Lampetra fluviatilis (L.)), were more limited in their distribution, possibly due to barriers restricting migration.
20499923|A sighting scheme was established during 1993 to determine the distribution and abundance of the basking shark in Irish waters. One hundred and forty-two sighting records were made of 425 individuals during 1993. Sightings were received from around the entire Irish coast, but concentrations were evident off the east, south-west and northern coasts. Sightings were made between April and November, but peaked in June and September. Although group size varied from one to twenty animals, most records were of single animals. Most sharks were between 4m and 6m in length, with only one under 2m. Twenty-eight records were of basking sharks entangled in fishing nets, usually surface gill-nets, and specimens were reported washed up on all coasts. A database, including historic records made before 1993, was established. When compared with historical accounts of basking sharks in Irish waters, the present study suggests that sharks are scarce in areas in which they were once fished and are now more abundant at other locations. They are appearing later in the year than previously reported. Surface sightings were correlated with sea surface temperatures, with a temperature of 11.5C being critical. Basking sharks appeared later along the north coast than along the south, and this was attributed to the timing of the spring plankton bloom in coastal waters.
23188061|The toxicity of oils to aquatic organisms has been widely investigated, but a systemic study of early life stages of fish is lacking and the effects on aquatic environments of various oils have been ignored. The integrative effects of four crude oils and four fuel oils on black porgy (Acanthopagrus schlegelii) exposed at three early life stages were investigated. Oils caused a significant decrease in survival rates for early life stages and the early life stages of black porgy stressed by oils were very sensitive and the toxicity of fuel oils was greater than that of crude oils. According to LC 50 values, the toxicity of crude oils and fuel oils on black porgy is as follows: (1) Embryo stage: F180 > F380 > F120 >  20 > TJ014 > TJ015 > TJ002 > TJ016; (2) Larvae stage: F180 > F120 >  20 > F380 > TJ015 > TJ002 > TJ014 > TJ016; and (3) Adolescent fish stage: F120 > F180 >  20 = TJ014 > TJ015 > F380 > TJ002 > TJ016. The differences among the three early life stages may be due to the different body structures and behaviours. Therefore, these results may assist in the aquatic environmental risk assessment of areas impacted by an oil spill.
20694845|Searches of Darwin's correspondence show that some 160 letters crossed between him and naturalists and others with an Irish address. While few in number, compared to Darwin's 14,000 other known letters, some of this correspondence provoked frequent exchanges between Darwin and his closest collaborators, occasionally leading to amendments to The origin of species or becoming material for Darwin's other publications. The absence of Darwin references in the contemporaneous Proceedings of the Royal Irish Academy or journals of the Royal Dublin Society, where local naturalists published their work, has to be viewed together with the absence in those journals of references to the Irish famines. Other publications of a broader cultural focus engaged both topics in a lively way. Darwin's correspondence was also surveyed for the subject of the island of Ireland, in relation to observations on the distribution of a small group of plants common to Asturias in northern Spain and to the south and west of Ireland, but absent elsewhere in Europe. Patterns of distribution of mitochondrial and Y-specific human DNA markers in western Europe that overlap the distribution of these Asturian plants suggest a common cause for both sets of observations. A modern hypothesis based on these DNA findings is supported by the observations made 150 years ago.
20694871|Visual surveys and acoustic monitoring of harbour porpoises were conducted between July and October 2007 within the Blasket Islands' candidate Special Area of Conservation (cSAC) to derive density estimates and acoustic-detection rates. A total of 44 sightings of 102 individual harbour porpoises were recorded on 74 tracks with a total distance of 389km. Density estimates  SE, determined using DISTANCE software, ranged from 0.71 to 3.39 porpoises per km, giving abundance estimates ranging from 162  120 to 768  198, depending on the number of sightings per day. The most robust estimate of 303  76 (coefficient of variation = 0.25; 95% confidence interval 186494) was calculated using the combined data from each track line. There were indications of a seasonal increase in abundance from July through to September. Passive acoustic monitoring was carried out through the deployment of self-contained click detectors called T-PODs. One month's acoustic data were acquired from two sites, and data were extracted as Detection Positive Minutes per day and per hour for analysis. Detections were logged for every day of deployment at both sites. This survey provides the first information on the spatial distribution of harbour porpoises in the Blasket Islands' cSAC, as well as baseline data from which to monitor abundance and distribution.
20504493|The activity pattern of a flock of moorhens at Cork Lough was determined during the winter of 1992-93 using instantaneous scan sampling. Data were collected mostly during daylight hours and the principal activities were recorded. Feeding was the most important activity of observed birds, representing 38% of time, followed by swimming (23%) and walking (18%). Grazing was the main foraging strategy, accounting for 75% of time spent feeding. There was significant variation in activities both diurnally and over the winter. In general, birds spent more time on land than on water. Anthropogenic sources of terrestrial and aquatic disturbance were recorded and related to moorhen activities.
biolenviprocria.116b.3.1|Groundwater discharge is a major pathway for the delivery of freshwater and nutrients to surface water bodies. In recognition of the significance of groundwater as a potential pollution pathway and the challenges of localising and assessing inputs that are diffuse and highly variable, robust and effective GIS and remote sensing methodologies to facilitate national and water-body-scale assessments of the potential for groundwater discharge are presented. Firstly, lake water bodies were classified according to likelihood to receive groundwater discharge, defined within a GIS relative to a number of simple criteria including underlying aquifer type and presence of geologic faults, springs and other karst features. The approach facilitated a time- and cost-effective screening of over 800 lakes, which was completed to prioritise subsequent analyses of potential groundwater lake interactions using remotely sensed imagery. Surface water temperature and temperature anomaly maps generated using satellite imagery revealed thermal signals potentially indicative of groundwaterlake interactions. Furthermore, the results showed that larger (more negative) thermal anomaly values were associated with the higher likelihood classes. This research helps to set the foundation from which key knowledge gaps on the interaction between groundwater and lakes in Ireland can begin to be addressed.
20500185|Afforested catchments with acid bedrock are particularly susceptible to surface-water acidification. Liming has been used throughout Europe and North America as a means of mitigating the adverse effects of increased acidity of surface waters. One of the principal aims of liming is to increase alkalinity and pH to ensure suitable conditions for fish survival, in particular salmonids. This review examines the range of available liming methods in detail with specific emphasis on their potential use in afforested catchments in Ireland. The most promising method is the stream doser system because the dose rate can be varied automatically in response to changing stream conditions. Other methods worthy of further investigation include the spreading of lime on forest floors and the direct addition of limestone to stream beds. However, a better understanding of hydrological factors is required before a full assessment of terrestrial liming strategies can be made.
biolenviprocria.114B.1.1|Twenty-seven tufa-forming (petrifying) spring sites were found in ten valleys during a survey of the Slieve Bloom Mountains in 2007 and twenty are described. A site was defined as having active tufa formation inextricably associated with calcifying bryophyte species. This involved a total area of 0.15ha but there is estimated to be twice this amount of the habitat in the study area. Several morphological types were identified which were mainly the result of a low to very low flow of water on steep to gentle slopes, but bryophyte/tufa complexes also occurred on vertical faces, in flat areas and on small waterfalls. Sources of calcium in the area are Carboniferous Limestone-derived glacial drift and limited calcareous strata within the Old Red Sandstone bedrock. The living molluscan fauna, which included the rare
23033871|The diversity and distribution of Agaricomycete species in the Republic of Ireland (ROI) is examined and the records are compared with similar records from Northern Ireland, England, Scotland and Wales. The number of Agaricomycete species recorded from Ireland is much lower than in the other countries examined. The ROI has 100, 700, 1300 and 2200 fewer species than Northern Ireland, Wales, Scotland and England respectively. When species records according to major taxonomic clades are examined, it is evident that under-recording of Agaricomycete species from the ROI is common throughout all of the clades. Estimates of potential Agaricomycete diversity in the ROI indicate that 25 of the 26 counties have less than half of their likely Agaricomycete diversity recorded. Agaricomycete clades that have been reasonably well recorded and those that suffer from severe under-recording in Ireland have been identified, and preliminary lists of the 50 most common Agaricomycete and of possibly threatened Agaricomycetes in the ROI have been created. One of the main reasons for the low number of species recorded in the ROI is the lack of both professional and amateur mycologists conducting periodic surveys. This paper makes recommendations as to how the true Agaricomycete diversity of Ireland can be discovered.
20499943|Between 1988 and 1992, 69 sites from a total of 132 examined in County Dublin yielded charophytes. Sites ranged in size from canals and reservoirs to cattle drinking troughs and included locations of flowing, still and standing water. Eleven species of Charophyta, covering the genera Chara, Nitella and Tolypella, were recorded. In addition, physico-chemical analysis for a number of variables was carried out on water samples from 32 locations which yielded charophytes. The findings are discussed in relation to previous records for the vice-county and to aspects of the ecology of the recorded species as reported in the literature.
40716309|The aim of this study was to examine the seasonal variation in biomass, total nitrogen (Tot-N) and total phosphorus (Tot-P) content of Phragmites australis in a three-cell, free-water surface (FWS) constructed wetland in western Ireland and to investigate the effects of harvesting on its biomass and nutrient content. One cell of the wetland was divided into two plots: one plot, measuring 80m , was completely harvested on 16 June 2005, while the other plot, the control plot, remained uncut throughout the study duration. Completely randomised 0.64m areas within each plot were harvested to water level at intervals of approximately one month over an eight-month study period, and the shoot biomass and nutrient content were measured. In the control plot, the plant biomass, total nitrogen and total phosphorus content peaked in August. In the June-cut plot, the shoot biomass, total nitrogen and total phosphorus content peaked in September. The mean rate of dry matter production, defined as the mean daily rate of dry matter production per unit area per day between harvests, attained maximum rates of 12.8g m d and 4.2g m d for the control and June-cut plots, respectively, indicating that annual harvesting of emergent vegetation may not have any beneficial effect on biomass production or nutrient content under Irish climatic conditions.
biolenviprocria.116B.1.1|The island of Ireland (Ireland and Northern Ireland) has a long history with the plant pathogenic oomycete genus
biolenviprocria.117b.1.1|Mealybugs (Pseudococcidae) are widely distributed insects that damage a large variety of fruits, vegetables and other crops throughout the world. The soft and thin-skinned fig (
biolenviprocria.116b.3.1|The Environmental Protection Agency (EPA) Water Research Programme is focused on major environmental challenges and the provision of evidence, knowledge base and policy relevant solutions. By ensuring that its research programme is relevant, flexible and responsive, by making the research more accessible, and by involving the key actors in the co-design, monitoring and evaluation of the research, the EPA plays a key role in providing the evidence base to inform and support policy. The EPA Water Research Programme has also developed high quality research capacity and supported innovation that is internationally respected. The EPA supports the Irish research community in competing for European funding (e.g. Horizon 2020, Water Joint Programming Initiative (JPI)), and to date, the Irish research community has performed strongly in the water area. Over the coming years, the EPA Water Research Programme will ensure that it aligns itself with the latest priorities identified in the 2016 EPA State of the Environment report, the policy requirements at national and international level, the United Nations Sustainable Development Goals, as well as the Water JPI Strategic Research and Innovation Agenda, in addition to the upcoming Horizon 2020 research priorities.
20500103|The evidence for a succession of pronounced and abrupt climate oscillations during the last glacial cycle is discussed, and ideas about the causal mechanisms underlying these oscillations are reviewed. Special attention is paid to the sequence of climatic events that characterised the last glacial-interglacial transition (the LGIT--dated to c. 15 to 11.5ka BP) because the climatic events that occurred during this period can usually be quantified and dated more precisely than earlier climatic events. A study of the evidence from the LGIT might, therefore, throw light on the mechanisms driving some of the earlier abrupt climatic events. The evidence from ice-core, marine and terrestrial records for the LGIT is briefly reviewed, and the precision with which the records can be dated and correlated is considered. Some conclusions about the behaviour of climate in the north Atlantic region during the LGIT are drawn, and the importance of improved geochronology in future international palaeoclimate research agenda is highlighted.
20694888|The Water Framework Directive is the most important piece of European water legislation to date. It arose from the need to consolidate water policy and to integrate water-resources management, recognising the interrelationships between water quality and quantity, ground-water and surface water, an aquatic ecosystem approach and catchment-based management. The natural drainage-management units used are called river basin districts (RBDs). Eight RBDs have been established on the island of Ireland, including three international districts. The status of waters is assessed by comparison to undisturbed reference conditions. A range of aquatic biological quality elements are assessed. The directive aims to maintain 'high status' where it exists, to prevent any deterioration in the existing status of waters and to achieve at least 'good status' in relation to all waters by 2015. The roles of various public authorities in implementing the directive in Ireland and the mechanisms for NorthSouth coordination in relation to international districts are outlined in this paper. The importance of public consultation in the planning process is also described. The success of implementation to date is charted through a series of deliverables, and a brief outline of impending tasks is included. The role of strategic environmental assessment of river basin management plans is outlined, and progress to date is described.
20799781|The insects are the most diverse organisms on this planet and play an essential role in ecosystem functioning, yet we know very little about them. In light of the Convention on Biological Diversity, this paper summarises the known insect species numbers for Ireland and questions whether this is a true reflection of our insect diversity. The total number of known species for Ireland is 11,422. Using species accumulation curves and a comparison with the British fauna, this study shows that the Irish list is incomplete and that the actual species number is much higher. However, even with a reasonable knowledge of the species in Ireland, insects are such speciose, small, and inconspicuous animals that it is difficult to assess species loss. It is impossible to know at one point in time the number of insect species in Ireland and, although it is useful to summarise the known number of species, it is essential that biodiversity indicators, such as the Red List Index, are developed.
biolenviprocria.117b.2.77|The noble false widow
20500030|The length, age and growth rate of female silver eels trapped in the Burrishoole system, western Ireland, were investigated in 1987 and 1988. Length ranged from 40cm to 100cm, and age from 8 to 57 years. Of the total sample of 8612 eels measured, 0.7% were larger than 62cm: 0.6% in 1987 and 0.7% in 1988. Annual growth rates were generally faster for the larger eels (&gt;62cm). The growth curve for eels 62cm decreased annually, approaching an
