43739795|Humans|D006801|43327867|CT|Forced Humans: people|TI|MM;RC
24310468|Gabon|D005681|13673|MH|RtM via: Gabon;Forced Leaf Node Lookup:gabon|TI|MM|1228^5^0;812^5^0;419^5^0;104^5^0
24310468|Liberia|D007988|13673|MH|RtM via: Liberia;Forced Leaf Node Lookup:liberia|TI|MM|1963^7^0;1653^7^0;798^7^0;363^7^0;92^7^0
24310468|Central Nervous System Cysts|D020863|120957|MH|||RC
24310468|Pituitary Neoplasms|D010911|32387|MH|||RC
24310468|*Forests|D065928|657|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|142^7^0
24310468|*Taxation|D013660|81|ET|Entry Term Replacement for "Taxes";RtM via: Taxation;Forced Non-Leaf Node Lookup:taxation|TI|MM|615^8^0;407^8^0
42609931|*Trees|D014197|2897|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|765^5^0;668^5^0
42609931|*Soil|D012987|1051|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|328^4^0
42609931|*Forest|D065928|2493|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|829^6^0;231^6^0
42609931|VMBP protocol|C036046|1252|NM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|*Vincristine|D014750|1251|HM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|*Cisplatin|D002945|870|HM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|*Antineoplastic Combined Chemotherapy Protocols|D000971|243|HM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|*Bleomycin|D001761|411|HM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|*Methotrexate|D008727|699|HM|RtM via: VMBP protocol|TI|MM|2132^4^0
42609931|Far East|D005202|1000|MH|Forced Non-Leaf Node Lookup:east asia||MM|720^9^0
42609931|Asia|D001208|582|MH|RtM via: Asia|TI|MM|2743^4^0
42609931|Africa|D000349|207|MH|RtM via: Africa|TI|MM|2588^6^0;581^6^0
42609936|Suriname|D013532|1062|MH|RtM via: Suriname;Forced Leaf Node Lookup:suriname|TI|MM|1892^7^0;1184^3^0;1219^7^0;519^8^0
42609936|*Rainforest|D065947|936|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|100^11^0
42609936|*Domestication|D000071278|600|MH|RtM via: Domestication;Forced Leaf Node Lookup:domestication|TI|MM|970^13^0;272^13^0
42609936|*Acclimatization|D000064|1050|MH|RtM via: Acclimatization|TI|MM|442^10^0
42609936|*Adaptation, Physiological|D000222|549|MH|RtM via: Adaptation|TI|MM|442^10^0
42609936|*Healthcare Common Procedure Coding System|D049228|486|MH|RtM via: Modifier (core metadata concept)|TI|MM|900^8^0
24309857|Humans|D006801|35949|CT|Urban Population;CT Treecode Lookup: N01.600 (Urban Population)||RC
24309857|Pakistan|D010154|12101|MH|RtM via: Pakistan;Forced Leaf Node Lookup:pakistan|TI|MM|3113^8^0;2483^8^0;1821^8^0;1611^8^0;1248^8^0;600^8^0;391^8^0;21^8^0;1172^8^0
24309857|*State Government|D013219|11411|MH|RtM via: State Government;Forced Leaf Node Lookup:provincial government|TI|MM|926^22^0
24309857|*Conscience|D003242|11066|MH|RtM via: Conscience;Forced Leaf Node Lookup:consciences|TI|MM|1398^10^0
24309857|*Conservation of Natural Resources|D003247|10400|MH|Forced Leaf Node Lookup:deforestation|TI|MM|321^13^0;645^13^0
24309857|Urban Population|D014505|34949|MH|||RC
24309857|Poverty Areas|D011204|34538|MH|||RC
24309857|*Policy|D057766|2469|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|1004^6^0
24309857|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM;RC|2539^3^0
24309857|*Forests|D065928|192|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forestlands;Forced Non-Leaf Node Lookup:forests|TI|MM|1193^11^0;864^6^0;997^6^0;1063^10^0;766^6^0;583^6^0;464^6^0;240^6^0;42^7^0;791^6^0
43740328|*Forestry|D016468|3528|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|140^8^0
43740328|*Capacity Building|D057191|3105|MH|RtM via: Capacity Building;Forced Leaf Node Lookup:capacity building|TI|MM|913^17^0
43740328|*Strategic Planning|D000070318|1518|MH|RtM via: Strategic Planning;Forced Leaf Node Lookup:strategic planning|TI|MM|448^18^0;350^18^0
43740328|*Data Management|D000079803|3804|MH|RtM via: Databases|TI|MM|803^8^0
43740328|*Health Facilities|D006268|1191|MH|RtM via: Health care facility|TI|MM|987^13^0
43740328|India|D007194|1041|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM|3213^5^0;3008^5^0;2417^5^0;734^5^0;594^5^0;41^5^0;3032^5^0
43740328|*Knowledgebase|D051188|906|ET|Entry Term Replacement for "Knowledge Bases";RtM via: Knowledge Bases;Forced Non-Leaf Node Lookup:knowledge bases|TI|MM|65^14^0
43740328|*Forests|D065928|747|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|3015^6^0;718^6^0;577^6^0;428^6^0;211^7^0;49^6^0
43740328|*Technology|D013672|408|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|960^10^0
43740328|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2610^3^0;3081^3^0
43739759|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
43739759|*Forestry|D016468|3148|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|1012^8^0;690^8^0;410^8^0;200^8^0;1254^8^0;1350^8^0
43739759|relacin|C580565|1977|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2983^7^0
43739759|*Farmers|D000067565|1771|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|1155^6^0
43739759|Indonesia|D007214|1159|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|3834^9^0;716^9^0
43739759|*Government Agencies|D006077|3669|MH|RtM via: Government Agencies;Forced Non-Leaf Node Lookup:government agencies|TI|MM|345^19^0
43739759|*Government|D006076|3492|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1324^10^0
43739759|*Dipeptides|D004151|1976|HM|RtM via: relacin|TI|MM|2983^7^0
43739759|*Deoxyguanosine|D003849|1129|HM|RtM via: relacin|TI|MM|2983^7^0
43739759|*Forest|D065928|525|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1103^6^0;1162^6^0
43739759|Australia|D001315|276|MH|RtM via: Australia|TI|MM|3822^9^0;702^9^0
43739590|Animals|D000818|3496|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild)||MM;RC
43739590|Humans|D006801|1000|CT|Forced Humans:D Policy Makers||MM
43739590|*Animals, Wild|D000835|2058|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|238^8^0
43739590|relacin|C580565|1591|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|5230^7^0
43739590|*Goals|D006040|1500|MH|Forced Leaf Node Lookup:goals|TI|MM|350^5^0;689^5^0;1014^4^0;1080^4^0;1506^4^0;1721^4^0;1756^4^0
43739590|Cre recombinase|C045073|751|NM|Forced SCR Leaf Node Lookup:cre|TI|MM|2595^3^0
43739590|*Forests|D065928|2223|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forested areas|TI|MM|877^8^0;792^6^0;471^6^0;191^6^0;133^7^0;526^6^0
43739590|*Habitat|D017753|2004|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1043^7^0;533^7^0;2452^7^0;3045^7^0
43739590|*Biodiversity|D044822|1803|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|1869^12^0;337^12^0;91^12^0
43739590|*Dipeptides|D004151|1590|HM|RtM via: relacin|TI|MM|5230^7^0
43739590|*Deoxyguanosine|D003849|1056|HM|RtM via: relacin|TI|MM|5230^7^0
43739590|*Policy Makers|D000288|330|ET|Entry Term Replacement for "Administrative Personnel";RtM via: Policy Makers;Forced Non-Leaf Node Lookup:policy makers|TI|MM|1790^13^0
43739590|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|4425^3^0
43739509|Humans|D006801|2572|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
43739509|origen|C009784|1534|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|3479^6^0
43739509|*Conifers|D064028|1512|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|706^10^0;796^8^0
43739509|British Columbia|D001955|1056|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|2872^16^0;1290^16^0
43739509|*Goals|D006040|642|MH|Forced Leaf Node Lookup:goal|TI|MM|437^4^0;493^4^0
43739509|*Azocines|D001392|1533|HM|RtM via: origen|TI|MM|3479^6^0
43739509|*Forest|D065928|1125|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1063^6^0
43739509|*Ethnic Groups|D005006|1047|MH|RtM via: Chosen Chinese|TI|MM|848^6^0
43739509|*Problem Solving|D011340|978|MH|RtM via: Insight|TI|MM|1365^8^0
43739509|*Regeneration|D012038|366|MH|RtM via: regenerated;Forced Non-Leaf Node Lookup:regenerations|TI|MM|981^11^0;90^12^0;250^12^0;445^12^0;1134^12^0;1249^12^0;1393^12^0
24310495|relacin|C580565|29371|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3045^7^0
24310495|*Biomass|D018533|28797|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|973^7^0;2243^8^0
24310495|*Forestry|D016468|15876|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|853^8^0;41^8^0
24310495|*Remote Sensing Technology|D058998|13824|MH|Forced Leaf Node Lookup:remote sensing|TI|MM|72^14^0;138^14^0;487^14^0;674^14^0;822^14^0;1138^14^0
24310495|Tomography, Optical|D041622|54815|MH|||RC
24310495|*Dipeptides|D004151|29370|HM|RtM via: relacin|TI|MM|3045^7^0
24310495|*Deoxyguanosine|D003849|14424|HM|RtM via: relacin|TI|MM|3045^7^0
24310495|*Forests|D065928|1218|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1009^6^0;608^6^0;340^7^0
24310495|*Technology|D013672|636|MH|RtM via: Technology;Forced Non-Leaf Node Lookup:technology|TI|MM|105^10^0
43740311|*Ecosystem|D017753|1666|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|510^9^0;321^10^0
43740311|origen|C009784|1190|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|1378^6^0
43740311|Bangladesh|D001459|497|MH|RtM via: Bangladesh;Forced Leaf Node Lookup:bangladesh|TI|MM|2046^10^0;1820^10^0;1432^10^0;663^10^0;434^10^0;65^10^0
43740311|*Azocines|D001392|1189|HM|RtM via: origen|TI|MM|1378^6^0
43740311|*Forests|D065928|1170|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|632^6^0;620^7^0;403^6^0;314^6^0;168^6^0;54^7^0;503^6^0
43740311|*Government|D006076|1059|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|263^10^0
43740311|*Policy|D057766|906|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|274^6^0
43740327|*Forestry|D016468|3846|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|650^8^0;391^8^0;32^8^0;432^8^0
43740327|*Wood|D014934|1215|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|624^4^0
43740327|*Government|D006076|1266|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|964^10^0
43740327|*Policy|D057766|1113|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|1020^6^0;462^6^0
43740327|*Forests|D065928|1056|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|975^6^0;726^6^0;699^7^0;455^6^0;537^6^0;249^6^0;499^6^0
43740327|*Industry|D007221|1050|MH|RtM via: Industry|TI|MM|3373^10^0
43740327|*Agriculture|D000383|729|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|316^11^0;1464^11^0
43740327|India|D007194|399|MH|RtM via: India|TI|MM|3652^5^0;2577^5^0;50^5^0
43739427|*Hevea|D028482|8532|MH|RtM via: Hevea brasiliensis;RtM via: Rubber Tree;Forced Leaf Node Lookup:hevea brasiliensis;Forced Leaf Node Lookup:rubber tree;checkForceMH Boosted|TI|MM|2746^18^0;1323^18^0;34^18^0;21^11^0
43739427|*Rubber|D012408|5763|MH|RtM via: Rubber;Forced Leaf Node Lookup:natural rubbers;Forced Leaf Node Lookup:rubber;checkForceMH Boosted|TI|MM|1268^6^0;1119^6^0;758^6^0;573^6^0;139^14^0;672^6^0
43739427|*Latex|D007840|4594|MH|RtM via: latex;Forced Leaf Node Lookup:latex;checkForceMH Boosted|TI|MM|2164^5^0;2042^5^0;1411^5^0
43739427|relacin|C580565|1739|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|3373^7^0
43739427|*Logistic Models|D016015|1520|MH|RtM via: Logistic Models;Forced Leaf Node Lookup:logistic regressions|TI|MM|1013^8^1;1033^5^1
43739427|*Wood|D014934|947|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1206^4^0;158^4^0
43739427|Malaysia|D008296|836|MH|RtM via: Malaysia;Forced Leaf Node Lookup:malaysia|TI|MM|105^8^0
43739427|*Goals|D006040|833|MH|Forced Leaf Node Lookup:goals|TI|MM|317^5^0
43739427|*Remote Sensing Technology|D058998|833|MH|Forced Leaf Node Lookup:remote sensing|TI|MM|445^14^0
43739427|*Dipeptides|D004151|1738|HM|RtM via: relacin|TI|MM|3373^7^0
43739427|*Policy|D057766|1035|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|210^6^0
43739427|*Deoxyguanosine|D003849|920|HM|RtM via: relacin|TI|MM|3373^7^0
43739427|*Aggression|D000374|477|MH|RtM via: Butting|TI|MM|1669^4^0
43739427|*Data Source|D016247|423|ET|Entry Term Replacement for "Information Storage and Retrieval";RtM via: Data Sources;Forced Non-Leaf Node Lookup:data sources|TI|MM|1179^11^0
43739427|*Survey Methods|D011795|189|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Survey Methods;Forced Non-Leaf Node Lookup:survey methods|TI|MM|415^14^0
43740336|*Knowledge|D019359|792|MH|RtM via: Knowledge|TI|MM|905^9^0
43740336|*Prize|D001363|648|ET|Entry Term Replacement for "Awards and Prizes";RtM via: Prizes|TI|MM|1356^5^0
43740336|*Mental Disorders|D001523|357|MH|RtM via: Relationship problems (finding)|TI|MM|213^14^0
43740336|*Research Design|D012107|348|MH|RtM via: Chemical extraction|TI|MM|865^10^0
43740336|*Forests|D065928|81|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1704^4^0;1277^4^0;1168^4^0;1026^4^0;561^6^0;881^7^0;257^4^0;182^4^0;113^6^0
43740941|Animals|D000818|5527|CT|Bass;CT Treecode Lookup: B01.050.150.900.493 (Bass)|TI|MM
43740941|*Bass|D001492|1444|MH|RtM via: Bass;Forced Leaf Node Lookup:bass;checkForceMH Boosted|TI|MM|1607^4^0
43740941|*Wood|D014934|857|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|1384^4^0;121^4^0
43740941|*Sound|D013016|4527|MH|RtM via: sound frequency;RtM via: Sound - physical agent|TI|MM|404^15^0;1020^5^0;995^5^0;867^5^0;666^5^0;414^5^0
43740941|*Acoustics|D000162|3246|MH|RtM via: Acoustics;Forced Non-Leaf Node Lookup:acoustics|TI|MM|1265^8^0;1100^9^0
43740941|*Dietary Fiber|D004043|699|MH|RtM via: Dietary Fiber|TI|MM|2462^5^0;1140^5^0;1061^5^0;933^5^0;776^5^0;519^5^0
43740941|*Physical Phenomena|D055585|651|MH|RtM via: Force|TI|MM|2305^5^0
43740941|*Sons|D009679|579|ET|Entry Term Replacement for "Nuclear Family";RtM via: Son (person);Forced Non-Leaf Node Lookup:sons|TI|MM|2536^3^0;2154^3^0;1839^4^0;2209^3^0
24309853|relacin|C580565|120756|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|4135^7^0
24309853|*Indican|D007200|120584|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|3498^7^0
24309853|*Motivation|D009042|62881|MH|RtM via: Incentives;Forced Leaf Node Lookup:incentives|TI|MM|1127^10^0
24309853|*Wood|D014934|61045|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|652^4^0;69^4^0
24309853|*Ownership|D010067|60736|MH|RtM via: Ownership;Forced Leaf Node Lookup:ownership|TI|MM|1113^9^0;519^9^0;343^9^0;253^9^0;130^9^0
24309853|*Respect|D000078682|60484|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|2132^7^0
24309853|Clozapine|D003024|637571|MH|||RC
24309853|Antipsychotic Agents|D014150|272705|MH|||RC
24309853|*Dipeptides|D004151|120755|HM|RtM via: relacin|TI|MM|4135^7^0
24309853|*Deoxyguanosine|D003849|60463|HM|RtM via: relacin|TI|MM|4135^7^0
24309853|*Forests|D065928|627|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1195^6^0;939^6^0;507^6^0;589^7^0;331^6^0;306^6^0;212^7^0;168^6^0;86^6^0;837^7^0;711^6^0;736^6^0;778^6^0
24309853|*Government|D006076|612|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1102^10^0
24309853|*Certification|D002568|171|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|2311^13^0;2101^13^0;946^13^0;743^13^0
24309853|Conservation of Natural Resources|D003247|1000|MH|Forced Non-Leaf Node Lookup:land management||MM|175^15^0
42609642|*Larix|D028221|9648|MH|RtM via: Larix sibirica;Forced Leaf Node Lookup:larchs;Forced Leaf Node Lookup:larix;checkForceMH Boosted|TI|MM|1997^14^0;1045^14^0;221^14^0;214^5^0
42609642|*Forestry|D016468|5686|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|711^8^0
42609642|*Pinus|D028223|4369|MH|RtM via: Pinus sibirica;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|2030^14^0;1080^14^0;253^14^0;238^13^0
42609642|*Wood|D014934|2803|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|602^4^0
42609642|*Conifers|D064028|2584|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|192^8^0
42609642|*Conservation of Natural Resources|D003247|1318|MH|Forced Leaf Node Lookup:deforestation|TI|MM|403^13^0;547^13^0
42609642|Mongolia|D008986|1318|MH|RtM via: Mongolia;Forced Leaf Node Lookup:mongolia|TI|MM|2550^8^0;1810^8^0;688^8^0;59^8^0
42609642|*Pinus sylvestris|D041605|2619|MH|RtM via: Pinus sylvestris (plant)|TI|MM|273^10^0
42609642|*Fires|D005390|1947|MH|RtM via: Fire - disasters|TI|MM|343^5^0
42609642|*Forest|D065928|1878|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|421^6^0;44^6^0;149^6^0
42609642|*Natural Disasters|D000077587|1674|MH|RtM via: Natural Disasters;Forced Non-Leaf Node Lookup:natural disasters|TI|MM|301^17^0
42609642|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1975^3^0
42609311|Humans|D006801|1000|CT|Forced Humans:D Donor||MM
42609311|*Organizational Culture|D015279|7430|MH|RtM via: Organizational Culture;Forced Leaf Node Lookup:organisational cultures|TI|MM;RC|534^22^0
42609311|*Forestry|D016468|3719|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|654^8^0
42609311|*Trust|D035502|2189|MH|RtM via: Trust (Social Behavior);Forced Leaf Node Lookup:trust|TI|MM|486^5^0
42609311|*Dihydroergotamine|D004087|2110|MH|Forced Leaf Node Lookup:agit;checkForceMH Boosted|TI|MM|769^4^0
42609311|*Donor|D014019|2277|ET|Entry Term Replacement for "Tissue Donors";RtM via: Donor person;RtM via: Tissue Donors|TI|MM|347^5^0;139^5^0
42609311|*Forest|D065928|597|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|749^6^0;156^6^0
43740140|Animals|D000818|10819|CT|Isoptera;CT Treecode Lookup: B01.050.500.131 (Isoptera)||MM;RC
43740140|*Frankincense|D065260|9819|MH|RtM via: Frankincense;Forced Leaf Node Lookup:frankincense;checkForceMH Boosted|TI|MM|199^12^0
43740140|*Boswellia|D029743|4602|MH|RtM via: Boswellia sacra;RtM via: Boswellia papyrifera;RtM via: Boswellia serrata;Forced Leaf Node Lookup:boswellia;checkForceMH Boosted|TI|MM|199^12^0;1994^20^0;21^20^0;878^9^0
43740140|*Trees|D014197|3750|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|77^4^0
43740140|*Isoptera|D020049|3216|MH|RtM via: Isoptera;Forced Leaf Node Lookup:termites;checkForceMH Boosted|TI|MM|1543^8^0;543^7^0
43740140|*Forest|D065928|2229|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|183^6^0
43740140|*Fire|D005390|2175|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|480^4^0
43740140|*Agriculture|D000383|618|MH|RtM via: Agriculture|TI|MM|443^12^0
43740140|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socio-economic||MM;RC|257^14^0
43740140|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1040^3^0
43740140|Africa, Eastern|D000351|3|MH|RtM via: Africa, Eastern|TI|MM|105^14^0
43740335|Humans|D006801|4462|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
43740335|*Strategic Planning|D000070318|2165|MH|RtM via: Strategic Planning;Forced Leaf Node Lookup:strategic planning|TI|MM|258^18^0
43740335|*Wood|D014934|1079|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|870^4^0
43740335|*Research Personnel|D012108|3438|MH|RtM via: Independent Rater|TI|MM;RC|759^23^0
43740335|*Community Involvement|D003256|2097|ET|Entry Term Replacement for "Community Participation";RtM via: Community Participation;Forced Non-Leaf Node Lookup:community involvements|TI|MM|820^21^0
43740335|*Physical Phenomena|D055585|423|MH|RtM via: Energy, Physics|TI|MM|875^6^0
43740335|*Forest|D065928|402|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|610^6^0;527^6^0;114^6^0
43740335|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socio-economic||MM|508^14^0
43740335|India|D007194|0|MH|RtM via: India|TI|MM|1993^5^0;70^5^0
42609405|*Acacia|D000045|3024|MH|RtM via: Acacia nilotica;Forced Leaf Node Lookup:acacias;checkForceMH Boosted|TI|MM|3336^15^0;2826^15^0;867^15^0;424^15^0;1548^6^0;2068^6^0
42609405|*Leguminosae|D007887|2928|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: mimosoid clade;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|2863^11^0;1585^11^0;461^11^0;2876^11^0;1598^11^0;474^11^0
42609405|*Meliaceae|D029582|2571|MH|RtM via: Meliaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:meliaceae|TI|MM|2813^9^0;1532^9^0;409^9^0
42609405|*Noncommunicable Diseases|D000073296|2457|MH|RtM via: Noncommunicable Diseases;Forced Leaf Node Lookup:non-communicable diseases|TI|MM|604^25^0
42609405|*Azadirachta|D031601|2280|MH|RtM via: Azadirachta indica;Forced Leaf Node Lookup:azadirachta indicas;checkForceMH Boosted|TI|MM|3056^18^0;2784^18^0;631^18^0;380^18^0
42609405|*Trees|D014197|2145|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|272^4^0;31^4^0
42609405|*Wood|D014934|1383|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|932^4^0
42609405|Africa South of the Sahara|D017954|1119|MH|RtM via: Africa South of the Sahara;Forced Leaf Node Lookup:sub-sahara|TI|MM|723^18^0;3174^10^0
42609405|*Pesticides|D010575|993|MH|RtM via: Pesticides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pesticides|TI|MM|1968^10^0;855^10^0
42609405|*Acquired Immunodeficiency Syndrome|D000163|3090|MH|RtM via: Acquired Immunodeficiency Syndrome|TI|MM|566^8^0
42609405|*Malaria|D008288|1686|MH|RtM via: Malaria;Forced Non-Leaf Node Lookup:malaria|TI|MM|2976^7^0;1693^7^0;554^7^0
42609405|*Health Facilities|D006268|1332|MH|RtM via: Health care facility|TI|MM|72^11^0
42609405|*Medicine|D008511|906|MH|RtM via: Medicine|TI|MM|789^8^0
42609405|*Healthcare|D003695|825|ET|Entry Term Replacement for "Delivery of Health Care";RtM via: Health Care;Forced Non-Leaf Node Lookup:health care|TI|MM|72^11^0
42609405|*Attention|D001288|72|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|964^9^0;2172^9^0
42609405|India|D007194|435|MH|RtM via: India|TI|MM|3105^5^0;671^5^0
42609405|Sahara|D000352|282|ET|Entry Term Replacement for "Africa, Northern";RtM via: Sahara|TI|MM|3178^6^0
43739793|Humans|D006801|25186860|CT|Forced Humans: participants;Forced Lookup:participant;checkForceMH Boosted|TI|MM;RC|516^11^0;1598^11^0
43739793|Nepal|D009390|933481|MH|RtM via: Nepal;Forced Leaf Node Lookup:nepal|TI|MM|2856^5^0;601^5^0
43739793|Tanzania|D013636|933394|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM|2872^8^0;619^8^0
43739793|Kenya|D007630|933391|MH|RtM via: Kenya;Forced Leaf Node Lookup:kenya|TI|MM|1704^5^0;608^5^0
43739793|*Forestry|D016468|933328|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|811^8^0;581^8^0;241^8^0;49^8^0
43739793|*Age Factors|D000367|1272|MH|RtM via: generation difference|TI|MM;RC|872^10^1;892^6^1
43739793|*Interpersonal Relations|D007398|1071|MH|RtM via: Rapport|TI|MM|1766^7^0
43739793|*Households|D005191|900|ET|Entry Term Replacement for "Family Characteristics";RtM via: Households|TI|MM|1000^10^0
43739793|*Industrialized Countries|D019049|456|ET|Entry Term Replacement for "Developed Countries";RtM via: Developed Countries|TI|MM|312^24^0
43739793|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1241^3^0
43739793|Asia|D001208|417|MH|RtM via: Asia|TI|MM|2957^4^0;686^4^0
43739793|United Kingdom|D006113|240|MH|RtM via: United Kingdom|TI|MM|667^14^0
24309830|*Ecosystem|D017753|12509|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|527^10^0
