10.2307/2395210|Animals|D000818|8867|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
10.2307/2399762|*Habit|D006184|72|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|1476^5^0;1205^5^0;946^5^0
10.2307/2399762|Minerals|D008903|1000|MH|Forced Non-Leaf Node Lookup:minerals||MM|484^8^0
10.2307/2399935|Humans|D006801|1000|CT|Forced Humans:D Bisexual||MM
10.2307/2399935|*Pollination|D054817|47390|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|746^11^0
10.2307/2399935|*Pollen Tube|D053205|39346|MH|RtM via: Pollen Tube;Forced Leaf Node Lookup:pollen tubes|TI|MM;RC|970^11^0;897^12^0
10.2307/2399935|*Ovule|D056771|22097|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|958^6^0
10.2307/2399935|*Pollen Grain|D011058|25185|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM;RC|823^13^0;616^12^0
10.2307/2399935|*Flower|D035264|18651|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|159^6^0;32^6^0;807^6^0
10.2307/2399935|*Reproduction|D012098|11496|MH|RtM via: anther dehiscence;RtM via: Reproduction;RtM via: anther development|TI|MM;RC|677^17^0;1093^12^0;540^13^0
10.2307/2399935|*Epidermal Cells|D000078404|3132|MH|RtM via: Epidermal cells|TI|MM|585^9^0;233^9^0
10.2307/2399935|*Bisexual|D000072339|2550|ET|Entry Term Replacement for "Sexual and Gender Minorities";RtM via: Bisexuals;Forced Non-Leaf Node Lookup:bisexuals|TI|MM|68^8^0
10.2307/2399935|*Epidermis|D004817|1011|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|585^9^0;233^9^0
10.2307/2399935|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilizations||MM|1048^13^0
40389953|Animals|D000818|19002|CT|Porifera;CT Treecode Lookup: B01.050.500.802 (Porifera)||MM;RC
40389953|Brazil|D001938|18002|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|1204^6^0;1043^6^0;492^6^0;610^6^0
40389953|Venezuela|D014687|18002|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM;RC|555^9^0;626^9^0
40389953|Guyana|D006172|17135|MH|RtM via: Guyana;Forced Leaf Node Lookup:guyana|TI|MM;RC|1167^6^0;618^6^0
40389953|Bolivia|D001838|15059|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM;RC|503^7^0
40389953|Peru|D010568|15059|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM;RC|1132^4^0;704^4^0
40389953|Colombia|D003105|14741|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|1076^8^0;1006^8^0;542^8^0;641^8^0
40389953|*Rivers|D045483|3821|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|475^5^0;525^5^0
40389953|*Loganiaceae|D029541|3719|MH|RtM via: Loganiaceae;RtM via: Bonyunia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:loganiaceae|TI|MM|91^11^0;426^8^0;221^8^0;57^8^0
40389953|*Ecology|D004463|969|MH|RtM via: Ecology|TI|MM|253^12^0
40389953|*Flowers|D035264|960|MH|RtM via: Plant Calyx|TI|MM|395^5^0
40389953|*Plant Leaves|D018515|909|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|345^4^0
40389953|*Porifera|D011161|717|MH|RtM via: calyx <invertebrate>|TI|MM|395^5^0
40389953|*Habit|D006184|75|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|329^5^0
40035757|Bees|D001516|150334|CT|RtM via: Apis mellifera;RtM via: Bees;RtM via: Bombus griseocollis;Forced Leaf Node Lookup:bumblebees;Forced Leaf Node Lookup:honeybees;Forced Leaf Node Lookup:apis;Forced Leaf Node Lookup:bees|TI|MM;RC|1077^9^0;737^14^0;1229^4^0;888^4^0;605^19^0;866^10^0
40035757|Animals|D000818|150334|CT|RtM via: Apis mellifera;RtM via: Bees;RtM via: Bombus griseocollis;Hymenoptera;CT Treecode Lookup: B01.050.500.131 (Hymenoptera);Wasps;CT Treecode Lookup: B01.050.500.131 (Wasps);Insect;CT Treecode Lookup: B01.050.500.131 (Insect);CT Text Lookup: bees|TI|MM;RC|1077^9^0;737^14^0;1229^4^0;888^4^0;605^19^0
40035757|*Pollination|D054817|149334|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|1754^11^0;1541^10^0;1493^11^0;453^11^0;282^11^0;27^10^0;171^11^0
40035757|*Asclepias|D031108|40281|MH|RtM via: Asclepias syriaca;Forced Leaf Node Lookup:asclepias;checkForceMH Boosted|TI|MM;RC|325^17^0
40035757|*Wasps|D014863|27447|MH|RtM via: Wasps;Forced Leaf Node Lookup:wasps;checkForceMH Boosted|TI|MM|1238^5^0;1115^5^0;898^5^0;1462^5^0
40035757|*Symbiosis|D013559|11991|MH|RtM via: Mutualism;Forced Leaf Node Lookup:mutualism|TI|MM|96^10^0
40035757|*Prevalence|D015995|10584|MH|RtM via: Statistical Prevalence;Forced Leaf Node Lookup:prevalences|TI|MM|433^10^0
40035757|*Flowers|D035264|27132|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1323^8^0;539^7^0
40035757|*Insect|D007313|19728|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|1353^7^0;1007^6^0;690^7^0;416^7^0
40035757|*Plants|D010944|7584|MH|RtM via: Plants|TI|MM;RC|1056^5^0;917^6^0;777^6^0;508^5^0
40035757|*Reproduction|D012098|3912|MH|RtM via: flowering|TI|MM;RC|1821^9^0;306^9^0
10.2307/2399008|*Melastomataceae|D035322|22194|MH|RtM via: Melastomataceae;Forced Leaf Node Lookup:melastomataceae;checkForceMH Boosted|TI|MM;RC|182^15^0
10.2307/2399008|*Lythraceae|D029561|21810|MH|RtM via: Lythraceae;RtM via: Punicaceae;RtM via: Trapa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lythraceae|TI|MM;RC|128^10^0;150^10^0;565^5^0
10.2307/2399008|*Myrtaceae|D027822|18672|MH|RtM via: Myrtaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|199^9^0
10.2307/2399008|*Onagraceae|D029594|17478|MH|RtM via: Onagraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:onagraceae|TI|MM;RC|210^10^0
10.2307/2399008|*Myrtales|D000077148|15330|MH|RtM via: Oliniaceae;RtM via: Penaeaceae;RtM via: Myrtales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtales|TI|MM|222^10^0;234^10^0;1263^8^0;991^8^0;757^8^0;91^8^0;315^8^0
10.2307/2399008|*Rhizophoraceae|D043982|10992|MH|RtM via: Rhizophoraceae;Forced Leaf Node Lookup:rhizophoraceae;checkForceMH Boosted|TI|MM|1183^14^0
10.2307/2399008|*Syzygium|D027842|10599|MH|RtM via: Syzygium;Forced Leaf Node Lookup:syzygium;checkForceMH Boosted|TI|MM|490^8^0;552^8^0
10.2307/2399008|*Ovule|D056771|10476|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM;RC|426^5^0
10.2307/2399008|*Endosperm|D056625|9390|MH|RtM via: Endosperm;Forced Leaf Node Lookup:endosperms|TI|MM;RC|616^9^0
10.2307/2399008|*Combretaceae|D029764|8994|MH|RtM via: Combretaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:combretaceae|TI|MM|114^12^0
10.2307/2399008|*Thymelaeaceae|D029645|7674|MH|RtM via: Thymelaeaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:thymelaeaceae|TI|MM|708^13^0
10.2307/2399008|*Lecythidaceae|D031381|5742|MH|RtM via: Lecythidaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lecythidaceae|TI|MM|689^13^0
10.2307/2399008|*Seed|D012639|3471|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|656^4^0
10.2307/2399008|*Saxifragales|D000076607|2856|MH|RtM via: Haloragaceae|TI|MM|675^12^0
10.2307/2399008|*Malpighiales|D000076622|2736|MH|RtM via: Elatinaceae|TI|MM|975^11^0
10.2307/2399008|*Integumentary System|D034582|2307|MH|RtM via: Integumentary system|TI|MM|458^10^0;529^11^0
10.2307/2399455|*Trees|D014197|8386|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|53^4^0
10.2307/2399455|*Wood|D014934|6467|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|266^4^0
10.2307/2399455|*Onagraceae|D029594|4952|MH|RtM via: Onagraceae;RtM via: Ludwigia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:onagraceae|TI|MM;RC|465^10^0;829^8^0;618^8^0;282^8^0;28^8^0
10.2307/2399455|*Phloem|D052585|2966|MH|RtM via: Phloem;Forced Leaf Node Lookup:phloems|TI|MM|205^6^0
10.2307/2399455|*Water|D014867|2492|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1193^5^0
10.2307/2399455|*Temperature|D013696|1889|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1162^11^0
10.2307/2399455|*Ecology|D004463|5682|MH|RtM via: Ecology|TI|MM;RC|969^7^0;754^7^0
10.2307/2399455|*Biological Phenomena|D001686|1692|MH|RtM via: cellular entity retention|TI|MM|546^9^0
10.2307/2399455|*Physiological Phenomena|D010829|1461|MH|RtM via: Reflecting|TI|MM|955^10^0
10.2307/2399455|*Habit|D006184|78|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|132^5^0
10.2307/2399466|*Climates|D002980|588|ET|Entry Term Replacement for "Climate";RtM via: Climate|TI|MM;RC|38^8^0
10.2307/2399466|South America|D013020|336|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM;RC|58^13^0
40035488|Bees|D001516|194613|CT|RtM via: Bees;Forced Leaf Node Lookup:bees|TI|MM;RC|1197^4^0;1087^4^0;866^4^0;915^4^0;938^4^0
40035488|Animals|D000818|194613|CT|RtM via: Bees;Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies);Wasps;CT Treecode Lookup: B01.050.500.131 (Wasps);Insect;CT Treecode Lookup: B01.050.500.131 (Insect);Flies;CT Treecode Lookup: B01.050.500.131 (Flies);Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles);Bats;CT Treecode Lookup: B01.050.150.900.649.313.937 (Bats);CT Text Lookup: animal;CT Text Lookup: bees|TI|MM;RC|1197^4^0;1087^4^0;866^4^0;470^6^0
40035488|*Pollination|D054817|193613|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|2530^11^0;2696^10^0;2449^11^0;2368^11^0;2016^10^0;1778^10^0;1715^11^0;1506^10^0;1412^10^0;1183^10^0;1135^11^0;805^11^0;967^11^0;477^10^0;531^11^0;143^11^0;192^10^0;70^11^0
40035488|*Plant Nectar|D057048|53662|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM|1168^6^0;750^6^0
40035488|*Butterflies|D002080|53634|MH|RtM via: Butterflies;Forced Lookup:butterflies;Forced Leaf Node Lookup:butterflies;checkForceMH Boosted|TI|MM|980^11^0
40035488|*Melastomataceae|D035322|39706|MH|RtM via: Melastomataceae;Forced Leaf Node Lookup:melastomataceae;checkForceMH Boosted|TI|MM|587^15^0
40035488|*Wasps|D014863|39316|MH|RtM via: Wasps;Forced Leaf Node Lookup:wasps;checkForceMH Boosted|TI|MM|1212^5^0;921^5^0;1221^5^0
40035488|*Ecosystem|D017753|27947|MH|RtM via: Ecosystem;RtM via: Habitat;Forced Lookup:ecosystems|TI|MM;RC|1870^10^0;222^10^0;2295^8^0
40035488|Brazil|D001938|26885|MH|RtM via: Brazil;RtM via: brazilian;Forced Leaf Node Lookup:brazil|TI|MM;RC|281^6^0;1923^9^0
40035488|*Flies|D004175|22049|ET|Entry Term Replacement for "Diptera";RtM via: Diptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flies|TI|MM|1231^5^0
40035488|*Beetles|D001517|20831|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|993^7^0
40035488|*Asteraceae|D019659|19061|MH|RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|2399^10^0;559^10^0
40035488|*Rainforest|D065947|18587|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|355^11^0
40035488|*Odorants|D009812|18182|MH|RtM via: Odors;Forced Leaf Node Lookup:odor|TI|MM|1071^4^0
40035488|*Bats|D002685|18104|ET|Entry Term Replacement for "Chiroptera";RtM via: Chiroptera;checkForceMH Boosted|TI|MM|1051^4^0
40035488|*Color|D003116|15910|MH|Forced Leaf Node Lookup:colors|TI|MM;RC|797^6^0
40035488|*Prevalence|D015995|15809|MH|RtM via: Statistical Prevalence;Forced Leaf Node Lookup:prevalences|TI|MM|2385^10^0
40035488|*Altitude|D000531|15653|MH|Forced Leaf Node Lookup:altitudes|TI|MM|243^8^0;2133^8^0
40035488|*Grassland|D065948|15653|MH|Forced Leaf Node Lookup:grasslands|TI|MM|252^10^0;441^10^0;1817^10^0;1985^10^0;2142^10^0;2637^10^0
40035488|*Flowers|D035264|48267|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|2557^7^0;1175^7^0
40035488|*Insect|D007313|36417|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|1258^6^0
40035488|Moths|D009036|1000|MH|Forced Non-Leaf Node Lookup:hawkmoths||MM;RC|1057^9^0
40035488|*Reward|D012201|267|MH|RtM via: Rewards;Forced Non-Leaf Node Lookup:rewards|TI|MM|762^6^0
41238114|*Flowering Plants|D019684|300086|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Cornales;RtM via: Geraniales;RtM via: Magnoliales;RtM via: Order Sapindales;RtM via: Subclass Magnoliidae;RtM via: lamiids;RtM via: Angiosperm;RtM via: Brassicales;RtM via: Magnoliopsida;RtM via: campanulids;RtM via: Order Fabales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flowering plants|TI|MM;RC|1856^8^0;1499^8^0;1675^10^0;1889^11^0;1964^10^0;1777^10^0;1126^10^0;1866^12^0;1513^12^0;2110^10^0;1074^11^0;946^16^0;847^11^0;1947^11^0;1739^11^0;1541^11^0;1695^7^0;2161^10^0
41238114|*Gymnosperms|D032462|89558|ET|Entry Term Replacement for "Cycadopsida";RtM via: Cycadopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gymnosperms|TI|MM|148^11^0
41238114|*Nymphaeaceae|D030702|73982|MH|RtM via: Nymphaeaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nymphaeaceae|TI|MM|1004^12^0
41238114|*Dilleniaceae|D045466|57445|MH|RtM via: Dilleniaceae;Forced Leaf Node Lookup:dilleniaceae;checkForceMH Boosted|TI|MM|1326^12^0
41238114|*Acorus|D029023|49477|MH|RtM via: Acorus;Forced Leaf Node Lookup:acorus;checkForceMH Boosted|TI|MM|1087^6^0
41238114|*Xanthine Dehydrogenase|D014968|49462|MH|Forced Leaf Node Lookup:xanthine dehydrogenase;checkForceMH Boosted|TI|MM|38^22^0
41238114|*Phylogeny|D010802|47414|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM;RC|2121^13^0
41238114|*Proteaceae|D039105|40400|MH|RtM via: Proteaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:proteaceae|TI|MM|1258^10^0
41238114|*Ericales|D020448|39350|MH|RtM via: Ericales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ericales|TI|MM|1843^8^0;1489^8^0
41238114|*Buxaceae|D031234|38054|MH|RtM via: Buxaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:buxaceae|TI|MM|1299^8^0
41238114|*Rosales|D019685|37841|MH|RtM via: Rosales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rosales|TI|MM|1687^7^0
41238114|*DNA, Ribosomal|D004275|37049|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM;RC|692^13^0
41238114|*Malvales|D000077142|35759|MH|RtM via: Malvales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malvales|TI|MM|1915^8^0;1751^8^0
41238114|*Rutaceae|D027821|35675|MH|RtM via: Rutaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rutaceae|TI|MM|1925^8^0
41238114|*Celastrales|D000074423|35390|MH|RtM via: Celastrales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:celastrales|TI|MM|1712^11^0
41238114|*Saxifragales|D000076607|34250|MH|RtM via: Saxifragales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:saxifragales|TI|MM|1606^12^0
41238114|*Caryophyllales|D000073559|33485|MH|RtM via: Caryophyllales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:caryophyllales|TI|MM|1827^14^0;1629^14^0
41238114|*Santalaceae|D029630|33404|MH|RtM via: Santalaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:santalaceae|TI|MM|1339^11^0
41238114|*Ranunculales|D000076664|32870|MH|RtM via: Ranunculales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ranunculales|TI|MM|1245^12^0
41238114|*Laurales|D000073571|32735|MH|RtM via: Laurales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:laurales|TI|MM|1905^8^0
41238114|*Austrobaileyales|D000076667|30440|MH|RtM via: Austrobaileyales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:austrobaileyales|TI|MM|1175^16^0;1022^16^0
41238114|*Malpighiales|D000076622|30065|MH|RtM via: Malpighiales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malpighiales|TI|MM|1725^12^0
41238114|*Fagales|D000073567|26309|MH|RtM via: Fagales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fagales|TI|MM|1703^7^0
41238114|*Myrtales|D000077148|25895|MH|RtM via: Myrtales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtales|TI|MM|1620^8^0
41238114|*Chloroplast|D002736|2952|ET|Entry Term Replacement for "Chloroplasts";RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM|314^11^0
10.2307/2399516|*Phylogeny|D010802|36626|MH|RtM via: Phylogeny;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships;Forced Leaf Node Lookup:phylogenetic analyses;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM;RC|28^26^0;1413^21^0;1126^12^0;337^21^0
10.2307/2399516|*Onagraceae|D029594|29042|MH|RtM via: Circaea;RtM via: Ludwigia;RtM via: Onagraceae;RtM via: Fuchsia;RtM via: Hauya;checkForceMH Boosted;Forced Non-Leaf Node Lookup:onagraceae|TI|MM;RC|1198^7^0;227^7^0;530^8^0;267^8^0;1010^10^0;203^10^0;69^10^0;1207^7^0;236^7^0;1220^5^0;245^5^0
10.2307/2399516|*DNA, Ribosomal|D004275|15842|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM;RC|100^13^0
10.2307/2399516|*Epilobium|D031666|14179|MH|RtM via: Epilobium;Forced Leaf Node Lookup:epilobiums;checkForceMH Boosted|TI|MM|1461^9^0;1308^9^0;953^9^0;296^9^0
10.2307/2399516|*Oenothera|D031664|10415|MH|RtM via: Oenothera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oenotheras|TI|MM|1294^9^0;252^9^0
10.2307/2399516|*Principal Component Analysis|D025341|6407|MH|RtM via: Principal Component Analysis;RtM via: Principal component analysis of arterial velocity waveform;Forced Leaf Node Lookup:principal component analysis|TI|MM|1362^28^0
10.2307/2399516|*Biological Evolution|D005075|15483|MH|RtM via: Biological Evolution|TI|MM;RC|1521^12^0
10.2307/2399516|*Site Mapping, Restriction|D015183|8256|ET|Entry Term Replacement for "Restriction Mapping";RtM via: Restriction Mapping;Forced Non-Leaf Node Lookup:restriction site mappings|TI|MM;RC|114^24^0
10.2307/2399516|*Cluster Analysis|D016000|2892|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|1341^16^0;586^16^0
10.2307/2399516|*Base Sequence|D001483|2496|MH|RtM via: Restriction Site|TI|MM;RC|151^17^0
10.2307/2394735|Female|D005260|19580|CT|Forced Lookup:female|TI|MM|729^6^0
10.2307/2394735|Male|D008297|19580|CT|Forced Lookup:male|TI|MM|696^4^0
10.2307/2394735|Humans|D006801|19580|CT|Male Sterility;CT Treecode Lookup: C12.294.365.700 (Male Sterility)|TI|MM
10.2307/2394735|gibberellic acid|C007842|18580|NM|RtM via: gibberellic acid;Forced SCR Leaf Node Lookup:gibberellic acid|TI|MM|1178^2^0;999^2^0;858^2^0;680^2^0;569^2^0;446^2^0;347^16^0;153^16^0
10.2307/2394735|*Zea mays|D003313|11382|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM;RC|968^5^0;402^6^0;96^5^0
10.2307/2394735|*Inflorescence|D056626|6816|MH|RtM via: Tassel;Forced Leaf Node Lookup:tassels|TI|MM|762^7^0;509^6^0
10.2307/2394735|*Inbreeding|D007178|4161|MH|RtM via: Inbreeding;Forced Leaf Node Lookup:inbreeding|TI|MM|639^10^0
10.2307/2394735|*Seasons|D012621|2922|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|193^6^0
10.2307/2394735|Missouri|D008923|1977|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|1295^8^0;1229^8^0
10.2307/2394735|*Gibberellins|D005875|18579|HM|RtM via: gibberellic acid|TI|MM;RC|1178^2^0;999^2^0;858^2^0;680^2^0;569^2^0;446^2^0;347^16^0;153^16^0
10.2307/2394735|*Plant Development|D063245|3993|MH|RtM via: Plant Development|TI|MM|34^12^0
10.2307/2394735|*Plant Roots|D018517|3603|MH|RtM via: Plant Roots|TI|MM;RC|786^5^0
10.2307/2394735|*Male Sterility|D007248|123|ET|Entry Term Replacement for "Infertility, Male";RtM via: Male sterility;Forced Non-Leaf Node Lookup:male sterility|TI|MM|696^14^0
10.2307/2394735|*Schools|D012574|78|MH|RtM via: High Schools;Forced Non-Leaf Node Lookup:schools|TI|MM|1348^11^0;1353^6^0
10.2307/2394735|*Respiration|D012119|69|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|1051^11^0
10.2307/2394735|Homicide|D006708|1000|MH|Forced Non-Leaf Node Lookup:killings||MM|601^7^0
10.2307/2394735|Minerals|D008903|1000|MH|Forced Non-Leaf Node Lookup:minerals||MM|873^7^0
10.2307/2394735|Massachusetts|D008404|3|MH|RtM via: Massachusetts (geographic location)|TI|MM|1377^13^0
10.2307/2399246|Humans|D006801|6178|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans);African American;CT Treecode Lookup: M01.686 (African American)|TI|MM
10.2307/2399246|*Rainforest|D065947|2785|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|285^11^0
10.2307/2399246|Antarctic Regions|D000864|2732|MH|RtM via: Antarctica;RtM via: Antarctic (geographic area);Forced Leaf Node Lookup:antarctica|TI|MM;RC|670^10^0;412^9^0
10.2307/2399246|Madagascar|D008270|1408|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM;RC|430^10^0
10.2307/2399246|*Climate|D002980|5178|MH|RtM via: Climate|TI|MM;RC|772^7^0
10.2307/2399246|Africa|D000349|2046|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM;RC|233^6^0
10.2307/2399246|*Hispanic Americans|D006630|1320|MH|RtM via: South American|TI|MM|397^14^0
10.2307/2399246|*African American|D001741|1002|ET|Entry Term Replacement for "African Americans";RtM via: African American|TI|MM|403^8^1;422^7^1
10.2307/2399246|*Pollen|D011058|405|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|28^6^0
10.2307/2399490|*Mimosa|D031298|2254|MH|RtM via: Mimosa;Forced Leaf Node Lookup:mimosas;checkForceMH Boosted|TI|MM;RC|320^6^0;121^6^0;78^6^0
10.2307/2399490|Animal Distribution|D063147|134|MH|||RC
10.2307/2399490|Phylogeny|D010802|75|MH|||RC
10.2307/2399490|*Physical Phenomena|D055585|24|MH|RtM via: Affinity|TI|MM|203^8^0
10.2307/2398949|*Plants|D010944|5298|MH|RtM via: Plants|TI|MM;RC|469^6^0
10.2307/2398949|*Tracheophyta|D064028|2598|MH|RtM via: Tracheophyta|TI|MM|173^15^0
10.2307/2398949|*Seasons|D012621|2202|MH|RtM via: Summer|TI|MM;RC|322^6^0
10.2307/2398949|Central America|D002489|1113|MH|RtM via: Central America;Forced Non-Leaf Node Lookup:central america|TI|MM|575^15^0
10.2307/2398949|Caribbean|D017691|687|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|553^9^0
10.2307/2394734|Animals|D000818|7122|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
10.2307/2394734|*Zea mays|D003313|6122|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM;RC|63^5^0
10.2307/2394734|*Universities|D014495|520|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|590^10^0
10.2307/2394734|*Subcutaneous Tissue|D040521|499|MH|RtM via: Subcutaneous Tissue;Forced Leaf Node Lookup:hypodermis|TI|MM|174^10^0
10.2307/2394734|Georgia|D005845|469|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM;RC|614^7^0
10.2307/2394734|*Race Factors|D000076782|463|MH|Forced Leaf Node Lookup:racial differences|TI|MM|412^18^0
10.2307/2394734|*Poaceae|D006109|4302|MH|RtM via: Tripsacum|TI|MM;RC|555^9^0
10.2307/2394734|*Gastropoda|D049851|99|MH|RtM via: Atlanta|TI|MM|602^7^0
10.2307/2394734|*Personality|D010551|48|MH|RtM via: Disposition|TI|MM|277^11^0
10.2307/2394734|*Tongue Diseases|D014060|36|MH|RtM via: Location of Oral Residue Following Swallowing|TI|MM|134^7^0
10.2307/2394837|United States|D014481|2023|CT|RtM via: United States|TI|MM;RC|241^4^1;250^1^1;148^2^1;155^1^1
10.2307/2394837|Missouri|D008923|396|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|114^8^0
10.2307/2394837|Introduced Species|D058865|140|MH|||RC
