42606754|Humans|D006801|3619|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
42607196|Australia|D001315|407909|MH|Forced Leaf Node Lookup:australian;Geo Lookup:australian|TI;AB|MM|241^10^0
42607196|Kenya|D007630|407909|MH|RtM via: Kenya;Forced Leaf Node Lookup:kenya|TI|MM|1291^5^0;797^5^0;263^5^0
42607196|Zimbabwe|D015030|407909|MH|RtM via: Zimbabwe;Forced Leaf Node Lookup:zimbabwe|TI|MM|1310^8^0;816^8^0;283^8^0
42607196|*Human Resources|D000078329|1224|ET|Entry Term Replacement for "Workforce";RtM via: Workforce - population group;Forced Non-Leaf Node Lookup:human resources|TI|MM|486^15^0
42607196|*Knowledge|D019359|741|MH|RtM via: Knowledge|TI|MM|463^9^0
42607196|*Continental Population Groups|D044469|537|MH|RtM via: Australian|TI|MM|241^10^0
42607196|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socio-economic||MM|58^14^0
42603451|*Trees|D014197|17711|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|421^5^0
42603451|*Wood|D014934|6445|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|786^4^0
42603451|*Cyclonic Storms|D055867|5198|MH|RtM via: Cyclonic Storms;Forced Leaf Node Lookup:cyclones|TI|MM;RC|891^8^0;98^7^0
42603451|*Wind|D014919|5149|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|942^4^0
42603451|*Conifers|D064028|4414|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|43^8^0
42603451|*Forest|D065928|15288|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|66^6^0
42603451|*Cycadopsida|D032462|1785|MH|RtM via: Division Coniferophyta (organism)|TI|MM|43^8^0
42603451|*Physical Phenomena|D055585|699|MH|RtM via: Compression|TI|MM|774^11^0
42603451|Fungi|D005658|1000|MH|Forced Non-Leaf Node Lookup:fungus||MM|450^6^0
42609985|*Picea|D028222|3526|MH|RtM via: Picea;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|934^6^0;78^6^0;2095^5^0
42609985|*Biomass|D018533|2644|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|686^7^0;535^7^0;310^7^0;234^7^0;21^7^0;998^8^0;1326^8^0;1377^8^0;1551^8^0;1728^8^0;1987^8^0
42609985|*Abies|D028202|2032|MH|Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|2101^5^0
42609985|*Needles|D009339|1373|MH|RtM via: Needle device;Forced Leaf Node Lookup:needles|TI|MM|442^7^0
42609985|*Sensitivity Training Groups|D012681|1301|MH|RtM via: Sensitivity Training Groups;Forced Leaf Node Lookup:t groups|TI|MM|1183^8^0
42609985|Belgium|D001530|1061|MH|RtM via: Belgians;Forced Leaf Node Lookup:belgians|TI|MM|99^7^0
42609985|*Pica|D010842|1016|MH|Forced Leaf Node Lookup:pica|TI|MM|2024^4^0
42609985|CHOP protocol|C034587|6022|NM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine|TI|MM|2610^4^0
42609985|VAP-cyclo protocol|C036337|6022|NM|RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Vincristine|D014750|6021|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Cyclophosphamide|D003520|3768|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Antineoplastic Combined Chemotherapy Protocols|D000971|606|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Doxorubicin|D004317|1383|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine;RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Prednisone|D011241|1662|HM|RtM via: CHOP protocol-cyclophosphamide/doxorubicin/prednisone/vincristine|TI|MM|2610^4^0
42609985|*Prednisolone|D011239|741|HM|RtM via: CHOP regimen|TI|MM|2610^4^0
42609985|*Forest|D065928|1191|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|941^6^0;792^6^0;85^6^0
42609985|*Plant Leaves|D018515|228|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|530^4^0;376^6^0
42606598|United States|D014481|3268|CT|United States Agency for International Development;CT Treecode Lookup: I01.409.418.750 (United States Agency for International Development);United States Agency for International Development;CT Treecode Lookup: N03.540.348.500.500 (United States Agency for International Development)||MM
42606598|*Forestry|D016468|2268|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|302^8^0
42606598|*Private Sector|D017149|2124|MH|RtM via: Private Enterprise;Forced Leaf Node Lookup:private enterprises|TI|MM|398^19^0;110^18^0
42606598|*Economic Development|D057217|1671|MH|RtM via: Economic Growth;Forced Leaf Node Lookup:economic growth|TI|MM|167^15^0
42606598|*Dihydroergotamine|D004087|1224|MH|RtM via: Seglor;Forced Leaf Node Lookup:agit;checkForceMH Boosted|TI|MM|749^4^0
42606598|*United States Agency for International Development|D054702|558|MH|Forced Leaf Node Lookup:agency for international development|TI|MM|48^36^0
42606598|*Organizations|D009938|2049|MH|RtM via: Agencies|TI|MM|48^6^0
42606598|*Policy|D057766|1581|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|197^6^0;29^6^0
42606598|*Forest|D065928|441|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|385^6^0
42603130|*Lightning|D008030|3626|MH|RtM via: Lightning (phenomenon);Forced Leaf Node Lookup:lightnings|TI|MM;RC|315^9^0;42^9^0
42603130|*Incidence|D015994|680|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|302^9^0
42603130|*Forest|D065928|8424|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|157^6^0;192^6^0;395^6^0
42603130|Trees|D014197|908|MH|||RC
42605281|*Forestry|D016468|8945|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|1236^8^0
42605281|*Grasses|D006109|5156|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|444^7^0
42605281|*Plants|D010944|3861|MH|RtM via: Plants|TI|MM;RC|280^8^0
42605281|Agriculture|D000383|1298|MH|||RC
42605281|Africa|D000349|45|MH|RtM via: Africa|TI|MM|1156^6^0
42604903|*Pinus|D028223|8710|MH|RtM via: Pinus <genus>;RtM via: Pinus patula;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|627^4^0;73^12^0
42604903|*Fomes|D055453|769|ET|Entry Term Replacement for "Coriolaceae";RtM via: Fomes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fomes|TI|MM|321^5^0
42604903|Phylogeny|D010802|152|MH|||RC
42604903|*Biochemical Phenomena|D001669|141|MH|RtM via: Resistance Process|TI|MM|139^9^0
42604903|*Fomites|D050456|141|MH|RtM via: Fomites|TI|MM|321^5^0
42604903|Central America|D002489|3|MH|RtM via: Central America|TI|MM|511^15^0
42604412|*Larix|D028221|15399|MH|RtM via: Larix;Forced Leaf Node Lookup:larchs;checkForceMH Boosted|TI|MM;RC|678^5^0
42604412|*Conifer|D064028|8940|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM;RC|1315^10^0;1046^10^0;740^7^0
42604412|*Betula|D029662|7305|MH|RtM via: Betula Genus;Forced Leaf Node Lookup:birchs;checkForceMH Boosted|TI|MM|764^5^0
42604412|Siberia|D012800|2742|MH|RtM via: Siberia;Forced Leaf Node Lookup:siberia|TI|MM|702^7^0
42604412|United Kingdom|D006113|2742|MH|Forced Lookup:britain|TI|MM|1249^7^0
42604412|*Forests|D065928|22530|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|684^6^0;568^6^0;519^7^0;428^7^0;181^7^0;101^6^0
42604412|*Pinus sylvestris|D041605|8490|MH|RtM via: Pinus sylvestris (plant)|TI|MM;RC|497^10^0
42604412|*Picea|D028222|4350|MH|RtM via: Picea|TI|MM|512^6^0
42604412|*Betulaceae|D029401|2667|MH|RtM via: Betulaceae|TI|MM|764^5^0
42604412|USSR|D014586|1000|MH|Forced Non-Leaf Node Lookup:ussr||MM|52^4^0;196^4^0;538^4^0;841^4^0;1095^4^0
42604412|Canada|D002170|468|MH|RtM via: Canada|TI|MM|245^6^0
42604412|Far East|D005202|96|MH|RtM via: Far East|TI|MM|718^8^0
42604302|*Trees|D014197|15446|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|76^5^0
42604302|Netherlands|D009426|3076|MH|RtM via: Netherlands;Forced Leaf Node Lookup:netherlands|TI|MM|940^11^0
42604302|*Forest|D065928|13956|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1131^6^0;718^6^0
42604302|*Photographies|D010781|1011|ET|Entry Term Replacement for "Photography";RtM via: Photography|TI|MM;RC|289^12^0
42604302|*Research Institute|D000047|396|ET|Entry Term Replacement for "Academies and Institutes";RtM via: Research Institutes;RtM via: Institutes;Forced Non-Leaf Node Lookup:research institutes|TI|MM|1138^18^0;904^9^0
42604302|India|D007194|123|MH|RtM via: India|TI|MM|331^5^0
42605006|Animals|D000818|10335|CT|Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
42605006|*Germination|D018525|9335|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|413^11^0;305^11^0
42605006|*Seasons|D012621|6995|MH|RtM via: Seasonal Variation;Forced Leaf Node Lookup:seasonal variations|TI|MM;RC|177^18^0
42605006|*Fruit|D005638|6616|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|595^6^0;236^6^0;657^6^0;210^5^0
42605006|*Weevils|D048889|4789|MH|RtM via: Weevils;Forced Leaf Node Lookup:weevils;checkForceMH Boosted|TI|MM|512^7^0
42605006|*Terminalia|D029766|4096|MH|RtM via: Terminalia ivorensis;Forced Leaf Node Lookup:terminalias;checkForceMH Boosted|TI|MM|21^20^0
42605006|*Accidental Falls|D000058|1424|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falling|TI|MM|602^7^0;270^4^0
42605006|*Flower|D035264|3684|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|199^6^0
42605006|*Climate|D002980|3021|MH|RtM via: Seasonal variation (climate)|TI|MM|177^18^0
42605006|*Coleoptera|D001517|1251|MH|RtM via: Nanophyes|TI|MM|521^9^0
42605006|*Reproduction|D012098|939|MH|RtM via: fruit development;RtM via: ripening|TI|MM|210^17^0;650^13^0;617^8^0
42605006|Africa, Western|D000354|0|MH|RtM via: West African country|TI|MM|97^22^0
42603276|*Prometryne|D011400|37929|MH|RtM via: Prometryne;Forced Leaf Node Lookup:prometryne;checkForceMH Boosted|TI|MM;RC|430^10^0;105^10^0
42603276|*Weed Control|D058728|17898|MH|RtM via: Weed Control;Forced Leaf Node Lookup:weed control|TI|MM;RC|353^12^0;170^12^0
42603276|*Seedlings|D036226|8574|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|137^8^0
42603276|*Triazine|D014227|7377|ET|Entry Term Replacement for "Triazines";RtM via: Triazines;checkForceMH Boosted;Forced Non-Leaf Node Lookup:triazines|TI|MM;RC|270^8^0
42603276|*Emulsions|D004655|6684|MH|RtM via: Drug emulsion;RtM via: Emulsions;Forced Leaf Node Lookup:emulsion|TI|MM|467^8^0
42603276|*Pinus|D028223|5496|MH|RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|146^5^0
42603276|*Water|D014867|4203|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|444^5^0;119^5^0;461^5^0
42603276|*Herbicides|D006540|9519|MH|RtM via: Urea herbicide;Forced Non-Leaf Node Lookup:herbicides|TI|MM;RC|283^15^0;288^10^0
42603276|*Plant Oils|D010938|2364|MH|RtM via: Plant Oils|TI|MM|309^4^0
42603276|*Organic Chemicals|D009930|798|MH|RtM via: Urea herbicide|TI|MM|283^15^0
42603276|*Environment|D004777|579|MH|RtM via: Acre (geographic area)|TI|MM|97^4^0
42603276|Urea|D014508|1000|MH|Forced Non-Leaf Node Lookup:urea||MM|283^4^0
43737754|Puerto Rico|D011647|1189|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|1704^11^0;93^11^0
43737754|*Survey|D011795|2499|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM;RC|608^8^0;70^8^0
43737754|*Verbenaceae|D029648|1503|MH|RtM via: Tectona grandis|TI|MM|1671^15^0;805^15^0;49^15^0;471^4^0;332^4^0
43737754|*Rest|D012146|993|MH|RtM via: Rest|TI|MM|146^4^0
43737754|*Lamiaceae|D019686|906|MH|RtM via: Tectona grandis|TI|MM|1671^15^0;805^15^0;49^15^0;471^4^0;332^4^0
42603453|Humans|D006801|18578|CT|CT Text Lookup: workers|TI|MM;RC|98^7^0
42603453|Aged|D000368|1000|CT|Forced Age Group: aged||MM|751^4^0
42603453|*Trees|D014197|17578|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|818^5^0
42603453|*Reference Values|D012016|1799|MH|RtM via: Normal Range;Forced Leaf Node Lookup:normal ranges|TI|MM|248^12^0
42603453|Tropical Climate|D014329|1838|MH|||RC
42603453|*Research|D012106|1245|MH|RtM via: Study|TI|MM|1039^7^0
42603453|*Crops, Agricultural|D018556|1158|MH|RtM via: Agricultural Crops|TI|MM|1307^5^0;756^5^0;284^5^0
42608066|Humans|D006801|3196|CT|Continental Population Groups;CT Treecode Lookup: M01.686 (Continental Population Groups);Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
42608066|*Quercus|D029963|2196|MH|RtM via: Oak Tree;Forced Leaf Node Lookup:oak trees;checkForceMH Boosted|TI|MM|404^9^0;57^3^0;1115^3^0
42608066|*Trees|D014197|1677|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1054^4^0;259^5^0
42608066|*Wood|D014934|1365|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|345^4^0;221^4^0
42608066|*Motivation|D009042|795|MH|RtM via: Disincentives;Forced Leaf Node Lookup:disincentives|TI|MM|85^12^0
42608066|*SE-30|D012826|483|ET|Entry Term Replacement for "Silicone Elastomers";RtM via: SE-30;checkForceMH Boosted|TI|MM|3287^2^1;3367^2^1
42608066|Plant Breeding|D000069600|1336|MH|Replacement of Breeding Plants Found||MM
42608066|*Continental Population Groups|D044469|2034|MH|RtM via: Indic|TI|MM|3787^5^0
42608066|*Ethnic Groups|D005006|1068|MH|RtM via: Chosen Chinese|TI|MM|613^6^0
42608066|*Cyclophosphamide|D003520|606|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2435^4^0;1689^4^0;1522^4^0
42608066|*Biological Phenomena|D001686|480|MH|RtM via: Tissue Growth|TI|MM|534^6^0;101^7^0
42608066|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3949^3^0
43738149|*Forest|D065928|13878|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|170^6^0
43738149|*Conservation of Natural Resources|D003247|11025|MH|RtM via: Natural regeneration|TI|MM;RC|468^12^0
43738149|*Biological Phenomena|D001686|1119|MH|RtM via: Tissue Growth|TI|MM|485^6^0
43738149|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|468^12^0
43738149|Mexico|D008800|96|MH|RtM via: Mexican|TI|MM|776^7^0
42608536|*Gymnosperms|D032462|11942|ET|Entry Term Replacement for "Cycadopsida";RtM via: Cycadopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gymnosperms|TI|MM|468^11^0
42608536|*Angiosperms|D019684|2978|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|414^11^0
42608536|*Viburnum|D027925|2776|MH|RtM via: Viburnum grandiflorum;Forced Leaf Node Lookup:viburnums;checkForceMH Boosted|TI|MM|1657^21^0;328^21^0;1023^8^0
42608536|*Juniperus|D018653|2455|MH|RtM via: Juniperus;RtM via: Juniperus communis;Forced Leaf Node Lookup:juniperus;checkForceMH Boosted|TI|MM|1831^9^0;1191^9^0;481^9^0
42608536|*Biomass|D018533|2257|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|265^7^0;958^8^0
42608536|*Betula|D029662|2218|MH|RtM via: Betula utilis;Forced Leaf Node Lookup:betulas;checkForceMH Boosted|TI|MM|1697^13^0;1063^13^0;368^13^0
42608536|*Rhododendron|D029793|2194|MH|RtM via: Rhododendron;Forced Leaf Node Lookup:rhododendrons;checkForceMH Boosted|TI|MM|1713^12^0;1078^12^0;383^12^0
42608536|*Wood|D014934|1601|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|251^4^0
42608536|*Water|D014867|1064|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1543^4^0;222^5^0
42608536|*Ilex|D030017|1016|MH|RtM via: Ilex;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ilex|TI|MM|1641^4^0;1007^4^0;312^4^0
42608536|*Tracheophyta|D064028|2676|MH|RtM via: Gymnosperm|TI|MM|468^11^0
42608536|*Names|D009275|789|MH|RtM via: United States Adopted Name|TI|MM|1349^4^0
42608536|*Environment|D004777|351|MH|RtM via: Para (geographic area)|TI|MM|1887^4^0
42608536|*Temperance|D013695|186|MH|RtM via: Temperance|TI|MM|126^9^0
42608536|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1437^3^0
42608147|Animals|D000818|4048|CT|Isoptera;CT Treecode Lookup: B01.050.500.131 (Isoptera)|TI|MM
42608147|*Isoptera|D020049|3048|MH|RtM via: Isoptera;Forced Leaf Node Lookup:termites;checkForceMH Boosted|TI|MM|1494^8^0;1133^8^0;707^8^0;686^7^0;367^7^0;21^8^0
42608147|*Eucalyptus|D005052|2277|MH|RtM via: Eucalyptus;RtM via: Eucalyptus globulus;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|1717^10^0;926^10^0;207^10^0
42608147|*Cupressus|D029781|1845|MH|RtM via: Cupressus;Forced Leaf Node Lookup:cupressus;checkForceMH Boosted|TI|MM|1803^9^0;1018^9^0;290^9^0
42608147|*Insecticides|D007306|1509|MH|RtM via: Organochlorine insecticide;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|450^27^0;465^12^0;1219^12^0
42608147|*Pinus|D028223|1374|MH|RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1818^5^0;1033^5^0;305^5^0
42608147|*Inorganic Chemicals|D007287|2625|MH|RtM via: Organochlorine insecticide|TI|MM|450^27^0
42608147|*Safe Sex|D021841|2214|MH|RtM via: condom use|TI|MM|430^16^0
42608147|ETS translocation variant 6 protein|C087043|1714|NM|RtM via: ETV6 protein, human|TI|MM|1379^4^0
42608147|*Proto-Oncogene Proteins c-ets|D050783|1713|HM|RtM via: ETV6 protein, human|TI|MM|1379^4^0
42608147|*Repressor Proteins|D012097|285|HM|RtM via: ETV6 protein, human|TI|MM|1379^4^0
42608147|*Forest|D065928|369|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|106^6^0;155^6^0
42608147|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1517^3^0;1728^3^0
42603657|*Forestry|D016468|22410|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|139^8^0;191^8^0
42603657|*Advertising|D000329|3985|MH|RtM via: Advertising (activity);Forced Leaf Node Lookup:advertisings;Forced as Topic|TI|MM;RC|333^11^0
42603657|*Editorial Policies|D035081|1902|MH|RtM via: Editorial Policies;Forced Leaf Node Lookup:editorial policy|TI|MM;RC|315^16^0
42603657|*Forest|D065928|8382|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|230^6^0
42603657|*Industries|D007221|1359|ET|Entry Term Replacement for "Industry";RtM via: Industry|TI|MM|204^10^0
42603657|*Financial Support|D005378|837|MH|RtM via: Financial Support;Forced Non-Leaf Node Lookup:financial supports|TI|MM|566^17^0
42603657|*Suggestions|D013404|570|ET|Entry Term Replacement for "Suggestion";RtM via: therapeutic suggestion|TI|MM|269^11^0
42603657|United Kingdom|D006113|63|MH|RtM via: United Kingdom|TI|MM|418^14^0
42604715|*Grassland|D065948|1218|MH|Forced Leaf Node Lookup:savannas|TI|MM;RC|165^7^0;186^7^0
42604715|Nigeria|D009549|991|MH|RtM via: Nigeria;Forced Leaf Node Lookup:nigeria|TI|MM|682^7^0;33^7^0
42604715|*Forest|D065928|12888|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|117^6^0
42604715|Trees|D014197|1198|MH|||RC
42604715|*Policy|D057766|843|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|45^6^0
42604715|*Survey Method|D011795|186|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Survey Methods;RtM via: Surveys;Forced Non-Leaf Node Lookup:survey methods|TI|MM|316^13^0;768^9^0;582^7^0
43737717|Humans|D006801|2822|CT|European Continental Ancestry Group;CT Treecode Lookup: M01.686 (European Continental Ancestry Group)||MM;RC
43737717|Dominican Republic|D004293|1754|MH|RtM via: Dominican Republic;Forced Leaf Node Lookup:dominican republic|TI|MM|222^18^0
43737717|Haiti|D006205|1505|MH|RtM via: Haiti;Forced Leaf Node Lookup:haiti|TI|MM|1914^5^0;245^5^0
43737717|*Forestry|D016468|1400|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|575^8^0
43737717|*Pinus|D028223|1370|MH|RtM via: Pinus <genus>;RtM via: Pinus occidentalis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|58^4^0;21^5^0;1703^18^0;840^18^0
43737717|*Informatin|D034441|830|ET|Entry Term Replacement for "Heterogeneous-Nuclear Ribonucleoproteins";RtM via: hnRNP Proteins;checkForceMH Boosted;Forced Non-Leaf Node Lookup:informatin|TI|MM|2049^10^0
43737717|*European Continental Ancestry Group|D044465|1581|MH|RtM via: Caucasoid Race|TI|MM;RC|27^11^0
43737717|*Ecology|D004463|1251|MH|RtM via: Ecology|TI|MM|697^7^0;396^7^0
43737717|*Islands|D062312|1053|MH|RtM via: Islands|TI|MM|81^6^0
42608498|Humans|D006801|60537326|CT|Forced Humans: professional;Forced Humans: university;Forced Humans: subjects;Forced Leaf Node Lookup:professionals;checkForceMH Boosted|TI|MM;RC|1262^12^0
42608498|*Universities|D014495|2249030|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM;RC|208^10^0
42608498|*Vocational Education|D014829|2248046|MH|RtM via: Vocational Training;Forced Leaf Node Lookup:vocational training|TI|MM|240^19^0
42608498|*Forestry|D016468|2244851|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|3870^4^0;2523^4^0;1285^8^0;1142^8^0;953^8^0;719^8^0;431^8^0;373^8^0;113^8^0;667^8^0;775^8^0;799^8^0;878^8^0
42608498|*Social Values|D012945|2244755|MH|Forced Leaf Node Lookup:social values|TI|MM|733^12^0
42608498|*Educational Status|D004522|18378|MH|RtM via: Educational Status|TI|MM;RC|985^9^0
42608498|*Curriculum|D003479|4266|MH|RtM via: Educational Curriculum;Forced Non-Leaf Node Lookup:curriculum|TI|MM|4086^10^0;1325^10^0
42608498|*Communication|D003142|1500|MH|RtM via: Communication|TI|MM|1587^14^0
42608498|*Names|D009275|858|MH|RtM via: Name;RtM via: Person Name|TI|MM|572^5^0
42608498|Cell Proliferation|D049109|1000|MH|Forced Non-Leaf Node Lookup:proliferation||MM|495^13^0
42603387|*Trees|D014197|16427|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|45^4^0
42603387|Malaysia|D008296|2924|MH|RtM via: Malaysia;RtM via: Sabah;Forced Leaf Node Lookup:malaysia;Forced Leaf Node Lookup:sabah|TI|MM;RC|545^8^0;538^5^0
42603387|*Forest|D065928|14421|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|528^6^0
42603387|Tropical Climate|D014329|1239|MH|||RC
42607954|Cattle|D002417|5848|CT|RtM via: Cattle;Forced Leaf Node Lookup:cattle;CT Text Lookup: cattle|TI|MM|128^6^0
42607954|Animals|D000818|5848|CT|RtM via: Cattle;Bass;CT Treecode Lookup: B01.050.150.900.493 (Bass);CT Text Lookup: cattle|TI|MM|128^6^0
42607954|Humans|D006801|1000|CT|Forced Humans:D Ranchers||MM
42607954|*Bass|D001492|954|MH|RtM via: Bass;Forced Leaf Node Lookup:bass;checkForceMH Boosted|TI|MM|776^4^0
42607954|Brazil|D001938|4848|MH|RtM via: Amazonia;RtM via: brazilian|TI|MM;RC|1580^8^0;172^8^0;162^9^0
42607954|*Ranchers|D000067565|1242|ET|Entry Term Replacement for "Farmers";RtM via: Ranchers|TI|MM|135^8^0
42607954|*Behavior Therapy|D001521|558|MH|RtM via: Behavioral Activation Intervention to Smoking Cessation and to Post-Cessation Weight Gain|TI|MM|776^4^0
42607954|*Agriculture|D000383|405|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|926^11^0;818^11^0;1198^11^0
42607954|*Forest|D065928|276|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|411^6^0
42607954|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1558^3^0;2089^3^0
42606948|*Trees|D014197|3008|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|21^4^0
42606948|*Pinus|D028223|1618|MH|RtM via: Pinus brutia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|2407^12^0;1189^12^0;132^12^0
42606948|Israel|D007557|838|MH|RtM via: Israel;Forced Leaf Node Lookup:israel|TI|MM|2447^6^0;1238^6^0;170^6^0
42606948|*Forest|D065928|1644|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|257^6^0;145^6^0
42606948|*Research|D012106|789|MH|RtM via: Study|TI|MM|37^7^0
