41998951|Animals|D000818|394810|CT|Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
24722480|*Desiccation|D003890|11306|MH|Forced Leaf Node Lookup:desiccation|TI|MM|346^11^0
24722480|*Gardens|D000072506|11306|MH|Forced Leaf Node Lookup:gardens|TI|MM|1025^7^0
24722480|*Nurseries, Infant|D009724|11306|MH|Forced Leaf Node Lookup:nurseries|TI|MM|983^9^0
24722480|Inflammasomes|D058847|60245|MH|||RC
24722480|CARD Signaling Adaptor Proteins|D053468|41994|MH|||RC
24722480|*Xylella|D044167|31276|HM|RtM via: Xylella fastidiosa subsp. pauca|TI|MM|1468^8^1;1478^5^1;379^8^1;389^5^1;538^2^0;183^2^0;21^18^0
24722480|*Xylem|D052584|1371|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM|50^5^0
24722480|*Arecaceae|D028023|1350|MH|RtM via: Arecaceae;Forced Non-Leaf Node Lookup:arecaceae|TI|MM|1155^16^0;1162^9^0
24722480|*Disease Outbreaks|D004196|1065|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|186^8^0
24722480|*Health Status|D006304|678|MH|RtM via: Health Status;Forced Non-Leaf Node Lookup:health status|TI|MM|905^13^0
24722480|*PCR|D016133|669|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|1309^3^0
24722480|*ELISA|D004797|393|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM|1287^5^0
41997876|*Alfalfa mosaic virus|D017794|8397|MH|RtM via: Alfalfa mosaic virus;Forced Leaf Node Lookup:alfalfa mosaic virus;checkForceMH Boosted|TI|MM;RC|2361^3^0;2020^3^0;1395^3^0;1219^3^0;1176^5^1;1214^3^1;1050^3^0;739^3^0;668^3^0;472^3^0;308^3^0;210^3^0;202^3^0;159^20^0
41997876|*Tobacco|D014026|5769|MH|RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|949^7^0;570^14^0
41997876|*Lycopersicon esculentum|D018551|4329|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM|21^6^0
41997876|*Amino Acid|D000596|3003|ET|Entry Term Replacement for "Amino Acids";RtM via: Amino Acid [EPC];RtM via: Amino Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:amino acids|TI|MM|706^10^0
41997876|*Viruses, Unclassified|D014713|2013|MH|RtM via: AS virus|TI|MM|2402^5^0;1362^5^0;1176^5^0;1014^5^0
41997876|*Glutamine|D005973|1674|MH|RtM via: glutamine|TI|MM|2295^9^0;2028^9^0;828^3^0
41997876|*Tobacco Use|D064424|1605|MH|RtM via: Tobacco use|TI|MM|949^7^0
41997876|*Virus Particle|D014771|1383|ET|Entry Term Replacement for "Virion";RtM via: Virion;Forced Non-Leaf Node Lookup:virus particles|TI|MM|531^14^0
41997876|*Codon|D003062|765|MH|RtM via: Codon (nucleotide sequence);Forced Non-Leaf Node Lookup:codons|TI|MM|822^5^0
41997876|*Plant Leaves|D018515|591|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|929^6^0
41997876|Italy|D007558|240|MH|RtM via: Italy|TI|MM|373^5^0;54^5^0
41998976|Citrus psorosis virus|C000623776|6485|NM|RtM via: Citrus psorosis virus;Forced SCR Leaf Node Lookup:citrus psorosis virus|TI|MM|476^4^0;21^21^0
41998976|*Antibodies, Monoclonal|D000911|2024|MH|RtM via: Monoclonal Antibodies;RtM via: Monoclonal Antibody [EPC];checkForceMH Boosted;Forced Non-Leaf Node Lookup:monoclonal antibodies|TI|MM|270^21^0;402^19^0
41998976|*Antisera|D007106|1676|ET|Entry Term Replacement for "Immune Sera";RtM via: Immune Sera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:antisera|TI|MM|149^8^0;113^8^0
41998976|*Plant Viruses|D010942|6484|HM|RtM via: Citrus psorosis virus|TI|MM;RC|476^4^0;21^21^0
41998976|*Viruses, Unclassified|D014713|2604|MH|RtM via: AS virus|TI|MM|714^5^0;442^5^0;246^5^0
41998976|*Antineoplastic Agents, Immunological|D000074322|2007|MH|RtM via: Monoclonal antibodies, antineoplastic;RtM via: Monoclonal Antibody [EPC]|TI|MM|270^21^0;402^19^0
41998976|*ELISA|D004797|1791|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM;RC|889^5^0;503^5^0;428^5^0;69^5^0
41998976|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|817^3^0
23721758|Humans|D006801|1000|CT|Forced Humans:D Crime Victims||MM
23721758|Beet necrotic yellow vein virus|C000623721|69924|NM|RtM via: Beet necrotic yellow vein virus;Forced SCR Leaf Node Lookup:beet necrotic yellow vein virus|TI|MM|606^5^0;304^5^0;258^5^0;21^31^0
23721758|*Beta vulgaris|D027461|69755|MH|RtM via: Beta vulgaris;Forced Leaf Node Lookup:beets;checkForceMH Boosted|TI|MM|83^11^0;89^5^0
23721758|*Amino Acid|D000596|36331|ET|Entry Term Replacement for "Amino Acids";RtM via: Amino Acid [EPC];RtM via: Amino Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:amino acids|TI|MM|340^10^0
23721758|*Reverse Transcriptase Polymerase Chain Reaction|D020133|34939|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM|196^6^0
23721758|*Phylogeny|D010802|34825|MH|RtM via: Phylogenetic Groups;Forced Lookup:phylogenetic|TI|MM|498^21^0
23721758|Lithuania|D008097|34753|MH|RtM via: Lithuania;Forced Leaf Node Lookup:lithuania|TI|MM|624^9^0;131^9^0
23721758|Bullying|D058445|279743|MH|||RC
23721758|Crime Victims|D019548|184247|MH|||RC
23721758|*Plant Viruses|D010942|69923|HM|RtM via: Beet necrotic yellow vein virus|TI|MM|606^5^0;304^5^0;258^5^0;21^31^0
23721758|Sugars|D000073893|1000|MH|Forced Non-Leaf Node Lookup:sugars||MM|83^5^0
41999046|Animals|D000818|110790|CT|Psyllids;CT Treecode Lookup: B01.050.500.131 (Psyllids);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41999046|*Phytoplasma|D045582|109790|MH|RtM via: Phytoplasma;Forced Leaf Node Lookup:phytoplasma;checkForceMH Boosted|TI|MM;RC|1302^11^0;1120^11^0;1040^11^0;932^11^0;621^12^0;428^12^0;1375^11^0
41999046|*Psyllids|D006430|77887|ET|Entry Term Replacement for "Hemiptera";RtM via: Psyllids;RtM via: Trioza apicalis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:psyllids|TI|MM;RC|1079^7^0;896^7^0;562^8^0;258^7^0;28^7^0;37^15^0
41999046|*Daucus carota|D018552|58648|MH|RtM via: Daucus carota;RtM via: Carrots - dietary;Forced Leaf Node Lookup:daucus carota;Forced Leaf Node Lookup:carrots;checkForceMH Boosted|TI|MM;RC|517^7^0;375^7^0;99^13^0;1317^6^0;1072^6^0;977^6^0;889^6^0;543^6^0;251^6^0;21^6^0;91^6^0;1390^6^0
41999046|*Liberibacter|D000086202|29319|MH|RtM via: Liberibacter;RtM via: Candidatus Liberibacter solanacearum;Forced New Lookup:candidatus liberibacter;Forced New Lookup:liberibacter;checkForceMH Boosted|TI|MM|1358^12^0;1136^12^0;844^12^0;674^12^0;653^12^0;194^36^0
41999046|*Spiroplasma|D013149|12811|MH|RtM via: Spiroplasma;checkForceMH Boosted;Forced Non-Leaf Node Lookup:spiroplasma|TI|MM|1195^11^0;635^12^0;445^12^0
41999046|Finland|D005387|9784|MH|RtM via: Finland;Forced Leaf Node Lookup:finland|TI|MM|1327^7^0;598^7^0
41999046|*Coinfection|D060085|9769|MH|RtM via: Coinfection;Forced Leaf Node Lookup:mixed infection|TI|MM|1339^15^0;1096^15^0
41999046|*Phytoplasma Disease|D000084482|9406|MH|Forced New Lookup:aster yellow|TI|MM|918^12^0;1288^12^0
41999046|Rhizobiaceae|D012230|14913|MH|||RC
41999046|*Insect|D007313|6042|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1233^7^0;294^6^0
41999046|*Plant Leaves|D018515|5841|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|1005^4^0;758^4^0;798^4^0
41999046|*PCR|D016133|1245|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|669^3^0
41999046|Europe|D005060|762|MH|RtM via: Europe|TI|MM|134^6^0
23721757|Cacao swollen shoot virus|C000624013|194686|NM|RtM via: Cacao swollen shoot virus;Forced SCR Leaf Node Lookup:cacao swollen shoot virus|TI|MM|697^4^0;537^25^0
23721757|*Badnavirus|D019195|194685|MH|RtM via: Dioscorea bacilliform virus;RtM via: Mulberry badnavirus 1;RtM via: Fig badnavirus 1;RtM via: Cacao swollen shoot virus;RtM via: Badnavirus;Forced Leaf Node Lookup:badnavirus|TI|MM|790^27^0;1186^21^0;761^16^0;697^4^0;537^25^0;667^10^0;526^10^0;265^10^0;765^10^0;1195^10^0
23721757|*Morus|D031625|192072|MH|RtM via: Morus alba;RtM via: Morus (plant);Forced Leaf Node Lookup:mulberry;Forced Leaf Node Lookup:morus;checkForceMH Boosted|TI|MM|83^10^0;658^8^0;73^8^0;1186^8^0
23721757|*Phylogeny|D010802|125595|MH|RtM via: Phylogenetic Trees;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic trees|TI|MM|576^17^0
23721757|*Dioscorea|D027742|124356|MH|Forced Leaf Node Lookup:dioscorea;checkForceMH Boosted|TI|MM|790^9^0
23721757|*Ficus|D030681|124356|MH|Forced Leaf Node Lookup:fig;checkForceMH Boosted|TI|MM|761^3^0
23721757|*Amino Acid|D000596|67383|ET|Entry Term Replacement for "Amino Acids";RtM via: Amino Acid [EPC];RtM via: Amino Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:amino acids|TI|MM|447^10^0
23721757|*Nucleotide|D009711|66798|ET|Entry Term Replacement for "Nucleotides";RtM via: Nucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleotides|TI|MM|426^10^0
23721757|*Citrus|D002957|65361|MH|RtM via: Citrus plant;checkForceMH Boosted;Forced Non-Leaf Node Lookup:citrus|TI|MM|706^6^0
23721757|*Amino Acid Sequence|D000595|64842|MH|RtM via: Amino Acid Sequence;Forced Leaf Node Lookup:amino acid sequences|TI|MM|615^19^0
23721757|*RNase H|D016914|63867|ET|Entry Term Replacement for "Ribonuclease H";RtM via: Ribonuclease H;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rnase h|TI|MM|499^7^0
23721757|*Reverse Transcriptase|D012194|63777|ET|Entry Term Replacement for "RNA-Directed DNA Polymerase";RtM via: RNA-Directed DNA Polymerase;checkForceMH Boosted;Forced Non-Leaf Node Lookup:reverse transcriptase|TI|MM|477^21^0
23721757|Lebanon|D007861|62607|MH|RtM via: Lebanon;Forced Leaf Node Lookup:lebanon|TI|MM|898^7^0;105^7^0
23721757|Turkey|D014421|62607|MH|RtM via: Country of Turkey;Forced Leaf Node Lookup:turkey|TI|MM|936^6^0
23721757|*Electrons|D004583|62178|MH|Forced Leaf Node Lookup:electrons|TI|MM|21^8^0
23721757|Ciprofloxacin|D002939|266070|MH|||RC
23721757|Salmonella enterica|D019779|218185|MH|||RC
23721757|*DNA|D004247|4071|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|351^3^0
23721757|*PCR|D016133|2883|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|1011^3^0;317^3^0;827^3^0
23721757|*Plant Leaves|D018515|1725|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|56^4^0;121^4^0
23721757|*Virus, Mosaic|D009029|513|ET|Entry Term Replacement for "Mosaic Viruses";RtM via: Mosaic Viruses;Forced Non-Leaf Node Lookup:mosaic virus|TI|MM|713^12^0
23721757|Clone Cells|D002999|1000|MH|Forced Non-Leaf Node Lookup:clones||MM|321^5^0
41998883|*Organic Agriculture|D058871|14043|MH|RtM via: Organic Farming;RtM via: Organic Farms;Forced Leaf Node Lookup:organic farming|TI|MM;RC|551^15^0
41998883|*Fungicides, Industrial|D005659|4128|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|944^9^0
41998883|*Adoption|D000300|1257|MH|RtM via: Adoption;Forced Leaf Node Lookup:adoptions|TI|MM|538^9^0
41998883|*Agriculture|D000383|6561|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM;RC|584^12^0;622^11^0;290^11^0
41998883|*Plant Diseases|D010935|3357|MH|RtM via: Plant Diseases;Forced Non-Leaf Node Lookup:plant diseases|TI|MM;RC|498^14^0
41998883|*Research|D012106|720|MH|RtM via: Study|TI|MM|175^7^0
41998883|*Publications|D011642|438|MH|RtM via: Publications|TI|MM|327^10^0
24332221|Barley yellow mosaic virus|C000623944|90999|NM|RtM via: Barley yellow mosaic virus;Forced SCR Leaf Node Lookup:barley yellow mosaic virus|TI|MM|982^5^0;796^5^0;512^5^0;480^5^0;21^26^0
24332221|Barley mild mosaic virus|C000623956|50051|NM|RtM via: Barley mild mosaic virus;Forced SCR Leaf Node Lookup:barley mild mosaic virus|TI|MM|60^24^0
24332221|*Hordeum|D001467|43489|MH|RtM via: Barley (Dietary);RtM via: Hordeum;RtM via: Hordeum vulgare;Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|164^6^0
24332221|Soil-borne wheat mosaic virus|C000623755|43118|NM|RtM via: Soil-borne wheat mosaic virus;Forced SCR Leaf Node Lookup:soil-borne wheat mosaic virus|TI|MM|246^29^0
24332221|*Edible Grain|D002523|42043|MH|RtM via: Cereals;Forced Leaf Node Lookup:cereals;checkForceMH Boosted|TI|MM|1038^6^0
24332221|*Phylogeny|D010802|41194|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM|487^21^0
24332221|*Base Sequence|D001483|23201|MH|RtM via: Base Sequence;RtM via: DNA Sequence;RtM via: RNA Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM|373^9^0;531^20^0
24332221|*Amino Acid Sequence|D000595|22211|MH|RtM via: Amino Acid Sequence;Forced Leaf Node Lookup:amino acid sequences|TI|MM|752^20^0;523^28^0
24332221|*Open Reading Frames|D016366|21281|MH|RtM via: Open Reading Frames;Forced Leaf Node Lookup:protein coding regions|TI|MM|429^21^0
24332221|Iran|D007492|20474|MH|Forced Lookup:iranian|TI|MM|328^7^0;460^7^0;659^7^0;788^7^0;974^7^0
24332221|Eczema|D004485|122752|MH|||RC
24332221|*Allergens|D000485|98769|MH|RtM via: barley extract|TI|MM;RC|164^6^0
24332221|*Bymoviruses|D019176|90998|ET|Entry Term Replacement for "Potyviridae";RtM via: Barley mild mosaic virus;RtM via: Barley yellow mosaic virus;RtM via: Bymovirus;Forced Non-Leaf Node Lookup:bymoviruses|TI|MM|60^24^0;982^5^0;796^5^0;512^5^0;480^5^0;21^26^0;116^11^0
24332221|*Plant Viruses|D010942|43117|HM|RtM via: Soil-borne wheat mosaic virus|TI|MM|246^29^0
24332221|Europe|D005060|2250|MH|RtM via: Europe|TI|MM|174^6^0
24332221|East Asia|D005202|3|ET|Entry Term Replacement for "Far East";RtM via: Far East|TI|MM|185^9^0
41998996|*Olea|D031658|43935|MH|RtM via: Olea (plant);RtM via: Olives - dietary;Forced Leaf Node Lookup:olives;Forced Leaf Node Lookup:olea;checkForceMH Boosted|TI|MM;RC|199^4^0;1145^5^0;192^5^0
41998996|Pseudomonas savastanoi|C000635522|28659|NM|RtM via: Pseudomonas savastanoi;Forced New Lookup:pseudomonas savastanoi|TI|MM|40^22^0
41998996|*Nerium|D030007|24882|MH|RtM via: Oleander;Forced Leaf Node Lookup:nerium oleanders;Forced Leaf Node Lookup:oleanders;checkForceMH Boosted|TI|MM;RC|1152^8^0;220^15^0;210^8^0
41998996|*Jasminum|D031660|17003|MH|RtM via: Jasminum;RtM via: Jasminum officinale;Forced Leaf Node Lookup:jasmines;checkForceMH Boosted|TI|MM|1162^7^0;238^7^0
41998996|*Myrtus|D031651|15798|MH|RtM via: Myrtus communis;Forced Leaf Node Lookup:myrtles;Forced Leaf Node Lookup:myrtus;checkForceMH Boosted|TI|MM|320^15^0;1186^6^0;312^6^0
41998996|*Virulence|D014774|14869|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM;RC|1223^13^0
41998996|arginine deiminase|C019723|10659|NM|RtM via: Arginine deiminase;Forced SCR Leaf Node Lookup:arginine dihydrolase|TI|MM|631^20^0
41998996|*Tobacco|D014026|8954|MH|Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|749^7^0
41998996|*Oxidase|D010088|6469|ET|Entry Term Replacement for "Oxidoreductases";RtM via: Oxidases;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxidases|TI|MM|587^7^0
41998996|*Fatty Acids|D005227|6331|MH|RtM via: Fatty Acids;RtM via: Fatty Acids, Esterified;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fatty acids|TI|MM;RC|974^11^0;838^10^1;856^5^1
41998996|*Fluorescence|D005453|5173|MH|RtM via: Fluorescence;Forced Leaf Node Lookup:fluorescence|TI|MM|669^12^0
41998996|Turkey|D014421|4480|MH|RtM via: Country of Turkey;Forced Leaf Node Lookup:turkey|TI|MM|451^6^0
41998996|*Pseudomonas|D011549|28658|HM|RtM via: Pseudomonas savastanoi|TI|MM;RC|40^22^0
41998996|*Hydrolases|D006867|10658|HM|RtM via: Arginine deiminase|TI|MM|631^20^0
41998996|*Oleaceae|D029592|5463|MH|RtM via: Fontanesia;RtM via: Fontanesia phillyreoides|TI|MM|1171^10^0;270^10^0;1450^24^0;282^24^0
41998996|*PCR|D016133|4914|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|833^3^0
41998996|*Plant Leaves|D018515|1776|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|113^6^0;757^6^0
41998996|*Cluster Analysis|D016000|879|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM;RC|954^16^0
41998996|*Fructans|D005630|774|MH|RtM via: levan;Forced Non-Leaf Node Lookup:levans|TI|MM|619^5^0
41998996|Esters|D004952|1000|MH|Forced Non-Leaf Node Lookup:ester||MM|856^5^0
41998546|Animals|D000818|178647|CT|Thysanoptera;CT Treecode Lookup: B01.050.500.131 (Thysanoptera)||MM;RC
41998546|Adult|D000328|178647|CT|Forced Leaf Node Lookup:adults|TI|MM|144^6^0
41998546|Iris yellow spot tospovirus|C000623971|177647|NM|RtM via: Iris yellow spot tospovirus;Forced SCR Leaf Node Lookup:iris yellow spot virus|TI|MM|897^4^0;699^4^0;441^22^0
41998546|*Thysanoptera|D061149|140926|MH|RtM via: Thrips tabaci;RtM via: Thrips <genus>;RtM via: Thysanoptera;Forced Leaf Node Lookup:thrips;checkForceMH Boosted|TI|MM;RC|66^13^0;58^6^0
41998546|*Onions|D019697|55050|MH|RtM via: Onions;RtM via: Allium cepa;Forced Leaf Node Lookup:onions;checkForceMH Boosted|TI|MM;RC|764^5^0;873^6^0;52^5^0;911^5^0
41998546|amsonic acid|C025953|12165|NM|Forced SCR Leaf Node Lookup:das|TI|MM|272^3^0
41998546|*Tospovirus|D017865|177646|HM|RtM via: Iris yellow spot tospovirus|TI|MM;RC|897^4^0;699^4^0;441^22^0
41998546|*Plant Leaves|D018515|2751|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|417^4^0
41998546|*ELISA|D004797|594|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM;RC|276^5^0
41998546|*Necrosis|D009336|129|MH|RtM via: Necrosis;Forced Non-Leaf Node Lookup:necrosis|TI|MM|422^8^0
41998514|*Phytophthora|D010838|48637|MH|RtM via: Phytophthora nicotianae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM;RC|72^23^0
41998514|*Capsicum|D002212|25163|MH|RtM via: Capsicum annuum;Forced Leaf Node Lookup:capsicum annuum;checkForceMH Boosted|TI|MM;RC|148^15^0
41998514|*Seedlings|D036226|7079|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|185^8^0
41998514|Disease Resistance|D060467|1670|MH|||RC
41998514|*Vegetables|D014675|1548|MH|RtM via: Peppers (vegetable)|TI|MM|1060^6^0;140^6^0
41998514|*Piper nigrum|D029222|1476|MH|RtM via: Piper nigrum (plant)|TI|MM|1060^6^0;140^6^0
41998514|Mediterranean Region|D019083|51|MH|RtM via: Mediterranean Region|TI|MM|1083^20^0
41998204|Humans|D006801|10692298|CT|Forced Humans: staff|TI|MM
41998204|*Fragaria|D031985|907523|MH|RtM via: Fragaria x ananassa;RtM via: Strawberries;Forced Leaf Node Lookup:strawberry;checkForceMH Boosted|TI|MM;RC|1228^10^0;1109^10^0
41998204|*Solanum tuberosum|D011198|906401|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM;RC|1220^6^0;1101^6^0
41998204|*Lycopersicon esculentum|D018551|902549|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM;RC|1240^6^0;1121^6^0
41998204|*Pyrus|D031989|895286|MH|RtM via: Pear (Dietary);RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM|1197^4^0;1078^4^0
41998204|*Trees|D014197|890960|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1213^5^0;1094^5^0
41998204|*Juglans|D031324|890033|MH|RtM via: Juglans;Forced Leaf Node Lookup:walnuts;checkForceMH Boosted|TI|MM|1206^6^0;1087^6^0
41998204|*Peas|D018532|888116|MH|Forced Leaf Node Lookup:pea;checkForceMH Boosted|TI|MM|1132^3^0;1251^3^0
41998204|*Quercus|D029963|888116|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|1073^3^0
41998204|*Phytophthora|D010838|517528|MH|RtM via: Phytophthora cactorum;RtM via: Phytophthora idaei;RtM via: Phytophthora pseudotsugae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM;RC|21^21^0;503^18^0;900^25^0
41998204|*Cross Reactions|D003429|444934|MH|RtM via: Cross Reactions;Forced Leaf Node Lookup:cross reactions|TI|MM|879^15^0;486^11^0
41998204|*Random Amplified Polymorphic DNA Technique|D019105|444058|MH|Forced Lookup:rapd|TI|MM|681^4^0
41998204|Species Specificity|D013045|202364|MH|||RC
41998204|*DNA Primers|D017931|21654|MH|RtM via: Oligonucleotide Primers|TI|MM;RC|1341^7^0;732^7^0;578^7^0;473^7^0
41998204|*PCR|D016133|7212|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|758^3^0;407^3^0
41998204|*DNA|D004247|6438|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|980^3^0;676^3^0;1036^3^0
41998204|*Forest|D065928|2508|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|197^6^0
41998204|*Mycelium|D025282|930|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM|1004^8^0
41998635|Humans|D006801|33202|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)|TI|MM
41998635|*Onions|D019697|18000|MH|RtM via: Allium cepa;RtM via: Onions;Forced Leaf Node Lookup:allium cepa;Forced Leaf Node Lookup:onions;checkForceMH Boosted|TI|MM;RC|378^5^0;78^11^0;71^5^0
41998635|*Fusarium|D005670|17808|MH|RtM via: Fusarium oxysporum;checkForceMH Boosted|TI|MM;RC|224^18^0
41998635|*Soil|D012987|11094|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|1280^5^0;825^5^0;537^4^0;402^4^0;34^4^0;601^4^0;651^4^0;852^4^0;1042^4^0;1212^4^0
41998635|*Aspergillus niger|D001234|9435|MH|RtM via: Aspergillus niger;Forced Leaf Node Lookup:aspergillus niger;checkForceMH Boosted|TI|MM|186^17^0
41998635|*African Americans|D001741|3678|MH|RtM via: African American;Forced Leaf Node Lookup:blacks|TI|MM|349^5^0
41998635|Turkey|D014421|3651|MH|RtM via: Country of Turkey;Forced Leaf Node Lookup:turkey|TI|MM|123^6^0
41998635|Fusarium oxysporum|C000677527|3649|NM|Forced New Lookup:fusarium oxysporum|TI|MM|224^18^0
41998635|*Germination|D018525|3648|MH|Forced Leaf Node Lookup:germinations|TI|MM|494^11^0;697^11^0;1113^11^0
41998635|*Antigens, Fungal|D000946|4518|MH|RtM via: Aspergillus niger var. niger extract|TI|MM|186^17^0
41998635|*Biological Phenomena|D001686|2775|MH|RtM via: spore germination;RtM via: Tissue Growth|TI|MM|1107^17^0;691^17^0;488^17^0;1004^6^0
41998635|Spores|D013170|1000|MH|Forced Non-Leaf Node Lookup:spores||MM|488^5^0;691^5^0;1107^5^0
41998458|*Catechin|D002392|33408|MH|RtM via: catechin;RtM via: Epicatechin;RtM via: L-Epicatechin;Forced Leaf Node Lookup:epicatechin;Forced Leaf Node Lookup:catechin;checkForceMH Boosted|TI|MM|452^8^0;439^11^0
41998458|*Chlorogenic Acid|D002726|31670|MH|RtM via: chlorogenic acid;Forced Leaf Node Lookup:chlorogenic acid;checkForceMH Boosted|TI|MM;RC|711^16^0
41998458|*Malus|D027845|31145|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM;RC|73^5^0
41998458|*Flavonoids|D005419|28618|MH|RtM via: Flavonoids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flavonoids|TI|MM;RC|428^10^0
41998458|*Chromatography, High Pressure Liquid|D002851|25492|MH|RtM via: APPARATUS, HIGH PRESSURE LIQUID CHROMATOGRAPHY;RtM via: High pressure liquid chromatography procedure;Forced Leaf Node Lookup:high performance liquid chromatography|TI|MM;RC|222^38^0
41998458|*Coumaric Acids|D003373|25313|MH|RtM via: Coumaric Acids;Forced Leaf Node Lookup:hydroxycinnamic acids;checkForceMH Boosted|TI|MM;RC|262^21^0
41998458|folin|C011471|24447|NM|RtM via: folin;Forced SCR Leaf Node Lookup:folin|TI|MM|766^5^0;525^5^0
41998458|*Phlorhizin|D010695|20105|MH|RtM via: phlorhizin;Forced Leaf Node Lookup:phloridzin;checkForceMH Boosted|TI|MM|409^10^0
